reviewid,storeid,searchid,reviewidx,reviewtxt
94_2_5,94_2,94,5,근처 왔다가 피자 파스타 먹고 싶어서 왔어요 주차장 넓고 매장도 넓어서 좋아요 세트메뉴로 시키니까 이것저것 골고루 먹을 수 있어서 좋네요 잘먹었습니다~
94_2_6,94_2,94,6,"매장이 넓고 테라스석도 있고 좌석도 편해서 좋았어요 브런치 메뉴부터 빵, 빙수, 맥주, 음료도 다양하게 있어서 한번에 다 해결하기도 좋아요!!"
94_2_7,94_2,94,7,"간만에 좋아하는 지인과 만나는 자리, 맛있는 음식과 커피가 더 즐겁게 해주었습니다. 또 오고 싶네요!"
94_2_8,94_2,94,8,부모님 모시고 즐거운시간 보냈어요. 비오는 날도 너무 아름다워서 도시속 숨은 숲에 온 기분이예요. 아름다운 날 아끼는 사람들과 같이오기 좋아요. 넓은 카페 구석구석 숨은 공간과 야외 테라스 공간이 있어서 댕댕이들하고 오기도 너무 좋아요. 초록이 가득한 공간에서 호텔보다 더 맛있는 요리먹고 힐링 했습니다. 커피도 맛있고 음료들도 다양해서 아이들과 오기도 좋답니다. 메뉴도 다양해서 브런치하기 좋은 케이시켈리.일주일 한번 오는 식사동 찐 주민인 제가 추천합니다.
94_2_9,94_2,94,9,개방감있고 아이가 즐길만한 볼거리도 적당해요. 친절해서 더 좋은 것 같아요
94_2_10,94_2,94,10,까르보나라 매콤하게 요청드렸는데 인생 까르보나라가 되었습니다🥹 비싸다고 생각했지만 전체적인 분위기와 맛을 보니 또 와야겠습니다ㅎㅎ 파스타 맛집으로 인정합니다🙂‍↕️
94_2_11,94_2,94,11,자주 오는 곳인데 날씨가 좋으니 테라스 분위기가 더 좋네요. 계절을 즐기기 좋은 곳이예요. 다른 파스타들도 맛있었는데 오늘 먹은 라따뚜이 파스타는 깜짝 놀랄만큼 맛있었어요. 야채로 이런 맛이 나다니. 깜빠뉴도 하나 주뮨해서 서양 사람들처럼 정말 접시 바닥까지 닦아 먹었어요. 샐러드도 신선하고 어어엄청 맛있습니다. 식사동의 자랑이예요!
94_2_12,94_2,94,12,"주차도 편리하고 아파트 도심 속에서 발견한 힐링공간이었던 그 유명한 케이시켈리 저도 드디어 다녀왔습니다..! 애견동반 손님들을 위한 공간도 따로 배려해두신 점이나, 곳곳의 센스있는 인테리어, 가족 단위로 외식 나오거나 친구와 모임을 하기에도 좋은 단체석, 매장이 넓으니 연인과 데이트하거나 혼자서 공부를 하기에도 문제없도록 테이블간 거리가 있는 점까지 사장님의 애정어린 손길이 안 닿은 곳이 없는 거 같아 너무나도 힐링이었네요. 특히 라따뚜이 파스타는 야채,치즈 조합이 너무 잘 어우러지는 토마토 파스타라 간만에 접시 뚫리도록 싹싹 긁어먹은 거 같습니다 ㅎㅎ 거리가 있음에도 이 곳에 빠져서 더 자주 방문하려해요 돈쭐나세요 사장님~~"
94_2_13,94_2,94,13,처음 방문한곳인데 분위기도 너무 맘에들고 음식도 완전맛있어요^^♡ 또 방문하고 싶네요^^
94_2_14,94_2,94,14,자주 애용해요!! 분위기도 좋고 인테리어가 멋져서 아이가 봏아해요~~ 음료도 맛있고 빵도 맛있습니다!!
94_2_15,94_2,94,15,참나물 오일 파스타 맛나요. 지인들과 번개~^^
94_2_16,94_2,94,16,🐶애견동반가능 캐리어 개모차 야외테라스만 허용 🐻‍❄️흡연실주차장화장실 갓벽한곳 🦚브런치너무맛있어서 감탄한곳 🧸바닐라라떼는 아카시아껌맛같아 조금 아쉬워요 🏅직원들 너무친절하고 여유롭게 시간 보낼수있는 나만알고싶은 맛집카페♡
94_2_17,94_2,94,17,맛있어요~ 공간도 넓어서 모임하기도 좋아요~^^
94_2_18,94_2,94,18,매장이 넓고 테이블 간격도 넉넉해서 답답하지 않아요.  디카페인 아메리카노 맛도 괜찮았습니다.  직웜분들 친절하시구요.
94_2_19,94_2,94,19,"주차 편하구요 공간감이 넓어서 좋습니다. 커피 , 흑임자빙수 강추 입니다."
94_2_20,94_2,94,20,느끼한거 못먹는 저히 치즈카츠 따로 달라 부탁했는데 들어주셔서 감사합니다❤️‍🔥 양도 많고 마니 먹엇숩니당 동생도 맛있데요>< 다음주에 또 올게여
94_2_21,94_2,94,21,"3명이 파스타 2, 샐러드 1클리어 후 피자 주문 또 했네요 ㅎㅎ 덜 붐비고 대화하기 좋고 음식도 맛납니다."
94_2_22,94_2,94,22,"자몽허니블랙티~~ 달달하고 맛있어요! 칭구는 항상 헤이즐넛라떼를 먹는데, 여기만큼 맛있는곳 없다고 하네요!! 대화하기 좋은 곳이에요. 그리고 화장실에 에어컨 있어서 진짜 시원해요ㅠㅋㅋㅋㅋ"
94_2_23,94_2,94,23,빙수랑 커피가 맛있고 주차공간이 넓어서 좋네요
94_2_24,94_2,94,24,너무 더운 요즘~~~시원한 아아와 빵이 넘 먹고싶어서 가게된 케이시켈리♡ 오랫만에 왔는데 넘 좋았답니다~~~ 근데 빵 메뉴가 다 나가고 몇개 없어서 커피만 주문한건 넘 아쉬웠어요ㅜㅜ
94_2_25,94_2,94,25,"커피와 스콘이 맛있어서 오다 오늘은 아이와 함께 브런치시간 갖으려고 방문했어요, 고소하고 토핑도 듬뿍 까르보나라와 치즈가 쭈욱 늘어나는 유러피안 토마토 파스타도 맛있고 미니 샐러드도 남김없이 다~~ 먹었답니다 분위기 편안하고 넓은 실내에 간간히 들리는 새소리 들으며 여유즐기기 좋았어요^^"
94_2_26,94_2,94,26,분위기도 조용하고 매장도 넓어서 친목도모하기 좋아요!생맥주도 있어서 더 마음에 들어요
94_2_27,94_2,94,27,조용하고 깨끗하고 넓어서 좋아요 주차장도 넓고 음료가 맛있어요 자주 올거 같아요 힐링되는 시간이 되었어요
94_2_28,94_2,94,28,디저트 브런치 맛집입니다~~
94_2_29,94_2,94,29,매장이 크고 디자인이 예뻐요~ 식물이 많아서 눈이 편안하고 테라스 자리도 많은데 날씨가 따뜻했으면 테라스 자리도 너무 좋았을 것 같아요 ^^ 디저트도 맛있네요
94_2_30,94_2,94,30,거북이가 있고 음료수가 맛있어보여요
94_3_1,94_3,94,1,커피는 마셨고 팥을 직접 고운 다고 해서 찾아간 곳입니다. 여름엔 시원한 팥빙수죠. 명장이 만든 빵은 구경만했어요. 포장해 가시는 분들도 많았어요. 외부에서 볼땐 작게 봤는데 들어가니 길게 좌석이 많았어요. 많은 종류의 빵들과 신선한 과일들이 있내요. 팥빙수도 우유빙수에 달지 않고 맛난 팥앙금이 올라가 있고 미숫가루와 연유로 토핑되어 있어요. 달지 않아서 좋았어요. 다시한번 오고 싶어서 빵은 포장하지 않았어요. 궁금해야 바로 올 것 같았습니다.
94_3_2,94_3,94,2,일산 베이커리 카페 맛집~^^ 명장이 쌀가루로 만든 맛난 빵들~ 높은 천고에 인테리어도 멋지고 직원분들도 친절~ 대화하기 좋아요~ 일요일에 방문했을 땐 사람도 많고 조금 복잡한 느낌이었는데 평일에 가니 여유롭고 좋네욤~♧
94_3_3,94_3,94,3,"많은 빵집과 베이커리카페를 다녀봤지만 여긴 근본있는 맛이라 인정합니다. 겉보기만 화려하지만 근본없는 빵,과자에 기대감이 사라져가는 요즘에 상당히 만족스런 퀄리티의 빵집입니다. 맛있게 잘먹었습니다 번창하세요."
94_3_4,94_3,94,4,빙수 팥이 맛있어요. 육쪽마늘빵은 생크림이 아낌없이 완전 폭탄이네요. 찰빵은 남아서 가져왔는데 찰반죽 속이 안익었어요 ㅠㅠ
94_3_5,94_3,94,5,자주 가는 카페 입니다. 지인들과 함께 이야기 하기 좋습니다.~^^
94_3_6,94_3,94,6,찐친 모임으로 즐거운 하루 였습니다 !
94_3_7,94_3,94,7,여름에 빙수는 한 번은 찾게 되는데  이번엔 일찍 첫빙수를 소개울에서  아주 심플한 빙수임(팥이 다해서 팥을 좀 더 먹고 싶었음)  아직은 먹다보니 추움   한 여름에 한 번은 더 방문 할 예정
94_3_8,94_3,94,8,비싸지만 맛있어요
94_3_9,94_3,94,9,에멘탈치즈였나 주말에만 나온다고 써 있던 빵 진짜 맛있었어요!!! 💚 또 먹으러 가야지 😇
94_3_10,94_3,94,10,커피도 맛있고 빵도 맛있는 집 내부도 넓어서 좋아요
94_4_1,94_4,94,1,"아이랑 지하 키카에 들렀다가 배고플까봐 들러서 먹였는데 키위쥬스도 맛있고, 빵도 괜찮았어요. 다만, 비닐에 덮여있지 않은 빵위로 파리가 날라다니는데 하필 아이가 먹고 싶대서 사는데도 찝찝 ㅠㅠ 덮개로 닫아두던지 이런 날씨에 문을 열어놓으실거면 관리 해주시면 좋을 것 같아요."
94_4_2,94_4,94,2,"차병원에 들렀다가 추천받고 간 카페에요. 커피도, 빵도 맛있더라구요. 오래있지는 못했지만 인테리어도 병원카페 같지않게 아늑하고 따스한 느낌이어서 좋았답니다 ♥️"
94_4_3,94_4,94,3,"일산차병원 1층 위치한 콘트란쉐리에 빵냄새에 저절로 가게 되네요ㅎ 검진기다리는중에 크로와상 4,500원 애플파이6,500원 오렌지자몽쥬스 7,500원 먹었는데 맛있어요. 단,가격이 착하진 않네요~~ 포장해간 햄치즈치아바타? 맛있었어요~"
94_4_4,94_4,94,4,빵 종류가 다른 지점보다 많진 않지만 맛있습니다. 몽마르뜨가 맛있네요. 커피도 아주 맛있습니다.
94_4_5,94_4,94,5,일산가면 카페라떼 꼭 마시고와요☕️ 먹물치아바타 퀸아망 좋아해서 브런치로 먹기도하고 브런치메뉴도 먹어봤는데 맛있었답니다! 치아바타 샌드위치👍
94_4_6,94_4,94,6,"콘트란쉐리에 처음 방문했어요❣️ 공간이 넓고 앉을 자리가 많아서 좋아요 빵 종류가 많은데 크로와상이랑 소금빵, 더블치즈 치아바타 파니니를 먹어봅니다 크로와상, 소금빵 맛있어요 더블치즈 치아바타 파니니가 제일 맛있어요 따뜻하게 데워줘서 치즈가 쭈욱 늘어나요 아메리카노도 맛있고 오렌지 자몽 쥬스는 시원해서 맛있어요 맛나게 먹고 잘 쉬었다 갑니다❣️"
94_4_7,94_4,94,7,자리없어 밖에 앉으려다 테이블 검정미세먼지 가득 .. 밖엔 도로가잇으니 그럴수잇다치지만.. 다시 안으로들어오니 내부테이블은 그나마 이정도ㅜ 아침에 닦으신다는데 이건 매일 닦앗다고 볼수없는듯요.. 테이블 관리 주기적으로 하셔야될듯요 이런집두 잇네요🤔🤔
94_4_8,94_4,94,8,오랜만에 빵치하러. 여전히 사람많고 여전히 빵 맛있고 여전히 따뜻함이 느껴지지 않고.
94_4_9,94_4,94,9,오랜만에 🍞 가격은 있지만 맛은 언제나 굿.
94_4_10,94_4,94,10,차병원 진료 갈 때마다 들리는데 커피도 빵도 맛있어서 너무 좋아요. 병원진료 전이라 또는 마치고 가기 전에 간단히 먹기도 좋고 무엇보다 빵 종류가 많아서 좋습니다^^
94_4_11,94_4,94,11,맛있고 다 좋은데 말하면 대답이라도 좀 하는 직원 서비스 교육은 필요할 듯
94_4_12,94_4,94,12,오늘은 시간이 늦어서 그런지 매장이 한산해서 커피한잔의 여유 즐기기 딱 좋네 대신 빵이 거의 다 나가고 없다 ㅋ
94_4_13,94_4,94,13,병원1층에 있지만 매장은 대로변과 연결되서 외부까지 연결 됩니다. 야외테라스도 좋고 매장 테이블 간격도 편안합니다. 제가 가 본 콘트란쉐리에 중 빵 종류가 가장 많았어요.
94_4_14,94_4,94,14,"오전 9시경 방문했어요. 차를 가지고 방문한터라 주차를 하기위해 지하주차장을 이용했습니다. 지하2층은 하역장, 지하3층은 발렛이라 지하4층부터 이용가능했습니다.(병원 주차장에 발렛 있는건 처음보네요..?^_^) 출입구 통로가 좁으니 운전에 유의하시는게 좋을 것 같어요.  빵 종류는 많으나 제가 오픈한지 얼마되지 않아서 많은 빵은 없었어요. 그래서 뺑오쇼콜라와 크로와상을 구매했고 집에서 커피와 맛있게 먹었어요. 비록 저는 포장했지만, 매장에서 커피와 브런치를 드시는 분들도 많았어요!!  2만원이하는 1시간, 2만원이상은 2시간 주차지원이 있습니다."
94_4_15,94_4,94,15,브런치 메뉴가 가성비 좋아요 빵도 맛있어요 🥖🍞🥪
94_4_16,94_4,94,16,빵이 맛있어서 자주이용하는곳입니다 근데 가면갈수록 기분이항상 좋지않아요 매장 이용을한땐 항상 지저분 합니다 컵에 립스틱자국도있고 테이블에도 정리안되있고 여러번바까 달라말을하다 빵만 포장을해가는데 집게를 소독하닌깐 가져와 달라고 언성을 높이시던데 소독하시는게 맞으신건지? 항상 더럽던데 그렇게 손님한테 언성 높이시면서 말씀 하시는거는 굉장히 불쾌합니다 먼저 청결유지해지고 말씀 해주시면서 좋을것같네요
94_4_17,94_4,94,17,
94_4_18,94_4,94,18,맛있게 잘 먹었습니다
94_4_19,94_4,94,19,카사바라는 빵을 샀는데 타피오카로 쫀쫀해서 먹는 재미가 있어요.
94_4_20,94_4,94,20,맛있어요~ 항상 이 빵을 픽해서 먹게되요
94_4_21,94_4,94,21,커피 양이 넉넉해서 좋고 플레인 치아바타 맛나네요
94_4_22,94_4,94,22,빵이 아주 맛있어요. 다양한 종류의 빵이 있어서 골라 먹기 좋았어요
94_4_23,94_4,94,23,특별한건 없는데 빵값이 어마무시하다 제일싼게 4천원 비싼건 9천원
94_4_24,94_4,94,24,🥐 빵 진짜 맛있어요!! 🪑넓고 쾌적한 카페
94_4_25,94_4,94,25,음식이 맛있어요
94_4_26,94_4,94,26,싸게 구매했어요 많이바세요
94_4_27,94_4,94,27,풀바셋 가려다 또 버터향 솔솔...자동으로 몸이 이쪽으로 가고있음 차병원만 가면 뭐에 홀린듯이...왜그러죵
94_4_28,94_4,94,28,맛있게 잘 먹었습니다
94_4_29,94_4,94,29,치아바타 소금빵 라우겐 무화과빵 다 맛있어요
94_4_30,94_4,94,30,"라우겐은 버터라우겐인지 알고 샀는데 그냥 라우겐이었고, 후기에서 맛있다해서 산건데 별로였어요. 제 스탈 아니에서 먹다 반 버림.. 까눌레는 생각보다 더 딱딱했구.. 베이커리는 실패지만 오트라떼는 나쁘지 않았어요. 블루베리케이크 맛있었는데 아쉽게 조각으로는 안파네요(사실 이 블베케이크 조각으로 먹으려고 찾아감;) 주차는 가능한데 차병원이랑 같이 사용해서그런지 자리가 넉넉하지 않아요"
94_5_1,94_5,94,1,버디패스로 저녁 마다 커피 저렴하게 마시네요~ 직원분들 너무 친절 합니다!
94_5_2,94_5,94,2,"지인에게 받은 쿠폰 썼다. 매장이 아주 크지도 않고 인테리어가 예쁘지는 않은데, 번화가 길가에 있어서 손님이 많은 것 같다. 다른 곳의 스타벅스 매장과 달리 커피의 물맛이 좋지 않아서 의아했다. 별로 다시 가고 싶지 않은 곳이다..."
94_5_3,94_5,94,3,커피도 맛있고 넖어서 자주 이용하고 있습니다
94_5_4,94_5,94,4,직원분들도 친절하고 음료도 맛있어요~ 새로나온 음료 자몽망고코코넛블렌디드 먹었는데 망고랑 코코넛 맛이 강하네요~ 🥥 맛있어요~
94_5_5,94_5,94,5,남편이랑 근처에서 주일예배 마치고 점심 먹고 커피 한 잔씩 마시러 들렀어요^^
94_5_6,94_5,94,6,잘 마시고 갑니다ㅎㅎ
94_5_7,94_5,94,7,간만에 스벅_~~.점심시간에는 항상 사람이 많아 대기순이 길었는데. 오늘은 괜찮았네~~**
94_5_8,94_5,94,8,사춘기 딸래미 머리 매직펌 하는 세 시간 동안 남편이랑 둘이서 방문. 남편은 오늘의 커피. <#트리뷰트_블렌드> 저는 겨울내내 부터 꽂힌 <#유자_민트티>
94_5_9,94_5,94,9,커피가 앗있어요
94_5_10,94_5,94,10,좋아요. 딜리버스..생각보다 편하군요
94_5_11,94_5,94,11,샌드위치가 진짜 맛있습니다
94_5_12,94_5,94,12,음료도 맛있고 인테리어가 세련되고 깔끔해요
94_5_13,94_5,94,13,여름엔 아이스커피 입니다
94_5_14,94_5,94,14,따뜻한 스벅에 커피 마시러 왔어요❣️ 따뜻한 디카페인아메리카노엔 얼음 조금 넣어서 마시면 넘 맛있어요☕️ 뱅쇼도 마셔요😊 새콤달콤하고 스파이시한 향이 넘 좋아요❣️ 편히 잘 쉬었다가 갑니다💕
94_5_15,94_5,94,15,추워서 따뜻한 거로 먹었어요~ 직원분들 너무 친절 하십니다!
94_5_16,94_5,94,16,친절하시고 음료 맛있어요
94_5_17,94_5,94,17,직원분들 너무 친절하십니다!^^
94_5_18,94_5,94,18,직원분들 친절 하고 커피도 맛있어요~
94_5_19,94_5,94,19,친절하세요
94_5_20,94_5,94,20,좋아요
94_5_21,94_5,94,21,선물받은 쿠폰으로 행사기간인줄 몰랐는데 운좋게 행사상품도 받고 맛난음료 잘 마셨어요 감사합니다💚
94_5_22,94_5,94,22,여긴 오늘 정말 조용하고 공부하는분위기다 1인손님이 유독 많은것같네 지인이랑 같이온 우리같은사람 조용히 얘기하다간다
94_5_23,94_5,94,23,"별다방 매니아인 아들래미 부탁으로 주일예배를 마치고 바로 근처 스벅으로 갔어요.  2시 부터 이벤트 시작인데 50분 되니까 줄이 쫘악~~~ 이 날은 핑크 리유저블 컵이 1개당 ₩1,500원씩 + 딸기라떼 세트로 47개 준비되어 있다더라구요.  4식구가 1컵씩 이쁘게 들고 마셨어요^^"
94_5_24,94_5,94,24,직원분들 너무 친절하세요~^^
94_5_25,94_5,94,25,슈크림 말차 라떼 짱 맛나요~^^ 직원분들 넘 친절해서 좋습니다!!!
94_5_26,94_5,94,26,위치 좋아요
94_5_27,94_5,94,27,직원분들 친절하고 커피도 맛있어요~^^
94_5_28,94_5,94,28,직원분들 너무 친절 합니다~
94_5_29,94_5,94,29,직원분들 친절해서 좋아요~^^
94_5_30,94_5,94,30,쿠폰 사용 완료
94_6_1,94_6,94,1,또 다른 동화 속으로 들어가는 듯 🍃 너무 사랑스런 3공장 ❤️ 바스크치즈케이크로 도장 찍다가 요즘은 🥭 망고쇼트케이크랑 소금빵 먹으러 자주 가는 일산 👍 디저트 맛집입니다. 소금빵으로 만든 메이플 크러스트! 완전 또 다른 매력 있는 디저트가 준비중이라고 하시는데요. 빠삭하고 달콤한 것이 💕 커피와 먹으니 너무 맛있었어요.
94_6_2,94_6,94,2,"이 동네 골목, 애정하는 3공장 ♡ 여름의 망고는 사랑이죠✨🥭✨ 망고케이크가 나왔다고해서 바로 들렀어요~ 없을까봐 조마조마 했는데 다행히 남아있어서 한 조각은 먹고 한 조각은 또 싸왔답니다☺️🎁💛 저번에 갔을땐 손님들 꽉차있어서 여백의 미를 못즐겼는데, 평일 이시간즈음가니 다행히 홀이 조금 비어있어서 오늘은 인테리어도 눈으로 즐겼어요~ 얼마전부터 유럽미장이 대세인데! 유럽미장인건가요?! 포근한 그레이와 브라운 원목이 조화가 좋으네요😌🫧☁️ 3공장 밀크티는 처음마셔봤는데 달달한 망고크림케이크에 맞춰서 단맛도 조절해주셨어요^^👍 넘 맛있어요~ 망고케이크는 망고는 물론 넘 사르륵녹고~ 안쪽에 크림까지 망고맛이 진하게 베어있어 먹는데 끝까지 향좋게 즐겼어요~ 또갈게요^^🏡"
94_6_3,94_6,94,3,"넘 더운 날씨와 휴가가 겹쳐 오랫만에 한산한 3공장이지만, 우리 멤버들은 충성 고객,,, 골고루 맛본 휘낭시에지만 카라멜피칸이 내 입맛엔 젤 맞는듯, 서비스로 이것저것 맛보라 주심에 감사감사♡"
94_6_4,94_6,94,4,여직원 소개루 방문한 3공장! 아아두 맛있었지만 전문점답게 휘낭시에두 맛났다. 담엔 다른 종류의 휘낭시에와 조각케잌두 맛보구 싶다.
94_6_5,94_6,94,5,"일산 ❤️ 휘낭시에 전문점, 분위기 맛집 3공장인데요. '망고쇼트케이크' 대박입니다 👍 👍 👍 포레누아, 바스크치즈케이크, 소금빵도 추천하고요. 이번에 새로 나온 망고쇼트케이크도 꼭 드셔보세요. 정말 입안에서 살살 녹아 없어집니다. 바로 홀케이크 주문각이에요."
94_6_6,94_6,94,6,디저트 특별하고 너무 맛있어요. 다시 한번 방문하고 싶어요. 마감시간 임박했지만 대화하기 넓고 너무 좋아서 일찍 매장이 닫아서 아쉬웠어요. 소금빵은 1개 시켰더니 추가로 더 주셔서 맛있게 먹었습니다~~생체리 올라간 케이크가 특히 맛도리에요~~
94_6_7,94_6,94,7,이마트 옆 휘낭시에 파는곳 생겼네요 가격도 착하고 맛도있네요 음악도 좋고 인테리어도 앤틱한 분위기 좋네요 아이스커피 넘 맛있네요 1층 주차도 되구 맛집이네요~~~^^
94_6_8,94_6,94,8,깔끔하고 정갈한 분위기 입니다. 주차하기도 편하고 케잌도 맛있어요.
94_6_9,94_6,94,9,휘낭시에와 케이크만 주로 주문했었는데 여기 파운드도 완전 대박이네요 너무 기름지거나 푸석하지 않은 딱 우리가 아는 파운드의 정석이랄까 완벽한 식감에 감탄하면서 역시 3공장 is 뭔들~ 아주 아담했던 시즌 1매장부터 마구마구 애정하던 곳인데 시즌 3매장 준비로 계속 휴무중이네요 매장 확장 후 새로운 3공장 진짜 많이 기대돼요 빨리 재오픈하시길 바래봅니다
94_6_10,94_6,94,10,"애정하는 카페에요! 종종 선물할곳있을때 포장해서 선물하기도하고, 케이크도 생일때마다 이용해봤는데 늘 만족하는곳!!"
94_6_11,94_6,94,11,"크리스마스 같이 아늑한 인테리어  체리포레누아 딸기생크림케이크 맛있음 크림 맛이 좋다 주르르 무너지지않아 좋았다  휘낭시에도 맛있고 재료의 조합이 좋았다 박스 포장도 선물하기 좋다 약간 꾸덕한 식감  밀크티 맛있었다 밍밍하지 않아 좋은 맛  레몬마들렌 맛있다 추천! 겉에 아이싱이 얇은데도 바삭하고 레몬향이 잘 느껴졌다  셀프코너에 따뜻한 물 구비해둔 곳은 못 봤는데 센스가 느껴짐  좌석은 2인,4인 좌석이 있다  화장실은 건물 내 화장실이지만 카페에서 관리하시는 듯 하다  전메뉴 먹어보고싶은 카페"
94_6_12,94_6,94,12,가오픈 한다는 소식에 후다닥 방문했어요... 오랜만에 먹었는데도 감동적인 맛입니다....
94_6_13,94_6,94,13,회사지인들에게 선물주기 딱이라 ~ 그래도 저는 소큼빵이 👍 최고ㅎㅎ
94_6_14,94_6,94,14,아는 배우분께 선물해주려고 방문했어요! 휘낭시에는 역시나 예쁘고 맛있네요ㅎㅎ 일산 휘낭시에 맛집은 3공장이 최고 아닐까 싶어욘ㅎㅎ
94_6_15,94_6,94,15,맛있는 구움과자들과 디저트•케이크와 함께 편안하고 아늑하게 쉬다갈 수 있는 백석동 12블럭 우리동네 골목카페✨🎄✨ 크리스마스 분위기 물씬내며🎄 3공장 공간이 더 따스하게 크리스마스 준비를 완벽하게 끝맞쳤네요☺️ 오랜만에 갔는데 오늘도 잘 쉬다갑니당🌟오늘은 •파리브레스트 [Paris- Brest] & 와인 무화과휘낭시에와 함께 따땃한 카푸치노를 마셨는데~ 갑작스레 다가온 추위를 녹이고~ 2024 마지막 가을을 보내고~ 겨울을 맞이하는 기분을 낼 수 있었어요☺️☃️🎄 캬라멜향이 저는 뭔가 추억의 달고나도 생각나는 맛이었네요~ 밖에 마주보며 대화나누고있는 두곰돌이 넘 귀여워요ㅎㅎ^^🧡🐻🐻🧡 3공장 merry christmas입니당🎄🌟🎄
94_6_16,94_6,94,16,커피도 디저트도 정말 맛있어요👍👍👍 사장님도 친절하시고 케익이랑 피낭시에도 예술입니다. 좋은재료 사용해서 만드신거라 아이 먹이기에도 좋아요. 강추!!😍
94_6_17,94_6,94,17,"음료가 맛있고, 대화하기 좋았어요^^"
94_6_18,94_6,94,18,디저트맛집이에요. 첫 방문이엇는데 구움과자랑 빵이랑 엄청 맛낫어요~~
