reviewid,storeid,searchid,reviewidx,reviewtxt
95_2_20,95_2,95,20,"가로수길에 있는 샤브더차린 최고네요
샤브샤브 무한리필 맛집이긴 하지만 이건 완전 잘나오는 뷔페집이네요. 셀프바에 피자, 치킨, 누룽지탕도 다 맛있고, 아이스크림, 디저트 없는게 없어요. 고기 질도 좋고 살다살다 한시간 넘게 먹부림하다 온것도 첨이네요.ㅎㅎ 완전 잘먹었어요. 주차도 편하고 매장도 대박 크고 완전 강추입니다!"
95_2_21,95_2,95,21,"샤브샤브 무한리필집이라는 수식어에 맞지않게 고기질이 너~~무좋아요!
우리가 가져오는 스타일이 아닌 요청드리면 바로 썰어서 가져다 주셔서 신선도며 질이 더 좋은 것 같아요!!

제 기준 고양시 샤브샤브 무한리필 원탑입니다
자주갈게요~"
95_2_22,95_2,95,22,제가 가본 샤브샤브집중에서 최고라고 할수 있을정도로 맛과 분위기 서비스 모든면에서 최고였어요.. 셀프바 구색만 갖춘게 아니라 먹을게 정말 많아서 애슐리 부럽지않을정도였습니다.ㅎㅎ 거기다가 샤브샤브 고기 무한이라니! 가족식사로 샤브샤브고기 무한 제대로 즐기고 가네요. 다음에도 가족식사나 모임있으면 가장 1순위로 이곳이 생각날것 같네요. 정말 잘먹었습니다:)👍
95_2_23,95_2,95,23,"맛있는 샤브샤브 맘껏 먹을 수 있는 곳이에요.
고기는 척아이롤 부위가 맛있구요~
무한리필!!!!

치킨이나 그외에 부폐음식 떡볶이나 연탄불고기, 김말이, 감자튀김 등등등 있는데 아이가 넘 좋아하네요~

재방문의사 있어요!
아이가 좋아해요!"
95_2_24,95_2,95,24,"건물 지하 주차 편리해요.
매장이 환하면서 세련되고 깔끔한게 분위기도 넘 좋아요.

창가쪽 뷰도 좋네요.

잘 차려진 뷔페 음식 재료들 신선하고 후식까지 맛있게 잘 즐기고 갑니다."
95_2_25,95_2,95,25,우리 동네 일산에 신규 오픈한 아주아주 맛있는 샤브샤브 샐러드바 전문점이에요 😋 주변에서 맛있다고 해서 방문했는데요 역시 좋았어요 🎂 양이 많은것 뿐만 아니라 다양한 고기 야채 채소가 있어 좋았어여 🥩 샐러드 바도 있는데요 종류가 웬만한 뷔페 만큼 종류도 많고 맛도 좋았답니다 🎊 또 올께요 🍍
95_2_26,95_2,95,26,"정말 맛있게 먹었어요🍀💙
매장도 쾌적하니 되게 넓었고 직원분들도 친절하셔서 좋았어요!
그리고 음식도 알찬데 맛있었고, 고기 질이 되게 좋더라구용 야채들 하나하나 신선하게 손질해놓으셔서 먹을 때 부담이 없었고 육수가 자극적이지 않은 맛있음이었습니당
죽까지 먹고 배 두드리면서 담에 또 와야겠넹 이라고 말했던 곳이에용ㅋㅋㅋ"
95_2_27,95_2,95,27,"일산 가로수길에 새로 생긴 샤브샤브 맛집 샤브 the차린.
무한리필바에 야채와 피자, 튀김, 과일, 아이스크림, 파스타 등 다양한 먹거리가 있었어요!
메뉴에 고기 무제한도 있어서 많이 드시고 싶은 분들은 이 메뉴로 드시면 될 것 같아요 ㅎㅎ
매장은 깔끔하고 넓어요~가족모임이나 식사모임 해도 좋을 거 같아요!!"
95_2_28,95_2,95,28,"매장 너무 깔끔하고 넓어서 좋아요~~
음식들도 다 맛있고 유아의자 식기 넉넉하게 있어서 잘 사용했어요👍🏻😊"
95_2_29,95_2,95,29,너무 친절하고 음식도 맛있어요.
95_2_30,95_2,95,30,"진짜 사장님 쵝오...♥️
부모님 모시고 왔는데 !! 다음주도 또오고싶네요!!"
95_3_1,95_3,95,1,"올해는 예년보다 더덥다.. 보양식 안챙겨 먹으면 큰일날것같아

부랴부랴 부모님 모시고 방문..늦은 점심임에도 손님이 많다

기왕 먹을거 맛있는거 찾는거 보면 사람입맛 다 똑같나보다..

통통한장어 700도로 초벌해서 잡내는 없고 고소함은 곱절로

어찌나 통통한지 노릇하게 구워먹으니 올해도 걱정없네~

다가오는 초복때 다시와야겠다 ㅋㅋ"
95_3_2,95_3,95,2,"- 식사권을 받아 시식 후 작성 되었습니다
일산 덕이동 장어 먹으러 다녀왔어요 ~
한우도 함깨 파는 곳이라 몸보신 하기 딱입니다 !!
장어 정말 두툼하고 큼직해서 좋아요~~~
밑반찬도 많고 쌈채소에 당귀도 있어요 !! 생강이랑 조합이 최고입니다 >_<
장어탕 필수로 드세요~~ 맵지않고 걸쭉한 장어탕 !!
밥 말아서 후식으로 드시기에도 좋아요 ~
부모님 모시고 꼭 다시 가려해요~ 재방문 100% 입니다 !!"
95_3_3,95_3,95,3,"아이랑 같이 4인 가족으로 방문했어요.
초벌되어 나오고 가시도 없고 살이 부드러운데다가 바삭해서 아이들도 잘 먹었어요😊
샐러드바에 쌈채소랑 밑반찬 준비되어있구
서비스로 떡도 나오고!
매실차, 믹스커피까지
식사 후에도 깔끔하게 마무리했습니다🥰
일산에서 장어 맛집 찾으시면 추천드려요!"
95_3_4,95_3,95,4,"400석으로 단체모임가능한곳
일산에서가장싸고맛있는집
방송여러곳에타고 많은연예인들이방문한장어맛집
주차장도엄청넓어요
가족모임 단체모임가능해요
700도숯불에구워겉은바삭속은촉촉하니 맛있었어요
한약맛이좋은장어탕도좋았어요"
95_3_5,95_3,95,5,"일산 장어미식가에 지인과 함께 다녀왔습니다. 깔끔한 외관과 고급스러운 내부 분위기가 인상적이었고, 정말 많은 손님이 찾은 걸 보니 맛집이란 게 실감이 났습니다. 장어는 1차 초벌 후 숯불에 정성껏 구워내 육즙이 풍부하고 비린 맛 없이 담백했습니다. 특히 간장양념이 과하지 않고 장어 본연의 맛을 잘 살려 만족스러웠어요. 함께 나온 곁들임 반찬도 정갈했고, 장어탕은 진한 국물 맛이 일품이었습니다. 10년간 1백만명이 다녀갈 이유가 충분합니다."
95_3_6,95_3,95,6,"남편 생일겸 내일이 초복이라 장어 먹었어요
한우,소세지도 있어서 장어 안먹는 아이들 한테도 좋네요 근데 안먹던 아이도 먹게 만들었지만요
자리도 넓고 셀프바도 잘되있어서 좋네요.
다먹고 후식으로 메실차,커피도 마실수 있었어요."
95_3_7,95_3,95,7,"손님이 진짜 많은데 500석 넘게 있어서 대기가 거의 없고요. 주차공간 많아서 여유롭게 주차 가능해서 너무 좋아요.
여름이라 숯불때문에 덥기는 한데 그래도 불 들어 오기 전엔 진짜 쾌적하고 에어컨을 빵빵하게 틀어서 좋아요.
직접 냉장고에서 장어 상태보고 고르는 거 좋고요, 장어 초벌하고 잘라져서 나오니까 조금만 더 익혀 먹으면 되니 너무 편하고 맛있어요. 그리고 사진에는 없는데 통장어탕? 암튼 양도 많고 국물이 맑고 너무 맛있어서 밥 말아 먹기 최고!!! 진짜 장어가 들어 있어서 놀랬어요. 강추!!! 장어 구이도 잡내 일도 없어서 가족들이 완전 좋아해요. 무엇보다 직원분들이 너무 친절하세요. 매번 맛있게 드시라고 해주시고, 엄마가 당귀 잘 드시니까 더 챙겨다 주시더라고요.
가족들이 너무 만족해했어요."
95_3_8,95_3,95,8,"가성비 좋은 장어집이에요 👍🏻
5명이서 배부르게 먹었는데 20만원정도!
냉면도 정말 맛있슴미다ㅎㅎ 다음엔 애호박 장어탕도 먹어보려구용 히히"
95_3_9,95_3,95,9,"인테리어.맛.친절.규모.장어퀄리티
타의추종불허.
역대급 장어집입니다.특급칭찬합니다.
장어모임은 이곳입니다.강추.초벌되어나오니너무. 편하고 맛있어요."
95_3_10,95_3,95,10,반려견 동반 가능한데 섹션을 나눠서 서로 방해없이 식사가능한점 너무 좋습니다. 음식도 맛있어요
95_3_11,95_3,95,11,"장어가 살이 통통하고 실하니 정말 맛있어요~ 가족끼리갔는데 완전 보양식 먹고온 느낌이에요^^
장어탕도 기가막히고~ 직원분들이 친절해서 또오고싶어요ㅋㅋ"
95_3_12,95_3,95,12,"반려견 동반도 가능한 테라스도 있어요.
오동통 장어 초벌 후 숯불에 구워먹음 꿀맛이요.
가성비와 맛은 물론 넓은 주차장과 테이블로 각종 모임에 딱이에요
식사 후 다른 공간에서 카페처럼 커피로 마무리~"
95_3_13,95_3,95,13,"서울근처 일산파주로 라운딩하러갔다가 뒷풀이하기 좋은곳.
넓고 친절하고 장어맛나고 이보다 좋은곳없다 싶어요. 이번에 첨이었는데 자주 갈 곳이에요. 혹시 애견동반하시는분들 희소식~~전용 테라스 준비되어있어서 식사하기 좋아요."
95_3_14,95_3,95,14,일산서구 덕이동에 위치한 장어미식가. 지나다 보고 처음 가족 식사로 방문. 매장 규모가 생각보다 훨씬 큰데 그에 비함 넓음에도 주차장이 부족해보일 정도로 주말 많은 손님으로 북적거림. 냉장고에서 원하는 장어 골라 선불 지불- 초벌하고 갖다주는 시스템인데 초벌에 시간이 걸리니( 주문이 많을수록) 미리 넉넉히 고르거나 중간에 얼른 나가서 추가주문. 반찬종류도 많고 셀프 리필이라 편리.된장찌게만 추가했는데 냉면도 보임. 매장이 워낙 바빠서 시끄러우나 거슬리지 않고 장어맛이 좋아서 만족스러운 식사. 상차림비 인당 4000원. 웻 에이징 한우도 팔고 반려동물 동반인 야외 테라스석도 있음
95_3_15,95_3,95,15,"정육점 같은 시스템으로 먹을 만큼의 장어를 먼저 구입하면 초벌해서 나오고 숯불에 구워서 먹는 곳인데 1인 식사도 가능합니다.
보통 저희 가족은 4인 식사에 장어+상차림비 까지해서 12~13만원 정도 나와요.
1인 3만원 정도면 푸짐하게 먹을수 있어서 가성비 좋습니다"
95_3_16,95_3,95,16,"들어가자마자 보이는 유명인 싸인이 가득해서 맛집이구나 했어요!! 장어는 말해 뭐해요 700도 숯불에서 초벌 된 장어라고해서 맛을 봤는데 겉바속촉 그 자체! 밑반찬도 하나하나 다 맛있고, 특히 누룽지탕은 장어 먹고 느끼해진 속을 싹 잡아줘서 완전 꿀조합!
친구들이랑, 연인이랑, 가족들이랑 다 같이 가기에도 좋을 것 같아요! 인생 장어 맛집 인정!"
95_3_17,95_3,95,17,"매장 규모가 정말 널찍한데 거의 꽉찰정도로
많은 사람들이 장어를 즐기고 있었어요👍

가족모임이 제일 많아보였고
신선해보이는 장어 큼직한데 가격이 착해서
가성비 넘 좋네요~😁

마지막 카페서 바로 내려주는 커피까지😘
한우도 함께 맛볼수 있고
단체모임 하기 좋은 일산장어맛집"
95_3_18,95_3,95,18,"일산 애견동반 가능한 장어 맛집 !!!!
날씨가 완전 봄날씨라 몸보신 하러 다녀왔어요~~
계절 넘어갈때 보양식을 꼭 먹어주는 편인데, 여긴 진짜 찐입니다!!! 장어집 셀프바 쌈채소에 당귀주는곳 처음이예요ㅡ 생강이랑 당귀 싸먹으면 최고임 ...
특대사이즈 두마리 2인분 인데, 장어 정말 실하죠? 크기가 장난 아녜요 두툼하고 손질이 잘 되어있어서 가시걱정 안하셔도 됩니다.
밥은 꼭 먹어야 해서 장어탕 주문했는데, 안했으면 어쩔뻔했어요~~ 밥말아서 한뚝빼기 뚝딱 @,@ 소주 한병 그냥 순삭했어요ㅡ
가격도 저렴해서 부담없는 금액으로 푸짐하게 몸보신 하고 갑니다. 다음엔 부모님 모시구 와야겠어요
재방문 의사 100% !!!"
95_3_19,95_3,95,19,"저번방문에는 샐러드,가래떡도 줬는데
이번엔없네요ㅠㅠ
장어맛이나 서비스는 좋아요 ㅎㅎ"
95_3_20,95_3,95,20,처음 간곳! 장어 맛 있네요. 냉면도 굿!
95_3_21,95_3,95,21,"반려동물동반으로 장어집 맛집 찾기가 힘들었는데 감사하게도 일산에 유명한 장어미식가가 울 강쥐도 데려갈수 있다해서 언넝 예약하고 가족들과 비를 뚫고 1시간을 달려갔네요~~~^^
주차공간도 넓고 테라스에 반려견동반 테이블이 구비되어있었는데 넓고 조용하니 맘이 편했어요 ㅎㅎㅎ
이미 손질되어있는 특대 장어 2인분이랑 장어 못먹는 막내아들래미를 위해서 등심과 부채살 그리고 새우살도 충분히 구매했네요~~~^^ 장어에 비해 한우는 가격이 좀 쎄더라구요 ㅋㅋㅋㅋㅋ 숯불에 초벌된 장어와 한우
올려서 구비된 정갈한 반찬들과 함께 저희 네식구 맛나게 폭풍 흡입했어용~~~어른들은 장어파~~~애들은 고기파~~~ㅎㅎㅎ 한우 두팩 더 사서 비빔국수랑 배터지게
먹었답니다~~~😁☺"
95_3_22,95_3,95,22,"2015년 3월 개업.
누적 방문객 100만명 달성 장어미식가.
오랜만에 장어 생각에 들러 푸짐하게 먹었습니다"
95_3_23,95_3,95,23,"유림이 가 장어 사준다고 결혼할 남친이랑 나랑 데리고
덕이동에 위치한 ""장어미식가""에 갔다.
장소가 너무 크고 넓으면서 저녁시간 이어서 사람들이 엄청많았다.먼저 들어가면서 장어2kg을 시키고(2kg90000원)
초벌구이해서 나오기까지 키오스크로 다른음식을 시키고 음료수도 시킨다음 장어가 나와서 유림이랑 남친이 계속구워주고 나는 먹기만 했다.양념되어있는 장어만 좋아했는데 이곳은 양념이 안되어있어도 너무 맛있어서 배부르게 잘먹은거 같다.
접시에 초벌되어 나올때는 너무 많아서 어떡하나 싶었는데
굽자마자 순식간에 먹은거같다.
요새 몸이 힘들었는데 장어를 먹으니 기운이 생긴거 같아서 좋았다."
95_3_24,95_3,95,24,남자친구랑 장어먹으러 방문했어요~~고양 장어맛집으로 유명하다고 했는데 장어가 진짜 실하고 국내산 풍천장어를 700도에 1차 초벌해서 나와요~찐맛있고 장어 먹은것중에 최고로 만족스러워서 부모님모시고 또 와야겠어요^^강추합니다♡♡
95_3_25,95_3,95,25,"상차림비가 아깝지 않은 깔끔하고 푸짐한 셀프바, 넓~고 깔끔한 매장, 저렴한 자포니카 장어에 소고기까지 즐길 수 있는 맛집입니다.
엄마 모시고 몸보신하려고 다녀왔는데 너무 좋아하셔서 뿌듯했어요 ㅎㅎ
장어 맛도 으뜸입니다!"
95_3_26,95_3,95,26,"장어가격도 착한편이고
장어식감이 아주 탱탱 쫄깃합니다
구워먹는 떡 추가도 무료이고
셀프바 구성도좋아요
당귀도있어 굿!"
95_3_27,95_3,95,27,"가성비짱 튼실한장어 넓은매장
완전강추하는집!"
95_3_28,95_3,95,28,"가족외식공간으로 너무 좋은 장어맛집!!
합리적인 가격과 퀄리티 좋은 장어가 있어 부모님 모시고 온가족 몸보신하기 좋은 곳이였어요^^
매장도 넓고 주차장도 편리해서 모임장소로도 👍"
