reviewid,storeid,searchid,reviewidx,reviewtxt
12_2_3,12_2,12,3,"소고기토마토샤브샤브랑 마라탕샤브 각각 먹었어요!
소스는 간장,땅콩🥜,칠리 세가지 있구, 다대기도 있어서 필요하면 넣을수 있어요~ 물은 작은컵 포장된것 주시는데 더마시려면 추가금있고 깍두기는 요청하면 주시는듯요😊
소고기토마토샤브샤브는 토마토향은 약간만 나고 훠궈집 토마토탕같이 진한 맛은 아닌데 짜지않고 담백?했어요. 마라탕샤브도 요청을 안해서 그런지 살짝 향나고 짜지않은 부담없이 먹을 수 있는 맛이었고요. 마라탕샤브에는 유부랑 두부면도 조금 나왔고 고기는 둘다 기름기없고 싱싱해서 만족했어요🥩
처음엔 양이 적어보였는데 면까지 먹으니 괜찮았어요!
남자분들은 고기나 죽 추가해야할 것 같아요😁"
12_2_4,12_2,12,4,"혼밥하기 좋아요~ 바 테이블 느낌이고 옆 손님과 바로 옆에 앉지만 혼밥하러 오는 손님이 많은거 같아서 괜찮아요.

다른건 안먹어봤는데 소고기샤브 맛있어요~"
12_2_5,12_2,12,5,1인샤브 깔끔하고 넘 좋아요!😋👍
12_2_6,12_2,12,6,"마지막 국수까지 알차게 먹어줍니다.
언제나 매번 맛있어요!
남편이랑 먹는 취향 같아 얼마나 다행인지...
착각할뻔 했는데,뭐 그래도 잘 맞춰주네요.
맛있게 국물까지 거의 다 마실뻔 하고 갑니다!"
12_2_7,12_2,12,7,맛나요
12_2_8,12_2,12,8,진짜 어제 먹었는데 오늘 또 먹으러 왔어요...마라샤브진짜 너무 맛있어요. 내일 또 먹고싶다🤤
12_2_9,12_2,12,9,친절하고 항상 맛있는 곳입니다
12_2_10,12_2,12,10,자리가 조금 불편한것빼고는 맛있습니다
12_2_11,12_2,12,11,"혼밥하기 좋아요.
얼큰한 국물에 적셔서 먹으니 부드럽고 촉촉하니 맛있어요."
12_2_12,12_2,12,12,좋아요
12_2_13,12_2,12,13,굿
12_2_14,12_2,12,14,알바 목소리가 너무 작아서 안들려요
12_2_15,12_2,12,15,"혼자 오는 사람 무시하는 것도 아니고, 옆에 널널한 바 있는데도 제가 그리고 그 자리에 앉겠다고 했는데도 굳이 굳이 사람 가득찬 바에 다른 손님 올려둔 가방 치워달라해서 그 자리 앉게 하더니, 저 바로 온 다른 손님들한텐 옆에 제가 처음 앉으려고 했던 바에 착석시키고..ㅎ

음식 먹으면서도 기분 나쁘고 왜 그렇게 안내하는지도 모르겠고 기분 나빠서 여기 다시 안 올 거 같아요!"
12_2_16,12_2,12,16,"마라탕샤브에 죽 추가 했어요
맛있고 배부르게 잘 먹었습니다👍🏻"
12_2_17,12_2,12,17,맛있게잘메었습니다 깍두기맛있어요 칼국수면은 아쉬워요
12_2_18,12_2,12,18,맛있어요. 죽 추가해서 먹으면 든든하고 좋아요
12_2_19,12_2,12,19,굿
12_2_20,12_2,12,20,좋아요
12_2_21,12_2,12,21,건강한 한끼 식시하기 좋아요.
12_2_22,12_2,12,22,"맛있어서 가기는 하는데 자리지정이 너무
심해요 손님이 없을때는 자유롭게 앉으면 되지
명령하는대로 앉자야됨 😡"
12_2_23,12_2,12,23,일하시는 분들이 시니컬합니다
12_2_24,12_2,12,24,굿
12_2_25,12_2,12,25,몇번째오는지 모르겠네요. 너무 맛있는 1인샤브샤브집입니다. 항상 기본육수로 먹는데 깔끔하고 좋아요! 양도 적당하고 직원분들도 친절해요👍
12_2_26,12_2,12,26,간단하게 먹기 좋습니다
12_2_27,12_2,12,27,좋아요
12_2_28,12_2,12,28,어쩜 이렇게 맛있을까요? 마라 좋아하는 사람이라면 환장할 맛🫠 영양죽은 꼭꼭 먹어주세요!! 마라러버들이라면 분명 좋아할 맛!
12_2_29,12_2,12,29,마라샤브 진짜 맛있어요
12_2_30,12_2,12,30,맛있어요! 혼밥하기 좋아요.
12_3_1,12_3,12,1,이곳의 장점은 청결하다는거.. 식당에서 가장 중요한게 청결이라 생각하는데 여긴 역전우동 점포중에서도 꽤 깨끗한 매장 중 하나같아요 ㅡ 맛도 괜찮구요
12_3_2,12_3,12,2,대가 초계면 맛있어요 겨자가 들어있어 잘 섞어먹어야함
12_3_3,12_3,12,3,"냉모밀에 사이드 돈까스 먹었습니다. 성인 남성이 딱 배불리 먹을 수 있는 양이고, 해당 구성에 만 원으로 가성비도 괜찮은 것 같습니다. 잘 먹고 갑니다~"
12_3_4,12_3,12,4,여러 메뉴중 갠적으로 역전우동의 시그니처라 생각하는 유린기돈까스 세트를 먹고 왔어요. 그냥 우동만 먹으면 간식 느낌이 나는데 유린기세트는 적당한 양으로 식사 한끼하기 충분합니다. 특히나 연신내 점은 학생들이 많이 이용하는 특성때문인지 근무자분들이 청결에 매우 신경쓰는 것이 보여 가급적 근처에 지나가면 자주가는 매장이기도 합니다.
12_3_5,12_3,12,5,"냠냠
가성비굿"
12_3_6,12_3,12,6,"혼밥하기도 좋고
가성비있게 식사하기 좋은곳 입니다."
12_3_7,12_3,12,7,"소고기덮밥 우동세트! 덮밥 넘 맛있었어요ㅎㅎ 세트 충분히 먹을줄 알았는데 양이 많네요~ 담에 맛있는 덮밥 또 먹어야지!
점심시간대 손님 꽉차는데 홀에서 자리안내해주셔서 편했어요~"
12_3_8,12_3,12,8,초계면 맛있어요
12_3_9,12_3,12,9,할인 찬스로 저렴하게 먹었어요
12_3_10,12_3,12,10,맛있게잘먹었습니다
12_3_11,12_3,12,11,야밤에 날씨가 쌀쌀할 때 우동 한그릇 땡기는 날이 있잖아요. 그럴 때 마다 와서 뜨끈하게 우동 먹을 수 있는 그런 곳입니다ㅎㅎ 가격도 착하고 부담없이 깔끔한 우동 맛이에요. 밤 늦게도 먹을 수 있다는게 정말 큰 장점입니다
12_3_12,12_3,12,12,맛있고 사장님 친절하세요! 가성비도 넘 좋아요
12_3_13,12_3,12,13,역전우동도 지점에 따라 맛이 다른데 연신내점은 학생들이 많이 가서인지 확실히 면발의 신선도가 틀려요. 그리고 이곳은 위생이 맘에 듭니다.
12_3_14,12_3,12,14,혼밥으로 후루룩하기 좋았음
12_3_15,12_3,12,15,잘 먹었습니다~
12_3_16,12_3,12,16,행사할때 가서 잘 먹었습니다
12_3_17,12_3,12,17,"얌얌얌얌~~
맛에 기복이 없어요~~~
음식 공장이 들어온 느낌."
12_3_18,12_3,12,18,"가끔갑니다.
냉모밀 조금 싱거워서 솔직히 아쉬워요,,,"
12_3_19,12_3,12,19,가성비는 역전우동
12_3_20,12_3,12,20,돈까스덮밥 맛있어요
12_3_21,12_3,12,21,저렴하게 잘 먹었습니다!
12_3_22,12_3,12,22,마음을 달래주는 곳
12_3_23,12_3,12,23,직원분이 친절해영.
12_3_24,12_3,12,24,지금 행사중이라 3천원!!!
12_3_25,12_3,12,25,혼밥하기 좋아요
12_3_26,12_3,12,26,돈가스덮밥 맛있습니다
12_3_27,12_3,12,27,
12_3_28,12_3,12,28,가성비가 좋습니다
12_3_29,12_3,12,29,너무너무좋아요 굿입니다 너무너무좋아요 굿입니다
12_3_30,12_3,12,30,정말오랜만에 갔는데 샤로운음식가성비로 즐길수있엇습니다.
12_4_1,12_4,12,1,"✔️ 모듬카츠 (등심+안심+새우)
✔️ 치즈카츠 단품 (2개 나와요!)

모듬카츠는 한 번에 다양한 맛을 볼 수 있어서 너무 좋았고
치즈카츠는 안에 치즈가 부드럽게 쭈욱~ 늘어나는데
전혀 느끼하지 않고 담백해서 계속 들어가더라고요ㅎㅎ

바삭하면서 속은 촉촉해서 진짜 만족스러운 식사였습니다!"
12_4_2,12_4,12,2,오랜만에 방문했는데 신메뉴가 생겨서 고민도 안하고 시켜먹었습니다. 숯불갈비카츠! 불향 가득한 갈비 맛입니다. 너무 신기하고 맛있어요 ㅎㅎㅎ 다른메뉴도 너무 맛있는 저의 연신내 최애 돈가스 집 입니다. 강추! 번창하세요~
12_4_3,12_4,12,3,"갈비가츠, 등심카츠, 카츠산도 시켰어요
등심카츠는 진짜 필수로 드셔야돼요 너무 맛있어요!
갈비가츠는 숯불향이 나서 너무 맛있고 갈비 살이 너무 잘 발라져서 너무 맛있고 편하게 먹었어요
담에 또 올게요😃😃"
12_4_4,12_4,12,4,"오랜만에 다온 카츠 왔는데 메뉴가 다 맛있어서 뭘 먹어야 되지? 고민했어요.^^ 그런 와중에 모든 걸 먹을 수 있는 모든 카츠 선택! 안심은 진짜 부드럽고 등심을 쫀득하고
새우의 다른 식감까지 느낄 수 있어 먹다가 소스를 다양하게 바꿔서 먹어도 되는데 그 맛도 다. 달라서 너무 좋았고 조금 느끼 할 때는 밑의 파를 조금 먹어주면 입맛이 갑자기 확 살아남 산뜻해져요~~
또 개혁"
12_4_5,12_4,12,5,"엄마랑 점심먹으려고 방문했는데
매장 인테리어가 따뜻해서 가정식같은 분위기에서 편안하게 식사할 수 있었습니다.

안심카츠와 치즈카츠 먹었는데
고기가 너무 부드럽고 잡내가 없어서
고기 잘 안드시는 저희 엄마도 맛있게 드셨습니다 ☺️

연신내맛집으로 추천합니다 👍"
12_4_6,12_4,12,6,올때마다 맛있게 먹고 있습니다ㅎ 양은 별로 안많아보일진 몰라도 고기가 두툼해서 저한테는 넘 배부르네요 밥도 부족하면 더 줍니다 항상 만족하면서 먹는 돈카츠 최애집이에용
12_4_7,12_4,12,7,"정말 너무 맛있게 먹었습니다 오랜만에 먹고싶엇던 돈까스 아쥬 맛잇게 먹어서 기분 좋아요
재방문의사 완전 있음🥹❣️👍🏻"
12_4_8,12_4,12,8,"오늘은 안심카츠 먹으러 왔어요.
언제나 맛있는 돈까스
다온카츠 최고에용:)"
12_4_9,12_4,12,9,"주말 점심 시간에 남자친구랑 방문했어요〰️〰️ 저는
안심카츠 먹었는데 먹어본곳중에 제일 부드러운거 같아요! 남자친구도 맛있다했어요 👍👍"
12_4_10,12_4,12,10,치즈카츠가 먹고싶을때면 다온카츠에 옵니다! 부드럽고 촉촉하고 넘 맛있어용🥰 갈비카츠도 질리지않고 양도 많아서 계속 먹게됩니댜🙆🏻‍♀️
12_4_11,12_4,12,11,저번이 우연히 먹었는데 너무 맛았어서 퇴근하고 또 왔어요 . 애들 줄라고 포장도 했어요! 존맛^^
12_4_12,12_4,12,12,"돈까스 맛있고 우동도 맛있어요!!!
바 테이블 있어서 혼밥 하기도 좋을 것 같고ㅎㅎ
하이볼도 있어서 한잔하기 딱 좋을 것 같아요~~"
12_4_13,12_4,12,13,연신내사는 친구가 맛있다고 추천해준 돈카츠집! 진짜로 고기가 두꺼운데도 부드럽고 튀김옷도 바삭한게 맛있었어요!
12_4_14,12_4,12,14,갈비카츠 들고 뼈 채 뜯어먹고 카츠에선 볼수 없는 색다른매력인데 너무 맛있어요 치즈카츠도 없으면 너무 서운할뻔 했구요 맛있게 잘먹었습니다
12_4_15,12_4,12,15,"연신내에서 돈까스 일등이라고 해서 찾아왔어요
직접 돈까스를 만드셔서 그런지 더 부드럽고 우동도 맛있어요!"
12_4_16,12_4,12,16,돈까스가 너무 맛있고 깔끔합니다. 자주 오는데 오늘도 잘먹겠습니다!
12_4_17,12_4,12,17,돈카츠 넘 부드럽고 맛있어요오오옹 두꺼운카츠를 좋아하는데 딱이에요ㅎ올때마다 넘 잘먹고 있습니다!
12_4_18,12_4,12,18,"제가 자주 오는 단골가게 중 하나!
오늘은 특등심카츠가 품절이라 등심카츠를 먹지만
등심카츠도 정말 맛있어요!!!

이번에 신규출시 한 사이드들이 꽤 있던데..
그중 장조림카츠? 반숙계란처럼 보여서 시켜봤어요!

맛은 말해모해 자주 오는 단골이랬죠?
자주 오는 이유가 무엇이겠나요ㅎㅎㅎ"
12_4_19,12_4,12,19,"늦은점심 먹으러왔어요~
역시~~내 최애 안심카츠♡♡
두툼한데 질기거나 퍽퍽하지 않아요~
육즙가득~부드럽게 식감이 좋아요~
~너무너무 맛있어요~
맛있게 잘먹고가요~"
12_4_20,12_4,12,20,전에 친구들이랑 먹고 너무 맛있어서 남자친구 데리고도 왔어요 ㅎㅎ 이 안심카츠 여덟조각이 배를 든든하게 채워준답니다 ㅠㅠ 진심 연신내에서 카츠 젤 잘하는거같아요 단골예정🩷
12_4_21,12_4,12,21,"맛있게 잘 먹었습니다
치즈랑 안심이 정말 맛있네욥

앞으로 자주 방문할게욥 감사합니당~!"
12_4_22,12_4,12,22,"고소하고 맛있어요
복분자 소금 대파 특제소스 다 맛있는데 파랑 먹는게 담백하고 좋아요.! 돈까스 먹다보면 기름져서 물리는데 여기는 그런거 없이 딱 적당해서 아주 좋았어요:)"
12_4_23,12_4,12,23,오늘만 n번째 방문이네요 ~!! 돈까스 먹고 싶으면 생각나는 곳이라 한달에 두세번은 오는거 같아요ㅎㅎ 음식도 질리지 않고 맛있어요 !!
12_4_24,12_4,12,24,특이한 메뉴가 있어서 왔는데 기대에 부흥하네요 숯불갈비 가츠 특이하고 불맛나고 맛있어요~ 국물도 맛있구요~
12_4_25,12_4,12,25,"갈비카츠,특등심,우동 먹고왔어요!! 갈비카츠 궁금해서 먹어봤는데 처음에 숯불향이 나고 진짜 딱 갈비 맛이에요!!
우동시킬때 나온 안심카츠와 특등심은 당연히 너무 맛있고!! 우동도 맛있어용!!!"
12_4_26,12_4,12,26,"날씨도 좋아서 걷다가 우연히 들어왔는데 오랜만에 아주 맛난 돈카츠를 먹었습니다 ㅎ
치즈카츠를 별도로 주문할 수 있는것도 좋았고 갈비카츠는 비주얼이 특히 인상적이었어요 ㅎ
모듬카츠가 이래저래 구성이 알차서 좋은 선택인것 같습니다"
12_4_27,12_4,12,27,연신내 돈까스 맛집 올때마다 오게되는 마성의 맛집이예요
12_4_28,12_4,12,28,연신내 대표 돈까스 맛집다워요 ~ 정말 맛있고 메뉴 구성이 알차서 좋아요! 깨끗하고 혼밥 하기에도 좋을 것 같아요 다음에 또 오겠습니다! ☺️
12_4_29,12_4,12,29,말해뭐해~ 연신내 유명한 맛집이죵!! 치즈카츠 안심카츠 둘다 부드럽고 안느끼해서 넘 맛있어요!! 직원분도 친절하시고 매장도 차분해서 밥먹기 좋았습니다🥰 최고!!
12_4_30,12_4,12,30,"갈비카츠라니~~~🥩 이런 신박한 메뉴 너무 좋아요
비주얼 폭룡적인데 맛도 최고입니다!!!
어떻게 진짜 갈비 맛이 나..? 가깝다면 매일 오고싶어요"
12_5_1,12_5,12,1,사장님이 친절하시고 음식도 맛있어요!!
12_5_2,12_5,12,2,새벽에 일끝나고 와서 남친하고 같이 밥 먹으러 와봤는데 매장 정말 깨끗하고 오전 5시즘 조금 지나서왔는데도 열려있네요!! 직원분들도 너무 친절하시고 좋았어용
12_5_3,12_5,12,3,24시간 매장에 음식도 매우 빨리나오고 사장님도 넘 친절하셔서 자주 이용합니다! 쌀국수를 좋아하는데 근처 쌀국수집은 일찍 닫아 아쉬운데 이곳은 쌀국수도 맛있어서 종종 쌀국수 생각나는 늦은 저녁에 먹어요😋 오래오래 장사해주세요🩷
12_5_4,12_5,12,4,주말에 덥고 입맛도 없어서 시원한 음식 먹고 싶어서 나왔는데요 다른 메뉴도 눈에 띄여 맛있게 먹었어요~~ 음식도 빨리나오고 매장도 시원해서 자주 오고 있어요~~
12_5_5,12_5,12,5,"24시라 조아요!!
새벽에 치즈돈까스 땡길때 연신내 구포국수!!😘👍🏻"
12_5_6,12_5,12,6,"저녁에 배고파서 방문한 구포국수! 매장도 넓고, 음식도 맛있고 친절했을 아이들과 자주 방문하는 곳에이에요! 더워져서 시키는게 밀면 넘 맛있네요!"
12_5_7,12_5,12,7,매장도 늦게까지 하셔서 종종 방문하기도 편하고 언제 먹어도 맛있어요!😋👍
12_5_8,12_5,12,8,"콩국수,늘먹던크래미김밥등
오늘도 맛있게잘먹었습니다"
12_5_9,12_5,12,9,"무더운날콩국수시원하게,김밥맛있게잘먹었습니다"
12_5_10,12_5,12,10,"늦은밤 아이들 공부끝나고 야식먹으러 갔어요. 비빔국수, 멸치국수와 튀김만두, 떡볶이도 못 참고 먹어버렸어요. 제 입에 짜기는 한데 그래도 맛있게 먹었습니다~^^"
12_5_11,12_5,12,11,정말 맛있는 한 끼였어요!!!!! 늦은 시간 야식이라서 한그릇 시켜서 둘이 나눠먹었는데도 부족함이 없었고(곱배기이긴 했어요) 국물이 정말 끝내줍니다 🤤.. 또 올 것 같아요!!!!
12_5_12,12_5,12,12,"매장 넓어서 좋아용
가격도 착하구 양도 많구 넘 맛있어요 !!"
12_5_13,12_5,12,13,맛있어요.비빔돈까스라는거 시켰는데 비빔면 소스 야채가 올라간거네요 친구 비빔면도 맛있었어요
12_5_14,12_5,12,14,새벽에 치즈돈까스 땡길때 🫣👍🏻👍🏻
12_5_15,12_5,12,15,고추만두가 맛있고 물밀면 시원해요
12_5_16,12_5,12,16,"올해첫콩국수
맛있게잘먹었습니다"
12_5_17,12_5,12,17,사장님도 친절하시고 돈까스 맛있어욤!!🫣👍🏻👍🏻
12_5_18,12_5,12,18,"키토김밥 포장?? 이미 해논 김밥 주네 꼬마김밥도 아침 6시쯤 갔는데 준비된 김밥을..... 우린 기다릴수 있어요 당연히
주인양반 어떻거 생각하세요 최소한 즉석요리를 제시해주어야 하지읺나요 김밥인데 자기 자식 먹거리면 ,,,,,.밥이 말라 결국 못 먹었네요"
12_5_19,12_5,12,19,"새로 꺼낸 가위로 양념없는 물냉면 자르고 난 뒤 발견..
가위를 아예 안씻고 그대로 가위통에 넣어두셨네요.. 누가 먹던, 어떤 음식에 담갔던 식기일지 모르는데 위생관리좀 잘 해주세요. 단골인데 속상하네요"
12_5_20,12_5,12,20,"12시 넘어서 출출할때 자주 오게되는 구포국수!
연신내 맛집이예요! 항상 맛있게 먹고갑니다ㅎㅎ"
12_5_21,12_5,12,21,처음 방문하는데 깨끗하고 맛있어요!
12_5_22,12_5,12,22,가성비 적당하니..음식이 맛있어요
12_5_23,12_5,12,23,날씨가 너무 더웠는데 밀면 먹으면서 시원하게 점심 먹었습니다… 김밥도 너무 맛있고 양도 많아서 가성비도 좋아요!!
12_5_24,12_5,12,24,웨이팅 없이 바로 입장해서 편했습니다. 매장도 넓고 자리도 많고 사장님도 친절하세요. 다이어터에게 좋은 키토김밥도 판매해서 너무 좋았답니다. 메뉴 가짓수도 많아서 골라먹는 재미가 있고 24시간 영업이라서 너무 좋아요 :)
12_5_25,12_5,12,25,"며칠사이 키토마요김밥이 5,500원에서 6,200원으로 껑충 가격이 올랐네요 간은 딱이고 맛있어요
근데 쿠팡가격은 6,000원 ㅠㅠ 일부러 가서 포장했는데 쿠팡으로 시킬껄 그랬네요"
12_5_26,12_5,12,26,또 방문했습니다!!! 너무 맛있어요✌️
12_5_27,12_5,12,27,김밥 맛있고. 국수도 종류 많음. 음식이 빨리 나와서 급할때 머끼도 좋아요
12_5_28,12_5,12,28,저녁에 먹기 한가하고 아주 좋아요 너무 맛있습니다!!
12_5_29,12_5,12,29,"전에 배달로 먹어보고 맛있어서
지나가는 길에 포장했어요
구성이 좋아요!"
12_5_30,12_5,12,30,키토김밥 맛있어요 근데 넘 비싸고 미리 만들어놔서 ㅠㅠ
12_6_1,12_6,12,1,"배고파서 허겁지겁 먹다보니 사진을 먹다가 찍었네요. 여름에 밥하기 싫을 때 후딱 가서 먹으면 아주 편하고 좋아요. 비법 고추장 넣어 비벼 먹으면 고소하고 건강한 한끼 해결할 수 있어요. 점심시간이라서 바쁘실 텐데 사장님, 일하시는 분들 다들 친절하십니다."
12_6_2,12_6,12,2,"아내랑 점심식사하러 왔어요.
음식이 정갈하고 맛있어요.
서비스도 좋으시고 음식도 맛나고 정말 좋아요.
강추합니다."
12_6_3,12_6,12,3,건강하고 깔끔한 식사를 하고 싶을때 가는곳입니다. 사장님도 친절하셔서 좋구요...*^^*
12_6_4,12_6,12,4,"음식이 정말 깔끔하고
기본에 충실한 비빔밥입니다.
친절하게 잘 응대해주십니다!"
12_6_5,12_6,12,5,"불고기비빔밥 맛있어요~
항상 친절하시고..
맛있는 비빔밥 만들어주셔서 정말 감사합니다 :)"
12_6_6,12_6,12,6,"늘 맛있어요!
잘먹고 갑니다~"
12_6_7,12_6,12,7,"돌솥야채비빔밥 # 은평구맛집
#응암동맛집 #이마트맛집 인증합니다"
12_6_8,12_6,12,8,"익힌 나물로 만든 비빔밥이라..
6살 아이가 잘 먹고 정말 좋아합니다.
친절한 사장님과 친절한 주방 이모님...
항상 맛있는 음식 만들어 주셔서 감사합니다 :)"
12_6_9,12_6,12,9,"이마트 옆 맛있는 밥집입니다🫶
항상 변함없이 맛있습니다~~최고예요👍👍"
12_6_10,12_6,12,10,"이모님들도 너무 친절하시고 비빔밥이
너무 너무 맛있어요 대박나세요~~~~😀"
12_6_11,12_6,12,11,"맛있게 잘 먹었습니다!
친절하십니다!"
12_6_12,12_6,12,12,돌섵비빔밥 종류도 다양하고 맛있어요
12_6_13,12_6,12,13,직원분들 친절하시고 음식도 맛있어요 😁👍🏻
12_6_14,12_6,12,14,너무 맛있어요❤️
12_6_15,12_6,12,15,"불고기 비빔밥 정말 맛있어요.
아이도 좋아하는 비빔밥이에요.
항상 감사합니다."
12_6_16,12_6,12,16,"비빔밥 맛집이예요
아이 메뉴도 있어서 좋아요👍
떡갈비도 맛있어요!"
12_6_17,12_6,12,17,오늘도 감사히 잘먹었네요! 최고!
12_6_18,12_6,12,18,"오랜만에 방문했는데, 여전히 가격도 너무 가성비 있고 정말 맛있었습니다!! 항상 친절하게 반겨주셔서 따듯한 식사를 할 수 있었어요!! 응암동 최애 맛집입니다🥰"
12_6_19,12_6,12,19,매장 들어가자마자 나는 고소한 냄새가 너무 좋았어요 요즘 이런 비빔밥 집이 별로 없는데 맛있게 먹을 수 있었네요 양도 많아요!
12_6_20,12_6,12,20,사장님도 넘 친절하시구 진짜 ㅜㅜㅜ 응암동에 숨겨진 맛집이에오 ㄹㅎㅎㅎ
12_6_21,12_6,12,21,항상 오는곳이예요 맛나요
12_6_22,12_6,12,22,매장도 음식도 깔끔해서 좋아요. 계란도 감사합니다~!!!*^^*
12_6_23,12_6,12,23,비빔밥 먹고싶으면 항상 오는곳!👍 맛있습니다~!
12_6_24,12_6,12,24,"첫 방문 , 나물비빔밥이랑 순두부찌개 주문

둘 다 맛있음!

순두부찌개 얼큰하게 부탁드렸더니 , 맵기 딱 좋음!

비빔밥도 나물 많이 들어가있고 굿굿

가격대도 저렴한 편이고 , 사장님 친절하심!

응암동에서 가기 괜찮은 밥집!"
12_6_25,12_6,12,25,"소불고기, 나물비빔밥이 정말 맛있어요.
감사합니다."
12_6_26,12_6,12,26,오늘도 잘 먹고 갑니다~
12_6_27,12_6,12,27,오랜만에 온 해까득! 변함없는맛! 맛있어요!!
12_6_28,12_6,12,28,
12_6_29,12_6,12,29,"맛있어요~~~ 동네에 한식으로 밥 먹을 곳 잘 없는데 여기 있어서 좋아요! 순두부&비빔밥조합으로 늘 먹는데, 맛있고 푸짐해서 먹고나면 잘 먹었단 생각이 드는곳이예요. 사장님도 늘 친절하세요!"
12_6_30,12_6,12,30,음식 가성비 있어요~~번창하세요
12_7_1,12_7,12,1,"밥맛나는세상 응암역점
한끼 식사로 행복을 전달하는 밥맛나는 세상 '밥상'
김밥 종류만 14가지 주먹밥도 4종류
덥밮, 카레, 도시락, 돈까스쫄면,치킨마요,뚝배기불고기
나가사끼짬뽕,직화제육덮밥,해물순두부찌개,찌게치
메뉴 종류가 아주 다양해서 골라먹는 재미가 있어요
혼밥하기에도 좋고 모든 메뉴 포장도 가능합니다
김밥 포장해가는 손님들도 아주 많아요
무더운 여름 살얼음이 가득한 냉모밀 주문했는데
시원하고 맛있게 잘먹었습니다"
12_7_2,12_7,12,2,"맛있게 잘 먹었습니다.
친절하세요!"
12_7_3,12_7,12,3,"김밥도 맛있지만 우동이 찐 맛집.
사장님들도 친절하시고 먹으면서 기분이 늘 좋아요"
