reviewid,storeid,searchid,reviewidx,reviewtxt
12_1_14,12_1,12,14,"집에서 택시타고 애기랑 둘이 방문했어요 도착해서 카트를 타고 이동했고(약간 재밌었음)
이번 주 내내 비가와서 객실이 여유있다고 객실 업그레이드를 해주셔서 기분이 너무 좋았어요
그래서 원래는 하루만 예약했었지만 하루 더 있어도 좋을 것 같아 짐 풀고 하루 더 연장했어요
직원분들이 굉장히 친절하시고 머물면서 배려해주시는 게 많이 느껴졌어요
또 카라반 타운처럼 뭔가 글램핑장 전체가 크고 질서정연해서 머무는동안에 더 귀엽다고 느꼈던 것 같아요
왜 럭셔리인가 궁금했는데 확실히 일반 카라반보다 좋은모델이예요 내부인테리어도 그렇고 자재같은것들을 보면
그래서 더 편안하게 머물렀어요 청결도도 높아서 찝찝함같은 건 전혀없었어요
바로 옆에 은평한옥마을이 있어서 저희는 낮에 거기가서 놀았고 걸어다닐수있을만큼 가까워요"
12_1_15,12_1,12,15,"생각했던거 보다 카라반 내부가 깔끔하게 잘 되어 있고, 냉방도 빵빵하게 잘 되네여! 바베큐 해먹는 숯도 적당했던 것 같구여, 밤 되니깐 조명들이 켜져서 저녁먹고 산책하기에도 좋아보이더라구요. 잘 놀다 갑니다~"
12_1_16,12_1,12,16,이 귀여운 고앵이친구! 작년에 왔을 때 저희 오뎅탕에 있는 어묵 물고 튄 친구같아용🐱 딱 이렇게 생긴 새끼 고양이였는데 1년만에 다시 찾아와준 것 같아서 기분이 좋았어요〰️ 3년째 여름마다 들리고 있습니당💗 내년에도 올게요! 벌레도 없고 깔끔해서 조아용🫶
12_1_17,12_1,12,17,"친구들이랑 첫 글램핑 !
수건 + 물 꼭 챙겨가세요
편의점 그나마 제일 가까운데 좀 늦은 저녁에는 닫고 거리가 놀다가 가기엔 좀 먼 느낌이 있어서 그냥 애초에 남기는 일이 있다고 한들 물 등은 충분히 가져가세요 !
처음 예약할 때 뭔가 빡빡한 느낌이 강했는데 그냥 뭐.. 이해가 되는 부분이구요 다들 친절하시고 시끄러운 분위기 아니고 조용하고요 ! 잘 놀다 갑니다 !
리뷰대로 조용히 힐링 느낌으로 가까운 근교 글램핑 찾으시면 추천 드립니다 ㅎㅎ"
12_1_18,12_1,12,18,"진짜 프라이빗하고 좋습니다!
특히 개별 바베큐에서 편하게 먹는 것이 좋았습니다.
숙소도 깨끗하고, 뜨거운 물도 잘 나오고, 직원분들도 친절하셔서 가까운 시일내에 다시 갈 생각입니다~"
12_1_19,12_1,12,19,"연휴여서 하루 놀러 서울 근교로 찾아보다 발견해서 예약 후 방문 했습니다. 주차장에서 픽업으로 카라반까지 짐 옮겨주셔서 편하게 이동했어요. 이점부터 좋았던거 같습니다.
공간 분리도 잘 되어 있어서 조용히 잘 쉬다가 갈 수 있었던거 같아요.
카라반도 붙어있는 정보를 보니 오래된게 아니여서 그런지 깨끗하고 쾌적한 환경에서 푹 쉬다가 온거 같아요.
둘이서 쉬기 딱 좋았구, 직원분들도 친절하셔서 조용히 편하게 잘 쉰거 같습니다.
또 근처에 북한산 둘레길 돌아 볼 수 있어서 먹고 소화시킬겸 돌아봐두 괜찮은거 같아요!
덕분에 즐거운 시간 보내고 갑니다:)"
12_1_20,12_1,12,20,2년 전 방문 후에 재방문 했습니다! 그때도 사장님이 관리 철저히 잘하신다는 느낌을 받았는데 역시나 깨끗하고 조용하고 좋았어요~ 예약할 때 따로 메모 같은 거 남긴 거 없었는데 재방문이신 거 아시고는 숯불+불멍 가격에서 5천원 할인해 주셨어요. 카라반마다 다를 거 같긴 한데 이번 카라반은 약간 연식이 느껴지긴 했지만 역시나 깔끔하고 깨끗했어요. 보일러&온수 잘 나오고요. 따뜻하고 편하게 잘 쉬고 왔어요. 아이들이 너무 좋아해서 또 가려고요~
12_1_21,12_1,12,21,"소꿉친구 셋 + 친여동생 하나 해서 총 4명이 갔는데
다들 면허가 없어서 걱정하던 중 가까운 곳에 가성비 좋게 요기를 발견해서 다녀왔어요~.ᐟ 너무 재밌게 잘 놀고 갑니다 에어컨 빵빵하게 잘 나오고 온수도 뜨끈하게 잘 나와요 가깝고 가성비 좋은 글램핑장으로 추천합니당"
12_1_22,12_1,12,22,"일단은 관리가 잘되서 깨끗하고 조용해서 쉬고오기좋아요^^
조금 더웠지만 좋은추억만들어서 좋았고 10월쯤에 한번더 올께요~
개인수건, 버너이용시 부탄가스, 칫솔치약은 꼭 챙기세요~"
12_1_23,12_1,12,23,"재방문이고요 항상 좋았습니다
시설도 깔끔하고 불멍도 조용하게 가능했고요
규칙이 많다고 느낄 수 있지만 그만큼 편리하게 이용할 수 있었습니다"
12_1_24,12_1,12,24,"7번째 방문🫧
날씨가 계속 덥다가
비오는날 선선하고 분위기 너무 미쳤☔️
역시나 이번에도 잘 쉬다가 왔습니다🙏🏻🫡"
12_1_25,12_1,12,25,"맛있는 바베큐 먹고, 친구들과 불멍하며 수다떨고 공기 좋은 곳에서 힐링 제대로 했어요. 걸어서 은평한옥마을 구경하고 북한산도 가까워서 다음날 아침 북한산 스타벅스 즐기고 맛집 탐방했습니다. 가성비 굿~~~ 서울에 이런 곳이 있다는 거 자체가 놀라운 일입니다!"
12_1_26,12_1,12,26,"두번째 방문입니다! 친구들과 다녀와서 엄마와 또 왔어요
깨끗하고 조용하고 주변에 진관사, 은평한옥마을 등 갈 곳도 많아요. 다음에 또 오겠습니다~~"
12_1_27,12_1,12,27,"시설 깔끔하고 식기들도 깨끗해요
큰 프라이팬 1개 큰냄비 1개 있구요
냉방도 잘 되구요 화장실은 좀 미끄러울수있어요
수영장은 1개 있는데 꼬꼬마들은 발이 안닿을수있어요

가족끼리라기보단 연인,친구와오면 더 좋을꺼같아요
입실했을때 카트로 짐 옮겨주시는데 퇴실은 저희가 직접 옮겨야해요 주창장과 좀 떨어져있어요

카라반이었는데 그안에선 조리를 할수없어요
더우니까 밖에서 고기 구워서 안에 가져와 드셔야해요
산 근처라 벌레 모기 있어서 홈매트 챙겨갔어요!

잘 놀다왔습니다~"
12_1_28,12_1,12,28,주중에 가족과 함께 보내기 너무 좋은 캠핑장이네요 또 방문하고 싶습니다. 관리인분들도 친절하고 깨끗해서 너무 만족합니다
12_1_29,12_1,12,29,"깨끗하고 항상 친절하시고 재방문시 서비스까지~~
조용하게 쉴 수 있어 너우 좋은 것 같아요.
고기 구워 먹을 수 있는 공간도 청결하게 잘 되어있고 가까운곳에 편의점도 있고 정육점도 있어서 너무 좋음👍🏻👍🏻"
12_1_30,12_1,12,30,"처음에 TV를 보구선 글램핑?? 머지??하고 재밌을거 같아서 검색을 하게 되었다긍데 체크인이 3시여서 출발도 서두를 필요도 없고 시장보는 일도 롯데몰에서 다 해결되었다.택시타고 도착해보니 친절한 관리자분들이 짐도 들어주시고 해당되는 카라반에 내려주셨다 숯불도 피워주시고 불멍도 즐거웠다 80대 노인분들이 마시멜로도 구워서 드시고 숯불에 고기도 구워서 맛있게 먹었다
시설들이 깨끗하고 화장실이 운동장 같았다 조용하고 냉난방도 훌륭했다 스텝분들이 친절하고 조용히 준비해주시는 것이 감사했다다음날 아침먹고 북한산 스버가지 다녀왔다 집에오니 3시 넘 스뭇하고 외국에서 오시는 친척분들 모시고 오기에 딱 좋은거 같다
서울 근교에 이런 장소가 있다니 참 좋은거 같다"
12_2_1,12_2,12,1,"당일치기 여행코스로 딱이예요
롯데몰은평에서 영화한편 보고
은평한옥마을 한바퀴 돌아보고
북한산둘레캠프 에서 바베큐 즐기다 보면
하루를 아주 알차게 보낼수 있어요
초록초록 그늘도 많고 미스트가 내려와
아이들처럼 재밌어요
삼겹살 목살 고기는 또 왜케 맛있음?
여름 휴가 멀리 갈 필요 있나요?
근처에 계곡도 있는건 안비밀
주차도 편하지만 뚜벅이로 와도 불편함이 전혀 없어요
다음달에도 모임은 북한산둘레캠프 에서 하는 걸로..."
12_2_2,12_2,12,2,"날씨가 좋아 더 좋앗던거 같아요.
나무가 커서 그늘이라 시원하고 고기도 부드럽고 맛잇엇어요.
기본반찬은 리필 가능해서 몇번 가져다 먹고 깨끗하니 좋앗어요."
12_2_3,12_2,12,3,"은평 한옥마을 카페왔다가, 곧 떠나는 외국인 친구들과 왔어요. 우선, 여 사장님께서 (마트 계산해주시는) 정말 친절하십니다. 감사해요~~^^ 일하시는분께서 불을 빨리 넣고 빼는 과정에서 일행이 늦게 도착해서 눈치가 보였지만... 정말 몸만 가니깐 마트에 다 구매하고 이용했어요. 화장실이 정말 깨끗할 정도로 관리 하시는 것 같았어요. 처음으로 당일 캠프인데 좋았어요. 3시간이 너무 짧았어요"
12_2_4,12_2,12,4,"이런 퀄리티 좋은 캠핑 넘 좋아요~^^
진짜 빈손 맨몸으로 가서 너무 힐링됐어요♡
계곡을 끼고 있어서 맑은물이 시원하고 시간 가는줄 모르게 편안히 먹고 쉬고 즐기다 왔습니다!
사장님 직원분들 친절하셔서 더 편하게 있다왔네용~^^"
12_2_5,12_2,12,5,"전에 이용해보고 너무 기억이 좋았어서
가족들데리고왔어요. 가족들도 고기 질 도 좋고
개별로 너무 깔끔히되있어서 다 행복해했고
3시간이 짧다느껴지지않을만큼 아주 꽉차게 행복했어요. 사장님은 너무너무 친절하시고 다 너무 만족합니다
아! 딱 하나 아쉬운 점 을 꼽으라면!
마트에 과자나 과일 그런부분들이 조금만 더 추가로
있더라면 아주 더 만족스러울거같아용 ❤️"
12_2_6,12_2,12,6,"정말 아무런 준비 없이 몸만 가면됩니다
깨끗하고 편리하고 프라이빗하고 다 좋네요ㅋㅋㅋㅋ
회사분들이랑 같이 왔는데 모두 만족"
12_2_7,12_2,12,7,"무더운 날씨지만 즐거워요
소문대로 너무 깨끗하고 사장님도 진짜 친절하세요!!

고기는 생각보다 비싸서 라면,밥 등등 꼭 필요해요!!"
12_2_8,12_2,12,8,"엄마모시고 점심시간에 힐링하러 다녀왔는데요~~
다음에 여럿이와도 될 것 같아요
넓고~~ 고즈넉하니 좋더라구용 ㅋㅋㅋ
사장님도 너무 친절하시고~ 캠핑장이라 화장실 불편할 줄 알았는데 너무 깨끗했어요
먹고 치우는 것도 편하게 그 자리에서 가능해서 좋았습니다
다음에 또 올게요^_^"
12_2_9,12_2,12,9,"부모님ㆍ이모ㆍ아이까지 같이 간 곳인데
천막 안 시원하고
간편하게 몸만 갔다 올수 있는 간편함
더울까봐 저렇게 물도 나오고
바베큐 고기도 맛있고
즐거운 한때 보냈습니다~~^^
번창하세요~"
12_2_10,12_2,12,10,"너무 좋아요!

오늘 날이 풀리다 갑자기 추워져서 5도 쯤 이였는데, 히터랑 난로 덕분에 따뜻해서 잠들 뻔했어요!! 그리고 티비가!! 있어요~~!

마트가 있어서 몸만가도 되고 외부음식은 금지입니다~~!! 고기랑 음식은 합리적인 가격으로 운용되고 있다고 생각합니다!!

무려 자리세(?)에 숯값이 포함되어있는데, 숯도 좋은걸 주시더라구요!! 재방문 100퍼에요~"
12_2_11,12_2,12,11,"벌써 네 번째 둘레캠프 방문이었습니다😊
편안하게 캠핑 분위기 느낄 수 있고, 사장님 친절하셔서 올 때 마다 행복해져요.
다음 방문도 벌써 기대됩니다."
12_2_12,12_2,12,12,지인들과 아이동반해서 다녀왔어여 관리잘되어있고 집에서도 가깝고 동선도 편리하고 화장실도 깔끔했네요^^ 또 방문의사 있습니다~~^^
12_2_13,12_2,12,13,동료 추천으로 오게된곳임데 종종 이용하고 싶아요~
12_2_14,12_2,12,14,시설이 너무 편리하고 깔끔해서 잘 놀다가요 ㅎㅎ 위치도 가깝고 종종 캠핑하러 오려구요!
12_2_15,12_2,12,15,"예랑이 동생과 친구 같이 놀러가자해서 왔어요!
바베큐도 맛있고 친절하시고 엄청 깨끗해서 놀랐어요!
분위기도 좋고 ㅠㅠ 다음에 또오기로 벌써 약속했어요!"
12_2_16,12_2,12,16,"도심에서 즐기는 주말캠핑!! 가족모임하기 너무 좋아요 깨끗하고 텐트도 넓고 자연속에서 힐링받는 기분💛
아이들과 부모님과 함께 하니 더 좋네요!!"
12_2_17,12_2,12,17,"좋은 점을 다섯개만 선택하는 것이 불가능할 정도로 모든 것이 다 좋았습니다 빈손으로 가볍게 가서 맛있게 먹고, 편안하게 잘 쉬다 왔어요 사장님이 오픈 준비하시면서 모닥불 난로 옆 공용 의자까지 손걸레로 닦으시는 모습 보고 감동 받았어요 바깥에서 다같이 쓰는 의자를 그렇게 닦아놓으시는 게 쉬운 일이 아닐 텐데요 정말 감사했어요 사장님의 플레이 리스트까지 완벽한 북한산둘레캠프!"
12_2_18,12_2,12,18,소식좌 네명이 와서 얼마 못 먹었지만 너무 좋은 분위기와 바베큐를 즐겼어요~! 고기 야채 상태도 좋네요 😄
12_2_19,12_2,12,19,벌써 몇번째 오는지 모르겠어요. 아이 데리고 자주 오는 곳인데 챙길거 하나도 없이 몸만 오면 돼서 정말 편하고 좋아요. 고기도 맛있어요!! 다른 캠핑 식당보다 또 좋은 점은 나무도 많고 자연 친화적이라는거에요. 서울에 이런 곳이 있다니 가까운 곳에서 힐링하고 갑니다~~~
12_2_20,12_2,12,20,"모든 것이 너무 좋았던 캠핑장입니다~!
사장님께서도 정말 친절하시고, 고기도 맛있고, 음식들 구성도 매우 좋아요~~ 시설도 깨끗하고 가족, 연인과 여유롭게 힐링하기 정말 딱인 것 같습니다~^^ 아이들과 함께 가는데 마음껏 놀 수 있는 환경도 잘 되어 있어 정말 좋아요~~ㅎ
갈때마다 좋은 경험만 가득해서 처음에는 나만 알고 싶은 곳이 었는데 많은 사람들와서 번창 하면 좋겠어요~^^♡"
12_2_21,12_2,12,21,"갈때마다 항상 만족스럽습니다
벚꽃까지 폈으면 더 좋았을텐데
최고의 바베큐파티였습니다👍👍👍"
12_2_22,12_2,12,22,서울에 이런 곳이 있는줄 몰랐어요 너무나 편안한 분위기에서 여행온 기분 느낄수 있어 좋아요!!
12_2_23,12_2,12,23,"우연히 알게 된 이후 벌써 3번째 방문입니다. 지인들에게도 전도(?)해서 또 방문하겠다고 해요ㅋㅋㅋ
깔끔하고 조용하고 분위기도 좋고 너무 좋아요. 매년 방문 예정!! 근데 이제 겨울이 아니어서 그런가 군고구마가 없어서 아쉬웠어요ㅜㅜ"
12_2_24,12_2,12,24,남자친구랑 왔울때넘좋았어서 또 친구랑도왔어요!!
12_2_25,12_2,12,25,"사장님이라는 분이 전자담배 한손에 고이 들고 뻐끔거리면서 돌아다니시고, 아이가 빤히 앞에서 노는 걸 보면서도 핍니다. 이를 컴플레인하면 본인은 ( 담배로 컴플레인이 나왔는데도) 멀리서 담배 피며 손님을 노려보고 있고 여자 직원분들 앞세워 대신 사과시킵니다. 일반 직원이 잘못을 해도 사장이 사과를 하는데 어이가 없네요. 일반 손님들은 흡연구역 아닌 곳에서 흡연하면 퇴실인데 사장은 피면서 잘만 돌아다닙니다. 사장은 절대 본인의 흡연 행위에 대해 사과하지 않았습니다.

이를 공식 인스타그램에서 항의하니 계정 차단했네요. 흡연에 대해서 이런 대응을 하는 곳입니다."
12_2_26,12_2,12,26,"아이들과 부모님까지 세대가 다른 가족이 함께 여행을 가면 항상 누군가는 아쉬움이 남기 마련인데, 이 캠핑장에서는 모두가 만족했어요. 깨끗한 시설, 자연 그대로의 풍경, 안전하게 놀 수 있는 공간까지… 하나하나 신경 쓴 게 느껴졌어요. 가족의 소중함을 다시 한 번 느끼게 해준 특별한 하루였습니다."
12_2_27,12_2,12,27,급하게 서치해서 간 곳인데 생각보다 너무 좋아서 너무 만족했어요!! 화장실 너무 깨끗하고 고기도 맛있었습니다~ 무료로 제공해주시는 김치와 콘샐러드도 너무 맛있고 깨끗하게 관리되고 있는 모습에 재방문의사 200% 입니다!
12_2_28,12_2,12,28,두번째 방문입니다~ 사장님 친절하시고 고기도 넘 맛있어요! 셀프바가 잘 되어있어서 정말 편리합니당
12_2_29,12_2,12,29,다양해서 셋팅해서 먹기 좋아요. 편하고 아이 데리고온 가족도많아요.
12_2_30,12_2,12,30,도심 근처에 있는 것에 맘에 들었고 무엇보다 캠핑 다니다보니 불편했던 점들 장비셋팅 음식준비 정리 모든게 일인데 여긴 몸만 가서 3시간 즐기고 오면돼니 몸도 마음도 편하고 너무 잘 다녀왔어요 다만 외부음식 반입이 안 돼어 다른 종류의 고기 해산물 야채를 못 즐겨서 아쉽지만 매우 만족했어요 감사합니다 좋은 하루 보내시길
12_3_1,12_3,12,1,"# 개인적으로 캠핑 좋아하는데 평일에 퇴근하고 갈 수 있을만큼 집과 가까워서 좋았습니다
# 개별샤워실과 화장실, 개수대 등 비교적 깨끗한편입니다.

# 경사로로 웨건 이용해서 짐 운반해야합니다
# 가로등이 꺼져있어 화장실 다니기 어두웠습니다
# 매너타임, 퇴영 안내방송은 하는데 적극적으로 관리하지않아 자정 지나도록 떠드는 비매너 캠핑족들에게 조용히해달라고 직접 얘기해야하는 번거로움이 있었습니다.
버젓이 매너타임 시간까지 이용수칙에 공지해놨는데도 도대체 왜 그러는걸까요 대체!!
# 장작 사용 금지이고 불멍 안되는걸로 알고있는데 사진 속 불장난은 숯으로 피우는걸까요?? 제가 잘못 본걸까요??
더 철저한 관리부탁드립니다."
12_3_2,12_3,12,2,집에서 가깝게 캠핑할 수 있어 좋어요. 아침에 여기서 출근했어요
12_3_3,12_3,12,3,좋아요
12_3_4,12_3,12,4,굿
12_4_1,12_4,12,1,인테리어 너무 이쁘고 깔끔한데다 방도 꽤 넓어요 가성비 훌륭하네요ㅎㅎ 근처오면 자주 올것같아요
12_4_2,12_4,12,2,잘쉬다 갑니당
12_4_3,12_4,12,3,조용하게 혼캉스하기 좋았습니다. ㅎㅎ 만족했어요!!
12_4_4,12_4,12,4,잘 쉬었다 갑니다 :)
12_4_5,12_4,12,5,"모임하다가 대리안잡혀 급으로 이용했는데
객실 깨끗하니 좋네요
재방문 의사있어요"
12_4_6,12_4,12,6,"직원들도 정말친절하고, 시설도 정말 고급스럽고 깔끔합니다! 여행이나 특별한날 하루 숙박 하기 좋았어요. 👍"
12_4_7,12_4,12,7,화장실이 넓고 깨끗. 욕조도 크고 넘 만족스러웠어요! 시설이 고급스럽고 편안해서 호캉스하기 좋아요!
12_4_8,12_4,12,8,분위기 며 인테리어가 정말 고급스럽고 넘 편안했어요! 이 가격에 이런 퀄리티를 즐길수 있다니 정말 좋아요!
12_4_9,12_4,12,9,룸 컨디션이 아주 좋아요. 분위기 쾌적하고 고급스럽고 침대도 크고 푹신푹신 완전 대만족입니다! 편안하게 잘쉬었어요~!
12_4_10,12_4,12,10,가격이 저렴해서 기대안했는데 시설이 고급스럽고 깨끗하고 넘나 만족스러웠어요! 이 인근에서 최고인듯!
12_4_11,12_4,12,11,"객실상태 좋고 시설도 좋아요
가성비좋네여 또 이용할게요"
12_4_12,12_4,12,12,방도크고 캐끗하서 편히 쉴수 있었어요 호캉스하기 좋아요
12_4_13,12_4,12,13,친절해요
12_4_14,12_4,12,14,숙소 컨디션이 좋고 관리가 잘 되어 있어 앞으로 재방문 의서 있어요. 특히 침대도 크고 푹신해서 대만족입니다.
12_4_15,12_4,12,15,"시설이 깔끔하고 쾌적했어요!
직원분들도 친절하셔요!
조용해서 편하게 잘 쉬다갑니다~"
12_4_16,12_4,12,16,"인테리어가 고급스럽고 방도 넓었어요!
전체적으로 깔끔하고 화장실도 깨끗했어요~
편하게 잘 쉬다갑니다!"
12_4_17,12_4,12,17,"가성비 좋아 방문했는데, 친절하고 쾌적해요.
재방문예정입니다."
12_4_18,12_4,12,18,침구가 깨끗하고 친절해서 편안하게 푹 쉬었어요~
12_4_19,12_4,12,19,친절하고 하루 쉬기는 좋아요
12_4_20,12_4,12,20,"사진을 찍지는 못했지만 객실상태가 조금 아쉬웠어요;
특히 화장실이요~ 물때나 물자국들이 있어 조금 찝찝했습니다"
12_4_21,12_4,12,21,냉난방은 잘되요
12_4_22,12_4,12,22,"객실 상태가 매우 깨끗하고 내부에 있는 물건들이 청결하게 관리되어있어 후기 남깁니다 ><
직원분들도 너무 친절하시고 은평구 올때면 자주 이용할게요 재방문 의사 있습니다 ㅎㅎ"
12_4_23,12_4,12,23,지금까지 다녀본 관광호텔중에서 베스트5에 들어갑니다. 정말 편안하게 있다 가요~ 감사합니다.
12_4_24,12_4,12,24,은평 숙박할 일 있으면 여기로 예약해야겠습니다. 가격도 합리적인 선이구요 은평구 호텔중에 이 가격에 이런 서비스 찾기 힘들거 같습니다 ㅎ 잘 쉬다 갑니다.
12_4_25,12_4,12,25,ㅇㅋ
12_4_26,12_4,12,26,"시설이 무엇보다도 깨끗청결해서 좋았고요
직원들이 친절해서 좋았어요~^^"
12_4_27,12_4,12,27,솔직히 얼마전에 다녀온 일본 5성급 호텔보다 훨씬 더 좋습니다. 완전
12_4_28,12_4,12,28,ㅈㅇㅇ
12_4_29,12_4,12,29,데스크에있는 사람도 불친절하고 차 발렛 맡기면 다 긁어놓음 객실도 좋지않음 호텔이 그냥 쓰레기천국임 다른곳가세요
12_4_30,12_4,12,30,깨끗하고 조용해서 쉬기 좋아요 방문하기 좋은곳입니다 직원분들도 친절해요~
12_5_1,12_5,12,1,"여기 너무 좋아요! 작음 편의점도 잇고 와인잔도 잇고
가깝게 분위기 내러오기 너무좋습니다!"
