reviewid,storeid,searchid,reviewidx,reviewtxt
94_1_19,94_1,94,19,자주 가는 곳이에요 조아요 ㅎㅎ
94_1_20,94_1,94,20,프리퀀시 음료 먹기 좋아요
94_1_21,94_1,94,21,좋아요 :)
94_1_22,94_1,94,22,굿
94_1_23,94_1,94,23,소노캄 스벅 평일오후에도 사람이 많네요
94_1_24,94_1,94,24,스벅도 있고 좋아요 ㅎㅎ
94_1_25,94_1,94,25,"직원이 신입인지... 친절도 노력은 보이나 별적립도 안됐고, 닉네임이 아닌 번호로 주문돼있어서 주문상품이 나온지 모르고 계속 기다렸네요ㅠ..."
94_1_26,94_1,94,26,"헬스장, 사우나 이용했네요👍"
94_1_27,94_1,94,27,굳굳
94_1_28,94_1,94,28,소노캄 스벅 친절하고 좋아요
94_1_29,94_1,94,29,
94_1_30,94_1,94,30,하루 묵었는데 편안했어요.
94_2_1,94_2,94,1,깨끗합니다.
94_2_2,94_2,94,2,
94_2_3,94_2,94,3,
94_2_4,94_2,94,4,편해서.19년도부터는 소노캄보다.여길 더 이용하고.있어요
94_2_5,94_2,94,5,"넘 후져요. 누런색 침구, 청소안된 욕조?들뜬 타일,닫히지 않는 욕실 문. 리모델링 좀 하시죠. 백석역이라 교통만 편해요"
94_2_6,94_2,94,6,굿
94_2_7,94_2,94,7,굿
94_2_8,94_2,94,8,굿
94_2_9,94_2,94,9,아늑하고 좋습니다^^ 데스크 분도 친절하시고 시설이 좋아요
94_2_10,94_2,94,10,좋와요
94_2_11,94_2,94,11,굿
94_2_12,94_2,94,12,ㄱㄱ
94_2_13,94_2,94,13,"시설은 늘 괜찮은데, 가끔 담배냄새가 좀 심하네요 ㅠㅠ"
94_2_14,94_2,94,14,굿
94_2_15,94_2,94,15,좋아요
94_2_16,94_2,94,16,조용했습니다.
94_2_17,94_2,94,17,조용해요
94_2_18,94_2,94,18,조용해요
94_2_19,94_2,94,19,굿
94_2_20,94_2,94,20,괜찮았어요
94_2_21,94_2,94,21,좋아요
94_2_22,94_2,94,22,J&J💓
94_2_23,94_2,94,23,굿굿
94_2_24,94_2,94,24,편해요
94_2_25,94_2,94,25,조아용
94_2_26,94_2,94,26,조아용
94_2_27,94_2,94,27,굿
94_2_28,94_2,94,28,편안하고 객실이 따뜻해요.
94_2_29,94_2,94,29,예전만큼 안 깨끗하고 먼지가 꽤 보입니다
94_2_30,94_2,94,30,ㅅ
94_3_1,94_3,94,1,자세한 내용은 제 블로그 방문해주세요^^ https://m.blog.naver.com/gom_auk2
94_3_2,94_3,94,2,평일 suite premium 넌스모킹 룸으로 여기어때 앱 통해서 예약했습니다 객실은 9층 902호 이고 가장 높은층 이라보니 인테리어가 북유럽의 다락방 딸린 방 늑힘이 납니다^^ 여기의 객실을 이용한 목적은 깊은 수면과 스파 때문입니다^^ 우선 베드의 쿠션은 깊은 수면과는 거리가 먼 나를 꿈나라로 바로 보내줄정도로 비슷한 수준의 숙소에서 늑혀본 베드중에는 체고 입니다 그리고 스파의 공간은 2명이 충분히 들어갈정도로 넓어서 혼자 아주 편리하게 이용했습니다^^ 스파 이용을 위한 베쓰타월 과 배쓰룸 의 베쓰타월 무려 8장이 있는점은 나의 취향저격^^ 냉장고에 음료 도 3가지에 생수도 3 빠니바틀^^ TV도 대형에 데스크탑 공기청정기 스타일러가 구비되었습니다^^ 엘리베이터 도 2대 운행이고요 주차공간도 많습니다
94_3_3,94_3,94,3,정말깨끗하고좋아요
94_3_4,94_3,94,4,좋아요
94_3_5,94_3,94,5,굿
94_3_6,94_3,94,6,굿
94_3_7,94_3,94,7,굿굿
94_3_8,94_3,94,8,"어둡지만, 잘 쉬었어요."
94_3_9,94_3,94,9,좋아요
94_3_10,94_3,94,10,굿밤되세요
94_3_11,94_3,94,11,쇼파는 별루~~
94_3_12,94_3,94,12,ㅇ
94_3_13,94_3,94,13,좋아요
94_3_14,94_3,94,14,불친절하네요.
94_3_15,94_3,94,15,응대를 잘 대해주시니 좋더라구여!
94_3_16,94_3,94,16,굿
94_3_17,94_3,94,17,좋아요
94_3_18,94_3,94,18,어둡긴하지만 좋아요
94_3_19,94_3,94,19,담배냄새랑 화장실 냄새가 심해요ㅠ안그런방도 있긴한데 잘못걸리면 최악임 ㅠㅠ조용하고 편하게 쉬고 싶으시면 운명에 맡기는 모험은 하지마시길 ㅜㅜ..
94_3_20,94_3,94,20,스위트룸 굳!!
94_3_21,94_3,94,21,굿
94_3_22,94_3,94,22,깨끗해요
94_3_23,94_3,94,23,좀 비싼편인데 시설은 좋습니다
94_4_1,94_4,94,1,굿굿
94_4_2,94_4,94,2,겨울인데 난방조절안되고 베딩은 재사용느낌이고 화장실은 물이안빠져수 샤워하면서 당황했네요.
94_4_3,94_4,94,3,굿
94_4_4,94_4,94,4,그냥 그런
94_4_5,94_4,94,5,깔끔한 숙소입니다
94_4_6,94_4,94,6,쏘쏘
94_4_7,94_4,94,7,위치도 정발산역 바로 앞이라 가까워서 좋았고 프론트 직원분이 너무 친절하게 안내해 주셔서 룸에 들어갈때부터 기분이 너무 좋았습니다 :) 룸도 뷰도 너무 맘에 들고 무엇보다 너무 깨끗해서 좋았어요ㅎㅎ담에 꼭 재방문 할게요
94_4_8,94_4,94,8,지하철가까움
94_4_9,94_4,94,9,객실 깔끔하고 분위기 너무 좋았습니다! 직원분도 친절하시고 뷰도 좋아서 분위기있게 편하게 쉬고 나왔습니다 :) 일산 오면 여기만 올거같아요 ㅎㅎ
94_4_10,94_4,94,10,편리함
94_4_11,94_4,94,11,주말에 구하기엄청힘듬 부르는게 값이네
94_4_12,94_4,94,12,좋아유
94_4_13,94_4,94,13,굿~~^^
94_4_14,94_4,94,14,아무생각없이 잠자고 화장실 보니 위생용품이 2개 더있네요. 변기 찌른내도 심하고 청소가 너무 안되어 있어요. 코로나도 재 위험이라는데 추천하고 싶지 않아요
94_4_15,94_4,94,15,굿~~^^
94_4_16,94_4,94,16,좋아요
94_4_17,94_4,94,17,좋아요
94_4_18,94_4,94,18,너무 추워요ㅜㅡ 방향제 냄새 너무 지독해요ㅜㅡ 후기 사진은 엄청 좋던데… 혼자 묵는 6만원 저는 아깝습니다ㅜ 추워서 씻지도 못하겠어요.. 가운 2겹 걸지고 목수건 두르고 있습니다ㅜ 가운도 여름 까슬 원단이라 좀 별로입니당. 감기들까봐 걱정입니다…. 역 가까워서 좋은….~ 딱 하나용~
94_4_19,94_4,94,19,굿
94_4_20,94_4,94,20,굿
94_4_21,94_4,94,21,굿
94_4_22,94_4,94,22,굿
94_4_23,94_4,94,23,좋아요
94_4_24,94_4,94,24,완전 이뻐요
94_4_25,94_4,94,25,👍
94_5_1,94_5,94,1,"일산에서 늦은시간까지 모임이 있어서 숙소를 알아보던중, 모텔은 가기 꺼려졌는데 이곳을 알게되어서 바로 예약했어요  2,3,4인실 나눠져있어서 여럿이 오기 좋아보이고 침구가 아주 보송보송 편하고 맘에 들었어요! 게다가 주차장도 아주 넓어서 늦은시간에 와도 주차걱정 없어서 좋네요🫶🏻  냉장고에 생수 두병과 수건은 제공되지만 어메니티 종류는 일절 없어서 칫솔 치약 샴푸 사러 편의점에 다녀왔어요 방문하실분들은 챙겨오세요!!"
94_5_2,94_5,94,2,고양종합운동장에서 콘서트가 있어서 묵었는데 거리는 약간있지만 가격도저렴하고 시설도 깨끗하고 냉방도 잘되고 잘 쉬다가 나왔습니다!
94_5_3,94_5,94,3,방이 넓고 침구도 깨끗해요 3층에 공동 취사실이 있어 조리음식 가능해요 특히 2층에 세탁실에 세탁기와 건조기까지 있어서 더욱 좋았어요
94_5_4,94_5,94,4,일산호텔 치면 잘 안 나와서 아쉬워요! 이렇게 가성비 숙소가 있는지 아는 분 통해서 알게 됐어요~ 예약 채널을 더 이용하시면 이렇게 깨끗하소 좋은 숙소가 더 알려질 수 있을 것 같아요!  그리구 샴푸나 다른 어메니티는 없어요 ㅎㅎㅎ 밤에는 온도를 높혀도 히터가 조금 나오다가 안나오는 것 같았어요. 사용법이 미숙했는지도 모르겠네요~
94_5_5,94_5,94,5,깨끗하고 야경뷰가 한국적(?)이어서 조용히 편하게 쉬다 왔네요~^^
94_5_6,94_5,94,6,객실이 전반적으로 깔끔하고 난방이 잘 되었으며 수압도 센 편이었습니다. 퇴실시간이 이르기는하지만 합리적인 가격에 편안하게 숙박할 수 있어서 좋았습니다.
94_5_7,94_5,94,7,"근처에서 가족 모임하고 하루 잘 쉬고 왔습니다. 부대시설(수영장,탁구장,키즈카페) 숙박시 저렴히 이용할 수 있어 아이들이랑 하루 근교에서 놀기 좋네요. 다만 샴푸 린스는 꼭 챙겨가세요~"
94_5_8,94_5,94,8,숙소는 시설 깔끔하고 좋아요~ 다만 밤시간에 복도 소음이 너무 잘들려서 귀마개 없이는 깊게 잠들기 힘들어요
94_5_9,94_5,94,9,하루 간단하게 묵고 가기에 좋았습니다.
94_5_10,94_5,94,10,급하게 고양에서 일정이 생겨서 숙소 알아보는데 후기들이 너무 좋은거에요!! 그래서 바로 숙소잡았는데 역시 후기좋은데는 다 이유가 있어요 !! 너무너무 깨끗하고 가성비 갑✨ 최고 입니다!! 바로 키즈카페도 있어서 아이랑 재밌게 시간보내고 갑니다 또 고양에서 일정생기면 다시 오고싶어용 !!
94_5_11,94_5,94,11,굿
94_5_12,94_5,94,12,친구네 놀러가려고 잡은 숙소예요! 인터넷 뒤지다 알게된 곳이었는데 가는 길은 좀 힘들지만 엄청엄청 좋았습니다. 정말 온라인 체크아웃도 되고 카드키가 필요없는 시설이라 신기했어요. 시내?랑은 별로 안멀어서 좋고 밤늦게 돌아가도 괜찮탔어요. 정말 푹 쉬고 놀고 갑니다!
94_5_13,94_5,94,13,"침대 매트리스가 조금 불편하긴 했지만 너무 깔끔하고 좋습니다. 비지니스호텔 같은 느낌이었습니다. 화장실에 욕조도 있고, 곰팡이 없이 깔끔했습니다. 이 가격에 어메니티 없는건 당연하니, 샴푸를 비롯하여 치약까지 챙겨가세요~ 다만 수건은 넉넉히 챙겨주시니 안갖고 가셔도 되요^^ 저는 이쪽에 숙박할 일이 생긴다면 다시 이곳에 100%숙박 예정입니다~"
94_5_14,94_5,94,14,편안히 잘 쉬다가 왔습니다.
94_5_15,94_5,94,15,깨끗하고 베란다있어 갑갑하지않고 취사장 세탁실 부대시설이 있어 조아오
94_5_16,94_5,94,16,객실 복도에서 나는 소음은 있는편이지만 전체적으로 조용한편. 욕실 청소 상태가 잘 되어 있어서 굿.. 간접등과 곰팡이나 물때 같은것도 보이지 않아 쾌적하니 좋았음. 아! 수압이 굉장히 세서 온천욕을 한것처럼 개운하니 샤워가 즐거웠음.
94_5_17,94_5,94,17,"방음이 심각하게 안되긴 했지만, 침대 스프링이 허리를 뚫을 것 같긴 했지만, 아주 깨끗하고 쾌적해서 만족스러웠습니다~ 다음에 다시 간다면 취사실 없는 층으로, 구석방으로 배정해달라고 요청할 것 같아요 오후 8-10시까지 너무 심각하게 시끄럽더라고요 ㅠㅠ"
94_5_18,94_5,94,18,급하게 일산에 숙소를 알아보던 중 찾았는데 가격도 저렴하고 시설도 깨끗하니 좋아요~다른 시설들이 숙박자에 한해서 할인도 되더라구요 다음에는 YMCA 다른 시설도 이용해 볼 생각입니다 일산에 가게되면 또 이용할 생각 있어요~
94_5_19,94_5,94,19,추석.설날은 꼭 이곳에 숙소를 찾습니다.우연히 찾게되었고..금액대비 가성비좋고.친절하고.깨끗하고..공기가 좋아요~~^^이번설날엔 아이들이 내집같다고 편안하다고했습니다..담 추석때 만나요~~여긴 김해
94_5_20,94_5,94,20,좋아요
94_5_21,94_5,94,21,깨끗했던것이 제일 만족입니다!!
94_5_22,94_5,94,22,5시간11분 주차요금 만원
94_5_23,94_5,94,23,"만족스러운 숙소였습니다. 일산에 이런 숙박업소가 있으니 좋네요.  친구랑 같이 1박 할 일이 생겼는데, 유흥가에서 숙박하기가 꺼려지더라구요. 조용하고 쾌적한데 가격도 괜찮고, 잘 이용했어요. 다음에도 또 숙박할 의향 있습니다^^"
94_5_24,94_5,94,24,깨끗하고 좋았습니다 직원들도 친절해요 조용히 묵다갑니다
94_5_25,94_5,94,25,잠만 잘거라 가성비 좋은 곳을 찾았는데 성수기에 저렴하게 잘 지내다 가요 일단 시설 내부는 깨끗했어요 직원분들도 친절했구요 단점은 방음이 정말 안된다는것 잘때 기계음이 계속 들려서 신경쓰였고(무슨 기계음인지 아직도 미스테리..) 침대는 스프링이 그대로 느껴지는.. 난방은 에어컨 히터가 되었지만 바닥은 차가웠어요 자체 난방은 안되는거같았습니다 그래도 가성비 나쁘지 않았네요
94_5_26,94_5,94,26,가성비 최고인것 같아요 깨끗하고 너무 잘지냈어요
94_5_27,94_5,94,27,"깨끗하고 조용하고 정말 딱 수면을 위한 공간이었고, 4인가족 1인1침대가 좋았어요"
94_5_28,94_5,94,28,가성비좋은 숙소입니다~네가족 짐대4개있는방 넘좋네요~모텔이나 호텔보다 훨좋아요~~
94_5_29,94_5,94,29,깨끗하고 좋아요 제가 옷 놓고 갔는데 택배로 보내주셔서 감사합니다
94_5_30,94_5,94,30,너무 시설이 깨끗하고 편리해서 좋았습니다.
94_6_1,94_6,94,1,방 깨끗하고 쾌적해요.
94_6_2,94_6,94,2,"오랜만에 옵니다 주변보다 비싸지만 좋긴 합니다  오늘은 친구와 왔기에 트윈룸 (패밀리 85,000) 으로 묵었네요 패밀리가 트윈은 좋은데 방이 좁아지네요 다음에 룸 업그레이드를 해 봐야겠네요  로비에 간식류 많아요  수압이 조금 약하네요"
94_6_3,94_6,94,3,완전 깔끔
94_6_4,94_6,94,4,침구도 깔끔하고 분위기도 좋고 쾌적하네용 아 그리고 방음도 잘되는 거 같아요 일 때문에 하루 묵고 가는데 깔끔하게 담에도 방문 예정임요
94_6_5,94_6,94,5,시설이 굉장히 깔끔하고 청결했습니다 침구도 나름 푹신했고 하루 푹 쉬기 좋았어요 ㅎㅎ
94_6_6,94_6,94,6,방도 깔끔하고 넓고 뷰도 좋아서 편하게 쉬다 갑니다~^^ 침구도 관리 잘되어있고 엄청 푹신했어요! 인터넷도 빠르고 주차도 편했어요~ 일산 올때 또 들를게요^^
94_6_7,94_6,94,7,수건부터 침구 화장실까지도 너무 깔끔했어요 제가 위생을 따지는 편인데 여기는 만족스러웠습니다 재방문 각
94_6_8,94_6,94,8,화장실을 제일 중요하게 생각하는데 여기는 깔끔해서 너무 좋았어요! 그리고 고데기도 있어서 머리도 쉽게 정리했구요☺️ 위생적이여서 담애 출장올때 또 오려구요!
94_6_9,94_6,94,9,방이 너무너무 이쁘고 인테리어가 모던한게 완전 제가 원하는 스타일이라 이런곳에서 살고 싶단 생각을 했네요 ㅎㅎㅎ 화장실도 잘 되어있고 씻는용품들도 잘 비치 되어 있어서 편히 잘 쉬었어요
94_6_10,94_6,94,10,인테리어도 깔끔하게 잘 되어있고 냄새도 안나고 깨끗해서 너무 좋았어요~~ 방음도 잘되어 있어서 조용하게 푹 쉬다가 갈수 있었네요 침구류도 뽀송하니 잠 푹자고 갑니다~
94_6_11,94_6,94,11,수건이랑 이불이랑 다 뽀송하니 굳 은근 뷰도 좋더라고요 ㅋㅋㅋ 하루 편하게 자기 좋았어요. 추천합니다.
94_6_12,94_6,94,12,뷰도 좋고 객실 컨디션 진짜 맘에 들어요 화장실 침구류 뭐하나 빠지지 않고 진짜 깔끔하더라구요 분위기도 좋아서 ㅋㅋㅋ사진 겁나 찍구 왔네요 넓직하고 침대도 푹신해요 재방문의사 있어요>_<
94_6_13,94_6,94,13,냉난방도 잘되고 분위기 쾌적하고 좋아요 침구류도 보들보들 푹신한 게 좋고 침대도 짱 편함 ㅎㅎ
94_6_14,94_6,94,14,숙소컨디션 진짜좋아요. 호텔침구는 당연하고 안마의자도있어요. 무엇보다 화장실이 진짜넓고 깨끗하고 욕조도예쁨♡ 전 화장실이 깨끗한곳이 진짜 좋은곳으로 생각해요. 아주편히쉬다가요♡
94_6_15,94_6,94,15,남친이랑 날추어서 호캉스하려고 들렀어요 컴퓨터도 2대라좋구 침대도 너무폭신하고 욕조도 넓고👍조용하고 겨울에는 무조건 호캉스가최고죠. 시설이너무깨끗해서 만족했습니다😊
94_6_16,94_6,94,16,정말 깔끔해서 룸컨디션 넘 맘에들었어요 여행차 방문했는데 침구도 푹신하구 시원해서 잘 놀다가네요 ㅎㅎ 다들 친절하시구 후기가 좋은 이유가 다 있더라구요 또 올게요!
94_6_17,94_6,94,17,침구가 뽀송하니 폭신해서 너무 좋았어요 딱 깔끔하고 촌스럽지 않고 모던한느낌이 좋았습니다 딱 편하게 잘이따 가요 굿굿
94_6_18,94_6,94,18,혼자 쉬러 가서 게임까지 야무지게 했습니다 ㅎㅎ 컴퓨터도 잘 되고 방음도 나름 잘 되고 좋았습니다
94_6_19,94_6,94,19,시설 깔끔해서 불편함없이 편하게 쉴 수 있었어요 ㅎ 만족스러워서 다음에도 이리로 여행온다면 다시 이용할 것 같아용
94_6_20,94_6,94,20,시설이 엄청 좋고 난방도 잘되서 따숩게 묵고갑니다~ 가격도 저렴해서 너무 좋네요
94_6_21,94_6,94,21,우드우드한 느낌에 포근하고 따뜻한 느낌에 실내인테리어였우요 기분좋았어요 이쁘고요 여기그리고 다 깨끗하네요~
94_6_22,94_6,94,22,룸컨디션이 좋아요 침구류도 되게 푹신하고 좋았어요!! 위생적이고 방음도 잘 되어있더라구요~~
94_6_23,94_6,94,23,위생적이고 청소가 잘 되어있어서 좋았어요 방음도 잘 되어서 굿!! 출장와서 하루 잘 쉬었어요
94_6_24,94_6,94,24,너무 잘 쉬다가 갑니다~ 조용하고 쾌적하고 생각보다 규모도 크네요 객실 내부 청결상태도 굿굿:) 다음에 일산 들르면 또 올 것 같아요
94_6_25,94_6,94,25,굿
94_6_26,94_6,94,26,호캉스하기 좋았어요
94_6_27,94_6,94,27,좋아요
94_6_28,94_6,94,28,완전 시설도 좋고 깔끔해요!! 다음에 또 오고 싶은 곳 입니다 깔끔하고 위생적이에요^^
94_6_29,94_6,94,29,방음도 잘 되고 조용해서 좋았습니다 친절하고 서비스가 좋네요 다음에도 오고싶어요^^
94_6_30,94_6,94,30,조아요
94_7_1,94_7,94,1,침대도 편안하구 침구류도 깨끗하고 어매니티도 필요한것들로 구성되어잇어서 좋았어요 수건도 복도에 더 필요한만큼 사용할 수있게 비치되어있어서 좋았어용 마두역이라 그런지 배달시켜먹을 만한곳이 많아서 넷플이랑 디즈니보면서 하루시간보내기 좋은것같음 대실3번이면 1번 무료래서 담엔 대실로 이용할라구여 가성비 조아요
94_7_2,94_7,94,2,좋아요👍👍👍👍👍👍 가성비좋아요
94_7_3,94_7,94,3,두번째 방문 커피나 일회용품 구비가 잘 되어있어서 편하고 좋았어요 이번에도 잘쉬고갑니다
94_7_4,94_7,94,4,깨끗해요
94_7_5,94_7,94,5,깨끗해요
94_7_6,94_7,94,6,깨끗해요
94_7_7,94_7,94,7,깨끗해요
94_7_8,94_7,94,8,조아요 마두역이랑 가깝고 퇴실이 늦어서 너무 조아오
94_7_9,94_7,94,9,완전 쉬기 편해요~깔끔하고 가성비 짱입니다.
94_7_10,94_7,94,10,"지하철역 바로 근처라 자주 이용하고 있어요~ 요기선 한강라면기계가 있어, 라면먹고 스벅원두커퓌 때리기도 좋구요ㅎㅎ 호캉스로 이만한 곳 없네요 추천합니다👍"
94_7_11,94_7,94,11,업주가 상처 받지 않도록 좋은 리뷰를 남겨달라해 놓으셨는데~ㅜㅜ 남편 군동기 모임 있어 3시간 넘게 달려와 맛난 횟집에서 먹고 동기분 근처 농막에서 맛좋은 목련차에 군고구마 먹고 11시가 넘어 호텔로 들어 왔는데 차량 엘베를 이용 지하주차장으로 내려가 호텔키 받아 체크인 했는데...아뿔싸~~넘 지저분하고..화장실 청결상태도 엉망..베개 커버는 세탁은 한건지도 모를 누렇게 변해 때가 탄 느낌이고..들어오자마자 화장실 냄새가 진동 이정도일줄은 모르고 네이버에서 덜컹 예약해 마지 못해 베개커버에 티슈로 뒤덮고 누워서 리뷰 작성중 . 하룻밤이지만 기분 좋진 않네요.. 얼른 날이 밝아 이곳에서 나가고 싶네요~청소 상태에 조금더 신경 써 주셨음 좋겠네요~
94_7_12,94_7,94,12,"정기검진이 있어 예약한 블랑호텔, 남변의 실수로 모텔급으로 예약이 됐다. 숙박 체크인 시간이 저녁8시라 기다려야 했다. 입실해 처음 느낌은 전체적으로 어둡고 답답했다. 하지만 저렴하고 침대도 편했고 나름 조용했고 온돌방처럼 바닥이 뜨끈뜨끈해 온돌집에서 잔 것처럼 가쁜하고 좋았다. 알바생도 친절하시고 가성비 좋아 나름 만족."
94_7_13,94_7,94,13,가성비 좋고 난방 따뜻하고 조용하니 잘 잤어요. 진료 때 이용해요.
94_7_14,94_7,94,14,굿
94_7_15,94_7,94,15,굿
94_8_1,94_8,94,1,직장 동료들과 킨텍스 출장와서 숙박하게 되었습니다. 근데 에어컨에서 펜모터 베어링 갈리는 소리가 심하게 나서 잠을 거의 못잠(찌익찌익 쇠 갈리는 소리) 직원에게 컨플레인하니 다른 방에도 동일한 소리가 난다고 죄송하다고 하고 가버렸습니다. 다른 동료들 방 확인해 보니 바람 소리만 날뿐 날카로운 기계음은 나지 않았습니다. 거짓말한 직원 다시 확인시켜주려 했으나 남직원은 안 오고 프론트 여직원 올려보내고 무슨 말씀인지 알겠다고 멀뚱멀뚱만 하네요 동료도 방음이 하나도 되지 않아 옆방 관계하는 소리와 침대 삐걱 대는 소리에 잠 못 잤다고 합니다. 절대 호텔 아닙니다. 최악 중에 최악입니다. 이 피해를 어디서 어떻게 보상 받아야할지도 모르겠습니다.
94_8_2,94_8,94,2,조용한 방으로 배치 원한다고 메모 남겨 썼는데 신경 써 주셨는지 조용히 잘 잤어요. 일단 일회용 어메니티가 넉넉히 다양하게 있어서 좋았고 직원 분도 친절했고 안내도 잘 해 주셨어요. 에어컨도 24시간 동안 가동돼서 좋았어요.. 방도 넓고 방 내부도 깨끗하고 화장실 컨디션도 괜찮은줄 알았는데 변기 속 안이 조금 더러웠어요.. 퇴실 후 청소가 꼼꼼하게 안 되었던 것 같아요. 퇴실 할 때 이야기 할려고 했는데 제가 그랬다고 오해할까봐 얘기 안하고 고민 하다가 리뷰를 남기네요. 청소만 좀 신경써주면 더 좋은 컨디션으로 손님들 많이 유치 할 수 있을 것 같아요^^
94_8_3,94_8,94,3,자주 방문하는 곳! 정발산에서 깔끔한 편이고 친절한 편이라 좋아요 주차가 좀 복잡하고 주변 소움이 조금 크게 들리는 룸이 있긴 하지만 케바케라..ㅎㅎ
94_8_4,94_8,94,4,"영하인 날씨.. 와 방이 너무 춥고 새벽에 추워 잠도 설쳤어요. 온풍기를 프론트에서 조절하네요... 요청하고 30분이지나도 따뜻해지질 않고 다시 전화하니 안키셨더라구요 ..... 어머니 모시고 갔는데 추워서 한참을 겉옷도 못 벗고 멍하니 있었고, . 패딩쪼기 입고 담요깔고 잤다가 그리고 새벽에 추워서 깼어요 보니 온풍기를 끄셨네요 .. ?? 영하 날씨에 ??? 겨우 일어나 다시 프론트에 켜달라고 했는데 .. 10분도 안되서 꺼버리셨더라구요 사람이 바뀌면서 다음 직원이 모르고 꺼버린건지 모르겠지만, 그래도 영하 날씨에 히터를 끊는건 뭐죠.. 창가에선 바람이 들어오고 .. 결국 패딩을 더 껴입고 잤습니다---...... ."
94_8_5,94_8,94,5,굿
94_8_6,94_8,94,6,사진은 못찍었는데 편안히 잘쉬다갑니다
