reviewid,storeid,searchid,reviewidx,reviewtxt
95_1_15,95_1,95,15,"네이버 지도 공지로 떠있는 홈페이지 특가로 잡아서 그랬는지 먼지 가득한 방을 줍니다. 창틀, 베란다 방충망, 테이블, 침대 머리맡, 벽, 전화기에 먼지가 하얗게 쌓여있어요. 샤워부스 안에는 물이 안 빠집니다. 호텔 측에서 청소 및 청결 관리는 뒷전인 것 같습니다. Do not disturb를 켜둬도 방에 들어옵니다. 알바가 그랬다고 하던데 알바 기본 교육도 안 되는 듯 합니다. 체크인을 하느라 기존 투숙객과의 통화는 그냥 끊어버리고, 현장에서도 말을 듣기는 커녕 각자 할일을 하거나 하고 있는 말을 끊고 본인 이야기를 하십니다. 킨텍스랑 거리가 있어도 다른 호텔 가는 것을 추천합니다."
95_1_16,95_1,95,16,이번에 가족 호캉스로 놀러온 케이트리에서 파묘 상영을 한다는 소식에 바로당일 예매를하고 보러왔어요. 화려한 스포트 사진도 찍고 너무 편한 쇼파에서 편하게 영화보느라 완전 굿!! 또 방문하게된다면 영화보러 다시 오고싶을것 같아요^ 영화 편하게 보고 호캉스 즐기실 분들 완전 강추에요~!
95_1_17,95_1,95,17,비지니스 호텔로 너무나도 딱! 정말 가 본 그 어떤 비지니스 호텔보다 좋았습니다. 다음에 가보게 된다면 또 들리지 싶어요!
95_1_18,95_1,95,18,하루동안 즐거운시간보내요^~^ 루프탑도 영화도 보고 호캉스 즐기고가네요♡
95_1_19,95_1,95,19,
95_1_20,95_1,95,20,조식은 간단해요
95_1_21,95_1,95,21,너무 편하고 집 안방에서 보는거 같아요 서비스로 스낵과 음료도 맛나요~
95_1_22,95_1,95,22,바닥 청소가 누락된건지..? 바닥에 조그만 쓰레기도 있고 세면대도 지저분하고.. 슬리퍼도 지저분하고.. 위생이... 찝찝해요 그리고 다른방 소음도 들리고 히터에서 끼리릭 하는 소리가 밤새 났어요
95_1_23,95_1,95,23,방음이 절대 안됩니다. 옆호실이 너무 붙어있어서 문닫는소리가 지진처럼 쾅쾅 들리고 심지어는 옆집인지 윗집인지 아랫집인지 새벽에 세탁기돌리는 소리도 납니다. 가격대비 룸컨디션은 나쁘지 않으나 소리에 둔감한편이라면 추천하고 그게 아니라면..
95_1_24,95_1,95,24,1. 난방을 켰는데 그 다음날까지 온도가 안 올라가서 추워 죽는 줄 알았어요 ㅋㅋㅋㅋ 프론트 데스크에 히터 없냐니까 그런 거 없대서 제가 좀 왕왕댔더니 그제야 남자분이 자기네 쓰는 거 빌려 준다면서 가지고 오시더라고요 그것도 근데 그닥 효과는 없었어요 무슨 호텔이 =_= .... 난방이 난 돼요? 글구 히터 소리 엄청 큽니다 2. 보통 호텔에서 휴대폰 잭 빌려 달라 그러면 돈 받나요? ...... 고장난 잭 빌려주고 돈 달라 그러는 업장은 처음 봤네요;;;;; 3. 루프탑 식당에서 와인 마시다가 너무 불쾌한 경험을 해서 방에 가서 마시자 하고 .... 와인잔 부탁 드렸더니 가지러 로비로 오래요 ㅋㅋ그것도 플라스틱 ㅋ 위험해서 안된대요 유리잔 ㅡㅡ 진짜 신박한 논리
95_1_25,95_1,95,25,일반 영화관과 다르게 투숙객 편의를 위해 시설이 잘 갖춰졌습니다. 영화 정말 재밌게 잘봤습니다
95_1_26,95_1,95,26,"1박 2일 일정이 모두 일산이라서 부랴부랴 알아보고 예약한 곳인데 괜찮았어요^^  1️⃣찾기 쉬운 위치 킨텍스 근처, 원마운트근처,일산호수공원근처  2️⃣주차장 넓어요. 그래서 덕분에 주차는 수월  3️⃣ 어메니티 3인준비 센스 예약시 아동1 성인2로 했는데 어메니티 3개 ㅎㅎ 센스입니다.  4️⃣친절 프론트 직원분중 막내여자분(?) 친절하세요!! 아이 장난감 만들다 급히 테이프가 필요했는데.. 민망했으나 직원분의 대처로 안민망하게 잘 빌려옴  5️⃣나는 조식 OK. 조식 가성비좋고 맛나게 먹었어요.  다만 한가지 아쉬운건 옆방아저씨 코고는 소리와 기상시간까지 알 수 있을 정도의 벽간방음 ㅜㅜㅋ 그래도 시설깔끔 깨끗 침대 아늑 하여 잘 지내고 왔습니다!"
95_1_27,95_1,95,27,굿
95_1_28,95_1,95,28,1. 드럽다 출장으로 호텔 많이 다녀봤지만 충격적이다. 자려고 이불을 들췄는데 면봉이 나왔음....침구는 세탁하는게 맞는건지 의아함 테이블에 오물 묻어있는것도 그대로고.... 진짜 더러움  2. 지도 위치 오류 호텔스닷컴으로 예약했는데 주소가 킨텍스2전시장으로 찍혀있음. 2전시장쪽인가 하고 갔다가 도저히 없어서 다시 찾아보니 1전시장 후면이었음. 이에 대해서 항의했더니 미안하다 소리보단 확인해본다고 하고 끝남... 호텔스닷컴이면 그래도 호텔쪽에선 주요 앱인데 주소가 잘못나와있는게 말이되는지 모르겠음..
95_1_29,95_1,95,29,친절하고 시설좋고 영화관도 너무 기대되요
95_1_30,95_1,95,30,호텔왔다가 럭셔리하게 영화까지 보고 넘 좋았어요 리클라이너 소파 편하고 옆 뒤 좌석과 간격이 멀어서 프라이빗한게 특히 좋았어요 오븟하게 데이트 즐기기 딱이에요 또 오고 싶은 곳이에요
95_2_1,95_2,95,1,"일산 킨텍스캠핑장 카라반 솔직후기  ① 킨텍스 제2전시관 옆 부지에 위치한 도심캠핑장 일산 킨텍스캠핑장 매월 10일 오전 10시 익월 사전예약 오픈 예약방법은 본문 참고 고양시민 기본 30% 할인혜택  ② 14시 입실, 익일 11시 퇴실 예약자 본인 신분증 필수 지참하여 입실  ③ 카라반 4인실의 경우 4인 초과인원 입실 불가 (영유아 모두 인원수 포함)  ④ 불멍, 바베큐 즐기시려면 석쇠, 장작, 숯, 토치, 부탄가스 필참 바로 인근 킨텍스 트레이더스 이용 추천  ⑤ 킨텍스캠핑장 주변 맛집 추천 일산칼국수 맛집 <반시면옥>  자세한 내용은 '아빠! 또 산가?' 채널을 참고해주세요"
95_3_1,95_3,95,1,탄현 호텔그라체입니다. 로비도 큼지막하고 깨끗해서 들어올 때 기분 좋고 객실 시설도 매우 만족합니다. TV도 커서 유튜브 보기 좋고 침구류가 깨끗하고 냄새도 나지 않아서 가끔 이렇게 방문하면 항상 만족하고 있습니다. 다음에 또 방문하겠습니다
95_3_2,95_3,95,2,객실도 너무 깔끔하고 로비에도 조식같이 준비되어있는 것도 있어서 대접받는 느낌 들어서 기분이 너무 좋았어요! 전에도 방문해본 적있는데 탄현역 근처에서는 여기가 제일 좋은 것같아요!
95_3_3,95_3,95,3,남자 직원분들 엄청 친절하시고 방이 깨끗하고 넓어서 하루만 지내기 아까울 정도로 좋더라구요! 탄현 오게되면 또 방문할 의사 200프로~!
95_3_4,95_3,95,4,일산에 가끔 놀러오는데 그라체 두번째방문이예요^^  일산주변 근처 숙박 검색하다가 반년전 방문했던 그라체 보고 망설이지 않고 재선택했어요  시설이 깨끗하고 냉난방 잘되고 간단한 셀프바까지 가격대비 아주 만족합니다^^
95_3_5,95_3,95,5,올때마다 항상 잘 쉬고 힐링하고 가는 느낌 연박으로 맨날 놀고 갑니다 역시나 오늘도 친절했고 식빵 맛있음 라면 다섯개 먹어버림
95_3_6,95_3,95,6,잘 놀고 쉬다갑니다 먹자골목이라 술 한잔 하고 갔는데 역시나 친절하고 좋았던 곳 잘 쉬고 놀다갑니다
95_3_7,95_3,95,7,믿고 여는 탄현 항상 친절하고 깔끔한 객실 잘 놀다갑니다
95_3_8,95_3,95,8,이쁘고 좋아요 탄현에서 가장 깨끗하고 편한 곳 인 것 같아요!
95_3_9,95_3,95,9,잘놀다갑니다 탄현에서는 여기가 좋긴함 티비 커서 넷플릭스 잘 보다갑니다 여기 금연호텔인데 누가 자꾸 몰래 담배 피는지 복도에서 스멀스멀 들어옴 ㅡㅡ 다같이 이용하는데 그러지 맙시다잉
95_3_10,95_3,95,10,진짜 이런 곳은 없을것같네요!! 객실 직원 시설 정말 말도 안되게 깔끔하고 깨끗하고 친절하고 너무 좋았네요ㅎㅎ 직원분들이 항상 웃으면 친절하게 대해주셔서 너무 좋았습니다. 이런곳 많이 생겨났으면 하네요ㅎㅎ
95_3_11,95_3,95,11,올때마다 좋긴함 적어도 실패는 없음 굿
95_3_12,95_3,95,12,평일에 일때문에 들럿는데 좋았어요 한국에도 이런 비즈니스 호텔이 늘어나네요
95_3_13,95_3,95,13,올때마다 친절해서 좋은곳 향기도 좋고 항상 쉬러 잘 다닙니다 아렇게만 유지해주세요
95_3_14,95_3,95,14,시원한 방에서 잘 쉬다 갑니다
95_3_15,95_3,95,15,프론트에 계시는 직원분들이 너무 친절하시고 응대도 성의있게 해주시고 무엇보다도 스낵바가 있어서 자유롭게 요깃거리할수 있는게 제일 베스트인것같아요~ 객실 컨디션도 너무 좋고 너무 친절하셔서 자주 이용하고 있어요 많은 사람들이 이용했으면 좋겠어요ㅎㅎ 그래서 올때마다 이렇게 리뷰 남기네요ㅎㅎ
95_3_16,95_3,95,16,거의 주에 2번씩은 방문하는데 갈때마다 너무 친절하셔서 집이 멀어도 자주 방문하고있어요ㅎ 직원분들도 친절하시고 조용해서 혼자 쉬기에도 적당하고 안락해요 탄현에 있는 숙박업소 중에 제일 좋은곳같아요 금액이 비싼것같다가도 방문하면 그런 생각이 싹다 사라져요 직원분들때문이라도 더 자주 와야겠네요ㅎㅎ 항상 친절하게 응대해주시고 매번 감사합니다ㅎ
95_3_17,95_3,95,17,호텔이라는 이름에 걸맞게 깔끔하고 쾌적해 정말 편히 쉬다왔어요 발렛파킹으로 편하고 로비부터 복도까지 좋은 향기가 났어요 룸컨디션도 좋았구요 👍👍👍 만족합니다
95_3_18,95_3,95,18,직원분이 친절하셔서 잘 묶고 갑니다~
95_3_19,95_3,95,19,주말마다 이용하는 곳이에요 탄현에서는 여기만큼 좋은데가 없어요 다른곳이랑 다르게 깔끔하고 컴퓨터도 있고 쉬면서 놀기에도 좋아요 주변에 맛집도 많고. 사장님도 진짜 친절해요
95_3_20,95_3,95,20,갈때마다 데스크 직원분 특히 팔토시하신분 너무 친절하시고 서비스도 최고입니다 이 가격에 이정도 퀄리티는 탄현에서 여기밖에 없어요 탄현 올때마다 여기서만 머물다갑니다 뭐하나라도 더 챙겨주시려하시고 부담없이 쉬다가 가기 좋습니다
95_3_21,95_3,95,21,항상 친절한 직원분 ㅎㅎㅎ 오실때마다 계시네요 ! 객실도 깨끗하고 냄새도 안나고ㅎㅎ 최고입니당 ㅎㅎ
95_3_22,95_3,95,22,늘 이용하고있습니다 너무 좋아요
95_3_23,95_3,95,23,자주 와요 편해요 친절해요 스낵바 있어서 좋은것같아요 가운도 새로 샀나요? 깨끗해진것 같음 굿
95_3_24,95_3,95,24,일산 가본곳 숙박중에 여기가 제일 좋아요! 방음도 잘되고 냄새도 안나고!!!⭐️⭐️ 다른숙박업소가면 약간 그 특유에 냄새가 있는데~ 여기는 전혀 그런게 없고 정말 깔끔합니다! 그리고 겨울에 난방도 잘되구 추천해요!!!! 1층에 라면도 있고 서비스가 너무 좋습니다! 추천공간도 넓고 주차도 발렛 잘해주시고 차키에 귀여운 강아지 키링도 달아주신적있습니다~ 그리고 저번에 지갑놓고갔는데ㅜㅜ 보관 잘해주셔서 감사합니다~
95_3_25,95_3,95,25,일 때문에 오는데 아주 좋네요👍
95_3_26,95_3,95,26,"오랫만에 방문드린 호텔그라체 탄현점 프론트직원분의 친절한설명과 깨끗한 침구, 만족스런 시간. 감사합니다. 이 일대에서 위생으로는 탑급이네요 또 다시 조만간 방문 드리겠습니다♡"
95_3_27,95_3,95,27,프론트 직원분들이 너무 친절해서 좋네요ㅎㅎ 들어가자마자 시원하고 깔끔하고 정말 탄현쪽에 있는 숙박업소중에 탑인것같아요
95_3_28,95_3,95,28,그라체는 올때마다 깨끗하네요👍👍
95_3_29,95_3,95,29,탄현역 근처 모텔 중 가장 깨끗하고 좋아요!
95_3_30,95_3,95,30,3명이 일하러 와서 깨끗한편이긴한데 약간 케바케 담배 냄새 나는 방이 ㅠ
95_4_1,95_4,95,1,"배게에 머리기름이 찌들어 있어서 환불해 주라니 먼저 죄송하다는 말도 없이 확인해본다 하여 방에서 배게 가져다 주니 배게만 바꾸준다하고, 방을 바꿔준다하고 기가 막혀 전액환불해주라니 전액환불은 안된다하는 기가막힌 사장. 기분 더러워서 12만원 너 먹으라 하고 나옴. 서비스업의 기본 자세가 안 되어 있는 곳 임. 사장. 내 말이 틀린 것이 있다면 명예훼손으로 고소하시오. 제대로 응징해 주리다."
95_4_2,95_4,95,2,1층에 커피머신 있어서 좋아요 욕조에 머리카락 있었는데 그냥 샤워기로 흘려내려서 없앴어요
95_4_3,95_4,95,3,굿
95_4_4,95_4,95,4,굿
95_4_5,95_4,95,5,좋아요
95_4_6,95_4,95,6,내부는 좋치안아요
95_5_1,95_5,95,1,사장님 진짜 친절하십니다! 들어가자마자 웃는 얼굴로 맞이해주셔서 첫인상부터 짱 대박! 객실 들어오자마자 일산 넘버원 숙소네요 ㅎㅎ 넒고 가격도 합리적이고! 일산 쉬러오면 여기만 올 것 같습니다!  #킨텍스호텔 #고양종합운동장숙소 #킨텍스숙소추천
95_5_2,95_5,95,2,#킨텍스숙소추천 #고양종합운동장숙소 #킨텍스호텔 넘 좋아요!! 예전에 왔을때 만족해서 재방문했는데 사장님도 너무너무 친절하시고 방도 너무 깨끗해요 고양종합운동장 숙소로 추천합니다 >.< 킨텍스 출장 호텔로도 넘 좋아요 다음에 또 재방문할 예정입니다!!
95_5_3,95_5,95,3,일산킨텍스에 시험일정이 있어서 킨텍스근처가까운곳검색으로 왔는데 생각보다 깔끔하고 좋네요 도보이용가능한 위치라 좋고 근처 음식점들도 많아서 편리합니다 금연객실로 운영되서 담배냄새도 안나서 좋았습니다
95_5_4,95_5,95,4,킨텍스 출장 왔다가 들렸어요. 숙소 입실할때 사장님께서 친절한 미소로 반겨주셔서 처음부터 기분 좋았던 곳이었습니다. 종합운동장도 가까워서 접근성도 최고예요! 숙소 내부도 너무 깔끔해서 편히 쉬다갑니다~
95_5_5,95_5,95,5,"킨텍스 행사 업무차 머물렀는데 고양종합운동장이랑도 가까워서 공연 볼때 숙소로 잡기에도 정말 좋을것 같아요.도보 5분 정도 거리라 왔다 갔다 하기 너무 편했고, 사장님과 직원분들 정말 친절하셔서 기분 좋게 지냈습니다. 네이버 사진 리뷰는 리모델링 이전 사진이 많아서 처음엔 걱정했는데 직접 가보니 2024년 초에 리모델링을 하신것 같더라고요.시설이 훨씬 깔끔하고 쾌적해서 기대 이상으로 만족스러웠어요.침구류도 너무 깨끗했고 덕분에 편안하게 쉴 수 있었습니다.특히 커피 없으면 못사는 저에겐 무료로 제공되는 서비스가 너무 좋았어요☺️테이크아웃도 가능하게 준비되어있어서 덕분에 아침에 행사 가기 전에 한 잔씩 챙겨갔습니다.킨텍스나 고양종합운동장 방문 예정이라면 대화역 근처 가성비 좋은 숙소로 강력 추천합니다!😆"
95_5_6,95_5,95,6,#킨텍스숙소추천 #고양종합운동장숙소 #킨텍스호텔 여러번 묵는 곳이에요~ 깨끗하고 조용해서 좋아요. 사장님도 너무 친절하시고요~ 계속 올 예정!
95_5_7,95_5,95,7,대화역 접근성 최고에요 #킨텍스호텔 #고양종합운동장숙소 #킨텍스숙소추천
95_5_8,95_5,95,8,"킨텍스 근처고, 이 근방에서 제일 깔끔하고, 가격도 괜찮아요! 강추드립니다!!"
95_5_9,95_5,95,9,깔끔하고 친절해요!!
95_5_10,95_5,95,10,
95_5_11,95_5,95,11,친절하고 깔끔해요 -!-!-!
95_5_12,95_5,95,12,조용해서 쉬기 좋았어요.
95_5_13,95_5,95,13,ㅇ
95_5_14,95_5,95,14,디즈니 가능!
95_5_15,95_5,95,15,넷플릭스!
95_5_16,95_5,95,16,방잡고 2~3주 머물렀는데 주말엔 7만원 받아요. 미리 잡은 사람인데 D.C도 없고 다음에 다른 곳 이용할랍니다
95_5_17,95_5,95,17,ㅋ
95_5_18,95_5,95,18,굿
95_5_19,95_5,95,19,침구류나 모텔안은 쏘쏘에요 근처 식당이나 먹을곳 있어서 좋았어요
95_5_20,95_5,95,20,근처에 식당 많은거 굿
95_5_21,95_5,95,21,ㅋ
95_5_22,95_5,95,22,굿
95_5_23,95_5,95,23,굿
95_5_24,95_5,95,24,굿
95_5_25,95_5,95,25,굿
95_5_26,95_5,95,26,친절해요
95_5_27,95_5,95,27,...
95_5_28,95_5,95,28,무난
95_5_29,95_5,95,29,굿
95_5_30,95_5,95,30,잘쉬었어요!
95_6_1,95_6,95,1,"소비자의 피드백에 돌아온 건 이용제한  사업주의 경솔한 행동으로 재방문 의사 X  제가 환불을 요구했나요, 여기 안좋으니 오지 말라고 악의적으로 썼나요.  1. 야놀자 어플로 예약해서 전부 좋았으나 에어컨만 신경써달라는 리뷰를 업장권리침해 신고로 비공개리뷰로 만들고 근거없는 주장으로 호텔 운영에 불편을 초래하여 앞으로 이용 제한한다?  ->그날 예약내역(6월 16일 오후 6시)과 사진을 찍은 시간(6월 16일 오후 6:16), 위치(대화동 호텔밀레니엄) 전부 첨부합니다. 이제 근거가 됐을까요  2. 답변상 저 당시 조만간 정비예정이다라고 말씀하셨습니다  -> 그말은 제가 이용한 당시에는 정비 전이라 충분히 저 상태일 수 있지 않을까요?  재점검하겠다, 신경쓰겠다도 아니고 근거없는 주장은 새로운 답변이네요."
95_6_2,95_6,95,2,정말 별로네요. 킨텍스 업무상 방문했는데 간단한 조식이 있다고 선택했는데 당일 아침 커피만 있어서 문의했더니 주문한 빵이 안왔다고 끝이네요. 사과도 없네요. 인근 저렴한 모텔이 더 낫겠네요. 비추합니다.
95_6_3,95_6,95,3,직원들도 친절하고 시설도 너무 좋고 인테리어도 깔끔합니다. 주변 고양체육관과 킨텍스 접근성도 훌륭합니다.  밀레니엄 호텔 적극 추천 드립니다.
95_6_4,95_6,95,4,대화역 인근 가장 최근 리모델링하여 쾌적합니다~~
95_6_5,95_6,95,5,"살면서 방문한 숙박업소 중 이곳 직원이 가장 불친절 합니다. 1층 로비 데스크 5~60대 추정 중년 남성 직원은 서비스직이신걸 전혀 인지하지 못하시는 것 같습니다. 선생님처럼 가르치려 든다, 고 하기엔 교권 약화로 인해 요즘 선생님들은 꿈도 못꾸실 수준의 가르치는 말투에 단순 방 안내에도 언성 높이시는 건 기본입니다. 어쩔 수 없이 방문하셨다면 최대한 다른 직원 응대 받으시길 바랍니다."
95_6_6,95_6,95,6,일산 참 숙소 적다ㅠ 그나마 여기 겨우 찾고... 푹 쉬기 좋은 숙소 👍
95_6_7,95_6,95,7,좋아요 숙소 필요했는데 너무 좋았어요
95_6_8,95_6,95,8,두번째 방문 즐겁게 잘 사용하고 갑니다. 항상 청결하고 직원분들도 친철하네요.. 하단에 몰상식한 댓글들이 몇몇있어서 걱정했는데 전혀 그렇지않네요.. 고생많습니다 사장님 감사합니다.
95_6_9,95_6,95,9,깨끗하고 시설 좋은데 데스크 안경쓰신 아줌마 개미목소리로 표정없이 말투가 딱딱함
95_6_10,95_6,95,10,1명 추가요금ㅇ
95_6_11,95_6,95,11,투숙중에 외출했다 돌아오니 청소하시는 분이 청소한다고 방에 마음대로 들어온것도 모자라 냉장고 음식물도 가져가버리는 숙박업소예요. 가격도 많이 올려버리고 쥔장의 불친절한 태도로 이제는 못갈것 같아요.
95_6_12,95_6,95,12,일산백병원 근처 비즈니스 호텔로 조용하고 침구도 깔끔하게 잘되있어 출장시 매번 들리다보니 벌써 5년차 단골이네요~
95_6_13,95_6,95,13,👍
95_6_14,95_6,95,14,굿
95_6_15,95_6,95,15,
95_7_1,95_7,95,1,굿
95_7_2,95_7,95,2,굿
95_7_3,95_7,95,3,굿
95_7_4,95_7,95,4,굿
95_7_5,95_7,95,5,굿
95_8_1,95_8,95,1,친절하시고 깨끗하네요
95_8_2,95_8,95,2,어두워서.딱 좋아요
95_8_3,95_8,95,3,대화역 앞 킨텍스 출장 시 깨끗한 숙박 가능
95_8_4,95_8,95,4,평일인데도 주차장이 가득차 발렛 해 주시네요 인테리어 괜찮았어요 깔끔하고 편안해요
95_8_5,95_8,95,5,청소가 좀 안된듯싶었어요 ㅠㅠ 다른건 다 좋았구요
95_8_6,95_8,95,6,
95_8_7,95_8,95,7,굿
95_8_8,95_8,95,8,친절해요
95_8_9,95_8,95,9,카운터 분들이 정말정말 친절하세요! 문의사항에 대한 답변도 빨랐구요 ! 간식사러 외출했다 들어오는데도 인사해주셔서(놀랐지만) 기분은 좋았어요 킨텍스에 볼일이 있어서 왔는데 도보 10분정도면 갈수 있는 곳이고 가성비 좋은 숙소 같아요 ! 솔직히 제가 너무 이른시간에 왓는지 룸 컨디션은 .... 별로였지만 가격과 침구 구비되어있는 것들과 친절함이 상쇄 시켜주네요 ! 무료 음료수도 1층에 준비되어있고 기본 제공 물도 3병이에요 1층에서 더 받을 수 있음 ! 주차장도 있고 와이파이도 있구요 흡연룸도있어요 아 층에서 냄새가 섞이는건 좀 아쉬운 부분이었어요 ~산책하기 좋은동네이고 술집 밥집이 멀지 않은 곳에 위치하고 있어서 좋았어요
95_8_10,95_8,95,10,난방최악
95_8_11,95_8,95,11,굿
95_8_12,95_8,95,12,굿
95_8_13,95_8,95,13,약간 추운데 괜찮아요
95_8_14,95_8,95,14,굿
95_8_15,95_8,95,15,굳
95_8_16,95_8,95,16,독점
95_8_17,95_8,95,17,굿
95_8_18,95_8,95,18,굿
95_8_19,95_8,95,19,굿
95_8_20,95_8,95,20,ㅇ
95_8_21,95_8,95,21,ㅇ
95_8_22,95_8,95,22,ㅇ
95_8_23,95_8,95,23,좋아요
95_8_24,95_8,95,24,좋아요
95_8_25,95_8,95,25,괜찮았어요
95_8_26,95_8,95,26,좋아요
95_9_1,95_9,95,1,대실 후에 바닥청소를 잘 안하셨는지 입실했는데 바닥이며 침대근처며 라면 부스러기가 ㅠ 잔뜩 ㅠ 그거 빼곤 좋았어요 전반적 깨끗했고 조용했습니다
95_9_2,95_9,95,2,킨텍스 박람회때 숙소로 잡았습니다 침구가 뭔가 편한거 같으면서도 불편한 느낌..  3일동안 잘 쉬다왔습니다
95_9_3,95_9,95,3,1. 구석구석 머리카락이 많습니다 2. 세면대 물 내려가는 것이 많이 느립니다 3. 샤워기 거치대와 줄이 망가져 있습니다
95_9_4,95_9,95,4,너무 너무 친절하시고 깨끗하고 주차도 편하고 주변 편의시설도 많아 어떤 이유로 숙박을 하든 좋아요 기분좋게 편하게 쉬다왔습니다
95_9_5,95_9,95,5,"볕이 잘 들지 않고, 습해서 저는 개인적으로 별로였습니다"
95_9_6,95_9,95,6,굿
95_9_7,95_9,95,7,두 번째 이용했어요. 깨끗하고 편리합니다. 넓은 욕조와 샤워실 아주 좋았어요.
95_9_8,95_9,95,8,킨텍스 . 원마운트 근처예요. 차로 10분이내ㅎ 앞으로 일산에 올때마다 자야겠다 생각했어요 방넓고. 사진처럼 화장실도 대궐이예요. (사진속에 옆 욕조는 안나옴) 직원분 엄청 친절하시고..주차장도 지하도 있어서 넓은편인듯해요. 가성비 최고입니다
95_9_9,95_9,95,9,킨텍스로 일갔다가 가게된 리치호텔 . 직원분이 너무너무 친절하게 잘해주셔서 감사했습니다 😀  잘자고 푹쉬다가.갑니당. 화장실 짱 넓어서 편하게 샤워했오요^_^👍👍
95_9_10,95_9,95,10,방이 넓어서 좋네요
95_9_11,95_9,95,11,방이 깨끗해요~~
95_9_12,95_9,95,12,굿
95_9_13,95_9,95,13,잘 쉬다 왔음니다
95_9_14,95_9,95,14,다음에 또 방문할게요
95_9_15,95_9,95,15,쏘쏘
95_9_16,95_9,95,16,너무 좋았어요 깨끗하고!! 직원분들도 친절하셨구요! 특히 화장실이 진짜 넓고 좋았어요! 다음에 경기도 올 일 있으면 여기 묵어야겠다고 생각했습니당 ㅎㅎ
95_9_17,95_9,95,17,굿
95_9_18,95_9,95,18,좋아요
95_9_19,95_9,95,19,"스태프들 친절하고, 교통 편리합니다."
95_9_20,95_9,95,20,굿
