reviewid,storeid,searchid,reviewidx,reviewtxt
93_2_2,93_2,93,2,작년이맘때 생일선물로 호캉스^^참치회~! 올해도 변함없이 또 호캉스 즐기러 왓어요^ 호텔 주변 맛집 장어 먹엇네요^^!
93_2_3,93_2,93,3,우선 계신 분들 모두 친절하시고 좋았습니다! 주말 및 공휴일 숙박은 체크인시간 다르니 꼭 확인해주세요. 이에 대한 체크인시간 고지도 따로 수정해주셨음 합니다ㅠㅠ̑̈ 혹시 미리 얼리체크인 원하시면 따로 얼리체크인 웁션이 있거나 시간당 만원으로 결제하시고 입실하면됩니다. 채크아웃은 1시로 편안히 있다가 넉넉하게 나올 수 있어 좋았어요 화장실 욕조가 수도 하나밖에 없어 물받는데̄̈ 시간이 좀 걸린다는점과 변기문이 투명문이라 밖에서 보인다는 점 미리 남깁니다 ㅋㅋㅋㅋ̐̈ 어메니티는 세면도구 천원 치약칫솔은 이천원?̊̈ 이였던거같아요. 그 외 차 커피있고 음료수까지 있어 굿!!. 전자레인지는 1층에 있습니다!
93_2_4,93_2,93,4,샴푸나 바디워시 없음 (카운터에서 구매해야 함) 비데 없음 벌레 많이 나옴
93_2_5,93_2,93,5,숙소 컨디션 양호하고 조용합니다~ 직원분들도 친절하세요 다만 샤워기 위치가 조금 아쉽네요 샤워하면 세면대쪽 까지 물이 다 튈수밖에 없어요ㅠ  다른 건 다 좋았어요! 잘 쉬다가 갑니다^^
93_2_6,93_2,93,6,들릴때마다 편한하게 쉴수 있는 호텔이에요
93_2_7,93_2,93,7,좋아요
93_2_8,93_2,93,8,"친절하고 방과 침대, 욕실이 깨끗하고 정리가 잘되어있어요."
93_2_9,93_2,93,9,"가성비짱입니다 들어설때 건물이 한동 덩그러니라 쫌 그랬는데 주차장들어가는 입구폭도 좁구요 근데 객실은 정말 좋았어요 조용하고, 깨끗하고, 앞으로 고양가면 여기로 정해려구요"
93_2_10,93_2,93,10,깨끗하고 시설도 좋고 넘 좋아요~ 고양시 갈때마다 이곳을 이용할꺼예요 ^^
93_2_11,93_2,93,11,원흥 놀러올 때마다 가는 곳 친절하고 깨끗해서 자주 가용 ㅎㅎ
93_2_12,93_2,93,12,휴가철에 가족이 하루 묵어가기 깨끗하고 좋아요 주변에 즐길 수 있는 시설들이 가깝고 맛집도 많아요 스타일러도 있어서 입었던 옷들도 뽀송뽀송 하니 만족도가 추가 되네요 일회용품이랑 샤워실 샴푸 비누는 구입 해야 되구요 조금 아쉬움ㅎ 환경살리기로 본인들이 가져온거 쓰면 맘이 편할듯 하네요 깨끗한 호텔 잘 이용했어요 담에 또 방문할게요
93_2_13,93_2,93,13,잘 다녀갑니다 배달 음식 1층에서 받아야 되는 것이 아쉽네요
93_2_14,93_2,93,14,"사진에서처럼 룸도 깨끗하고 넓고 샤워부스랑 욕조도 따로 분리되어있어서 딸램이 반신욕하는동안 저는 샤워~다녀본 곳 중 제일 맘에 든 숙소였어요 주차도 불편함없었고 어메니티도 다른곳보다 저렴한데 질도 좋은제품이라 만족, 룸에 스타일러도 있어서 정말 👍 편하게 잘 쉬다 왔습니다. 정말 강추강추~~♡"
93_2_15,93_2,93,15,직원분들 친절하시고 시설도 좋아요 깔끔하고 룸에 스타일리쉬도 있고 좋습니다.
93_2_16,93_2,93,16,"가족들과 세번째 방문입니다. 직원분들 친절하시고, 시설도 깨끗하고 좋아요. 같은 트윈디럭스인데도 조금씩 다른건지, 이번에 묵는 숙소는 욕실 조명이 너무어두워서 조금 불편했어요ㅜㅜ 파우더룸으로도 활용해야 하는데 거울에 있는 조명만으론 많이 어둡더라구요. 그것만 빼면 만족합니다^^"
93_2_17,93_2,93,17,"일이 있어 이쪽으로 가야할일 있으면 항상 애용하는 숙소 , 깨끗하고 편해서 잘쉬어갑니다 담에도 이용하겠습니다"
93_2_18,93_2,93,18,객실이 넓고 쾌적해서 너무 좋았어요ㅠㅠㅠ 여름휴가 겸 호캉스 온건데 풍경이 초록초록 이뻐서 참 맘에 들었습니다. 직원분들이 안내도 잘해주시고 친절해서 꼼꼼리뷰 남겨요! 역이랑도 가깝고 뷰도 좋아서 친구랑 또 오자고 약속했습니다ㅠㅠ 잘 쉬다 갑니다!
93_2_19,93_2,93,19,고양에 자주 가지는 않지만 갈때마다 이곳에서 잡니다. 주변이 워낙 조용한 동네라서 조용하고 깨끗해서 비즈니스 호텔로 사용하기엔 참 좋네요. 잘 쉬다 갑니다.
93_2_20,93_2,93,20,너무 깨긋하고 좋아요
93_2_21,93_2,93,21,일산은 살기좋은 동네죠^^ 생일을 맞아 2박3일 호캉스하면서 맛잇는 음식 먹을수 잇는 위치여서 가성비 좋코 만족합니다^^!! 참치회 생일상 받고~다음날도 신나게 놀고 맛난거 먹고 최고의 생일 선물 받앗아요^^!!내년에도 또 오고싶어여!^^
93_2_22,93_2,93,22,직원분들이 어느시간대나 다들 친절하십니다 항상 너무 감사드립니다 다만 5층은 방음이 잘 안되는것 같아요
93_2_23,93_2,93,23,"두번째방문입니다. 시설 깔끔하고좋아요. 주변에 맛집도많고, 편의시설도 많아서 다시 방문했습니다. 가족들과 편히 쉬었네요"
93_2_24,93_2,93,24,내부인테리어가 모던하고 침구가 편해요~
93_2_25,93_2,93,25,깔끔하고 편히쉬기 넘 좋아요!!:)
93_2_26,93_2,93,26,부모님과 항상 애용하는 곳인데 오늘은 침구가 제대로 세탁이 되지 않았는지 먼지가 많았어요 누웠는데 눈이 좀 따가웠습니다 하지만 직원분들도 너무 친절하시고 여기만큼 청결한 곳은 없어요 직원분들 친절에 감사드립니다
93_2_27,93_2,93,27,"총평 : 두번다시 숙박할 일 없는 최악의 숙소 1. 장점 -객실이 넓고 쾌적함 -주변 인프라가 훌륭함 2. 단점 -방음 수준이 최하(야외에서 취침하는 느낌, 주변 문 닫는 소리, 자동차 지나가는 소리 다들림, 새벽내내 소음 있음) -고객의 불편 접수에 대한 직원의 응대 최하(불편사항 문의했더니 왜 그때 바로 얘기 안했냐며 고객의 탓으로 돌리고 결론적으로 그런 소음은 어쩔 수 없다는 식으로 답변하고 끝.) -숙소 등급에 대한 솔직하지 못한 응대(우리는 스위트 프리미엄으로 예약을 했고, 트윈 베드로 변경 요청함. 그러나 솔직하게 동급의 룸에선 트윈이 없다고 얘기하지 않고 오히려 기존 예약했던 것보다 2만원 더 저렴한 스위트 패밀리로 변경해주고 바꿔드린 룸타입이 제일 좋고 비싼 곳이라며 고객을 기만함.)"
93_2_28,93_2,93,28,혼자 일할때 쉬기좋습니다
93_2_29,93_2,93,29,이제 갓 돌 지난 아기가 있어서 이사하는 동안 머무를 공간이 필요해 예약을 했는데 안내도 잘해주시고 친절하게 대해주셨습니다. 시설도 좋고 화장실이 깨끗해서 편안히 보낼 수 있었어요!
93_2_30,93_2,93,30,사진을 안찍어 없네요 생각을 못한^^; 편안하게 잘자고 잘쉬었습니다 또 그쪽으로 숙소 잡을일 있으면 갈려구요
93_3_1,93_3,93,1,"서울 근교 북한산국립공원에 자리한 북한산 사기막 야영장은 도심 속 숲 캠핑을 원하시는 분들께 훌륭한 친환경 캠핑 장소입니다.  탄소중립 정책에 따라 전기차 및 수소차만 야영장 진입이 가능하며, 일반 차량은 인근 북한산성 제1주차장에 주차 후 셔틀버스를 이용하셔야 합니다.  일반 야영지, 산막 텐트, 하우스형 숙소 등 다양한 숙박 시설이 깨끗하게 관리되고 있으며, 온수 샤워실, 개수대, 화장실 등 편의시설도 잘 갖춰져 있습니다.  다만, 숯불 및 장작, 화로 사용은 불가하며 취사용 가스버너만 사용 가능하다는 점 참고 부탁드립니다.  자연 친화적인 조용한 분위기와 저렴한 가격, 깨끗한 환경이 장점이지만, 차량 진입 제한 및 예약 경쟁이 치열하고 숯불 사용이 불가능한 점은 단점으로 지적될 수 있습니다"
93_3_2,93_3,93,2,산속에 진짜힐링 공간 내연기관차의 불편함을 감수할만함
93_3_3,93_3,93,3,
93_3_4,93_3,93,4,여기 직원분들이 친절해서 좋아요
93_3_5,93_3,93,5,이용하는 사람이 적어서 오히려 좋았습니다 조용히 잘 쉬다 왔습니다
93_3_6,93_3,93,6,가까운 거리라 좋았고 시설들이 깨끗했습니다 아이들과 조용히 잘 쉬다 왔습니다
93_3_7,93_3,93,7,
93_3_8,93_3,93,8,"공용시설 관리가 정말 잘되어 있고,매너타임도 잘지켜졌어요.관리소 직원분들과 셔틀버스 기사님도 참 친절하셨고요. 특히 향쌤이 진행하는 생태탐험 프로그램이 즐거웠어요. 꽃과 나무들의 이름과 사연도 듣고 사기막의 유래도 듣고,안들었으면 폭염에 지쳐서 힘들었던 캠핑으로 기억될뻔 했는데,재밌고 유익한 시간이 되었습니다. 향샘 감사합니다'♡.이런 좋은 프로그램은 앞으로도 쭈우욱 계속됐으면 좋겠어요. 사기막 야영장 갔다오니 전기차 사고 싶어요 ㅎ ㅎ ㅎ"
93_3_9,93_3,93,9,장점 서울에서 가까운 거리에 있다 단점 하우스형 사이트에만 분리수거장이 있다 오토캠핑 사이트에 공용냉장고가 없다 다른 국립공원 사이트 모두 냉장고가 있는데 여긴 없어서 따로 준비해오셔야 합니다 아시겠지만 내연기관은 이용이 불편하다
93_3_10,93_3,93,10,집 가까운 곳에 조용히 쉴 수 있는 곳 너무 좋아요. 관리도 잘 되고 있어 너무 깨끗하고 좋네요.
93_3_11,93_3,93,11,B형 이용했어요 바퀴달린 집과 집 사이가 좁앗ㆍ 이동하기 불편 했어요 나무도 작고 그늘도 없고 여름철 이용이라 덥고 할 것이 없어요 저녁 먹고 오기엔 좋을 것 같아요. 시원한 가을엔 집밖 탁자에서 먹긴 좋을 듯 하나 공간이 작아서 아쉬워요 시설은 깨끗 해요 직원분들도 다 친철하고요^^ 무공해차량 이용하기 편해요.무공해차량 아닌분들은 북한산성제1주차장에 주차 후 인원명단 써틀버스이용 해 사기막야영장으로 올 수 있어요
93_3_12,93_3,93,12,완소장소입니다
93_3_13,93_3,93,13,"북한산 사기막 야영장 이용했는데, 북한산 경치 너무 좋아요. 화장실/세면장/샤워실 등 시설 잘 되어있어요"
93_3_14,93_3,93,14,하우스 B41 청결도 상상 9점 친절도 상상 9점 풍경 상중 8점 재방문의사 매우 높음
93_3_15,93_3,93,15,자연 친화적 야영장. 화장실 앞에서 만난 두꺼비. 전체적으로 뷰 좋아요.
93_3_16,93_3,93,16,첫방문 평일이라 ~ 깔끔 경치 좋고 공기 좋고 날씨 좋고 조용하공~
93_3_17,93_3,93,17,쉼으로 굿
93_3_18,93_3,93,18,조용해서 쉬기좋아요 요즘날씨~딱!
93_3_19,93_3,93,19,깨끗하고 친절해요
93_3_20,93_3,93,20,북한산사기막야영장
93_3_21,93_3,93,21,내연차 가진 분들 경쟁율이 치열해서 당첨이 어려운 것 빼고는 완벽하게 마음에 드는 캠핑장이었어요. 시설도 좋았을 뿐만 아니라 깨끗하게 관리되고 있었어요. 차를 구매하려고 알아보는 중인데.. 전기차로 바꿀까 고민하게 만드는 캠핑장! 최고예요^^
93_3_22,93_3,93,22,"고양시 종량체 10L 봉투 가격 360원 그린카드 지참시 2,000원 현장 할인 가능!"
93_3_23,93_3,93,23,좋아요~
93_3_24,93_3,93,24,
93_3_25,93_3,93,25,깨끗하거 조용하고 너무 좋아요
93_3_26,93_3,93,26,좋아요~
93_3_27,93_3,93,27,굳
93_3_28,93_3,93,28,조아요
93_3_29,93_3,93,29,내연기관차 북한산성 주차장 2대 이용했습니다.
93_3_30,93_3,93,30,좋아요
93_4_1,93_4,93,1,계곡도 있고 단체가 가기 좋은곳 같아서 예약했어요!! 이불도 많이 있고 친절하세요! 시골어른댁에 놀러가는 기분으로 가시면 좋을 것 같아요 입실전에 앞 계곡에서 놀다가 들어가서 좋았어요! 깊진 않고 발담그고 놀 정도 깊이예요! 저는 그래서 더 좋았습니당 배달도 됩니당!!☺️잘 놀다 갑니당
93_4_2,93_4,93,2,여름휴가로 가족과 함께 방문했어요 북한산이 바로 보여 풍경이 너무 좋았어요 근처에 계곡이 있어서 체크인 전에 놀기 좋아요
93_4_3,93_4,93,3,"10년지기 친구들이랑 하루 재미나게 놀려고 예약했는데, 사장님도 너무 친절하시고 바베큐도 해먹기 좋게 세팅도 너무 잘해주셨습니다.  정말 오랜만에 친구들이랑 젊었을때 놀았던거처럼 재미나게 놀다가 가네요.ㅎㅎ  앞에 계곡도 있는데 시간상 못갔지만, 북한산 가실분들 혹 친구들이랑 재미나게 노실분들 추천드립니다❤️"
93_4_4,93_4,93,4,친구들이랑 방학기념으로 놀러갈 곳 찾다가 인원이 8명이라 찾기 쉽지 않았는데 케이하우스는 독채펜션같이 저희끼리 편하게 쓸 수 있어서 너무 좋았어요. 바로 옆에 계곡도 있고 바베큐도 할 수 있고 사장님이 준비 잘 해주셔서 편하게 놀 수 있었어요. 실내도 침구류도 많고 화장실도 깔끔해서 단체 손님들이 놀러오기 좋은 숙소입니다~
93_4_5,93_4,93,5,가까운 곳에서 독채펜션 사용할 수 있어서 아이들 친구 모임으로 잘 다녀왔습니다 사장님 친절하시고 엄마들끼리 왔다고 바베큐 초벌도 다 해주시고 넘 편안했어요 감사합니다
93_4_6,93_4,93,6,"회사 워크샵으로 7명이서 다녀왔습니다! 서울에서 가까워서 차로 금방 올 수 있었고, 주인 아주머니가 정말 친절하셔서 편하게 놀 수 있었습니다.  일반적인 펜션과 달리 넓은 가정집 느낌이 있는데, 그래서 더 아늑하고 편안한 분위기가 되었던 것 같습니다!"
93_4_7,93_4,93,7,입실 시간보다 빠르게 도착했는데 춥다고 바로 받아주셔서 정말 감사했습니다~ 온돌방에 이불도 넉넉해서 따뜻하게 잘 잤네요 바베큐도 겨울에 해 먹기 좋게 잘 준비해주시고 불멍할 수 있는게 정말 좋아요🍠 마당뷰도 멋있고 강아지들이랑도 놀다 갑니다 여름에도 놀러 갈게요!!
93_4_8,93_4,93,8,"꽤 많은 인원들이 숙박 예정이라 수용 규모가 가능할까 걱정이엇는데, 넓은 공간과 침구류, 수건까지 갖추고 있어 이용함에 불편함이 없었고, 바베큐 뿐만 아니라 주방도 조리시설이 잘 되어 있어 취식에 용이했습니다. 위치도 서울 근교라 이동이 편리하여 기회가 된다면 다음에 또 이용을 고려 중 입니다"
93_4_9,93_4,93,9,"단체모임하기 너무 좋습니다! 사장님 정말 친절하시고 좋으시고, 펜션은 아늑하고 취사도구도 많아서 편하고 즐겁게 이용했습니다. 침구도 넉넉해서 편하게 잤어요ㅎㅎ 바베큐도 맛있게 해먹고, 불멍도 하면서 친구들이랑 좋은 시간 보냈네요👍🏻 주변에 풍경도 너무 좋고, 가까이에 편의점도 있고 배달도 되구요, 접근성도 좋아서 또 가고 싶어요~"
93_4_10,93_4,93,10,친구들과 MT로 방문했습니다!! 바로 앞에 북한산이 하눈에 보여 뷰가 굉장히 좋고 숙소 내부도 굉장히 깨끗했습니다! 특히 사장님이 너무너무 친절하셔서 1박 2일동안 좋은 시간 보내고 갑니다🥹 또 가고 싶어요!!
93_4_11,93_4,93,11,힐링하기에 너무 좋은 곳 같아요 사장님도 너무 친절하셨고 바베큐도 맛있게 잘 해먹었습니다 친구들이랑 수학여행 온 것 같은 느낌이었어요 잘 놀다 가요!!
93_4_12,93_4,93,12,사장님 너무 친절하시고 넓직하고 너무너무 좋았습니다!! 불도 잘 피워주시고 샤워할 때도 화장실 여러 개에 없는 물품 없어서 너무 편했어요 귀여운 강아지도 고양이도 최고예요 다음에 또 올게요👍
93_4_13,93_4,93,13,조금ㅜㅜ 춥기는 했는데 사장님이 친절하셔서 너무 즐겁게 놀다 나왔습니당 ㅎㅎ 여자들끼리 왔다고 고기도 직접 초벌해주셔서 너무 감동이였습니다🥹 위치도 좋아서 다음에 모임 있으면 또 올 것 같아요! 단체모임 펜션으로 추천합니당
93_4_14,93_4,93,14,사장님 친절하십니다^^ 가족이랑 조용히쉬려고왔는데 저희밖에 예약자가없어서 편히이용했어요^^
93_4_15,93_4,93,15,서울 근교에서 단체 모임 할 수 있는 펜션 알아봤는데 다행히 자리가 있어서 예약했어요! 11명 단체로 다녀왔는데 화장실도 2개고 바베큐도 가능해서 고기랑 사다가 먹기 아주 좋아요! (미리 이야기하면 사장님이 준비해주십니다~) 그리고 오늘 갑자기 눈이 왔는데 아침에 계단이랑 주차된 차도 다 치워주셔서 편안히 쉬다가 갑니다!
93_4_16,93_4,93,16,"급하게 찾아 예약했는데도 너무 탁월한 선택이었습니다. 시설이 깨끗했고 너무 친절하셔서 감사했습니다. 바베큐장이 바람도 막아주게 잘 되어있어서 춥지도 않았고, 덕분에 즐겁게 하루 있다 갑니다!"
93_4_17,93_4,93,17,친절하신 사장님 덕분에 조금 일찍 도착했지만 빨리 입실 시켜주셔서 좋았구요 음식도 도와주시고 다른 여러가지 많이 챙겨주셔서 너무 편안하게 쉬다 왔습니다. 조용하고 깨끗한 케이하우스 꼭 다시 방문할게요~^^
93_4_18,93_4,93,18,"지인들과 근교에서 바베큐먹으며 회식하려고 예약했어요! 미리 택배로 주문하면 사장님이 받으셔서 냉장/냉동보관해주셔서 좋았어요! 숯에 넣어주시는게 지금은 기억이 나진않지만 향이 좋아 맛있게 고기 구워먹고 왔습니다. 소고기,돼지고기, 곱창,조개 등 다양하게 먹고왔습니다."
93_4_19,93_4,93,19,오랜 친구들과 1박일정으로 좋은 시간 보내고 왔습니다~ 화목난로에서 불멍도하고 숯불로 바비큐도 하고.. 먹고 얘기하고 간만에 이런 시간을 갖어보네요 사장님께서 친절하게 맞이해주셔서 더욱 좋았던 시간이었습니다. 건강하세요~
93_4_20,93_4,93,20,사장님이 정말 친절하시고 방도 겨울임에도 정말 따뜻했어요. 바베큐 하기에도 꽤 괜찮았습니다. 친구들끼리 서울 내에서 하루 자면서 놀고 싶다면 여기 강추할게요!
93_4_21,93_4,93,21,"부모님,형제들과 추석 모임으로 다녀왔습니다. 조금 일찍 도착했는데 청소 마치시고 일찍 입실하게 해주셔서 감사했습니다. 오전에 걸어서 갈 수 있는 가까운 계곡에서 놀기 좋구 오후에는 바베큐 해먹기 좋았습니다. 사장님 엄청 친절하시고 키우시는 강아지 엄청 순하고 귀여워서 조카들이 좋아했습니다. 기회가 되면 또 방문하고 싶습니다."
93_4_22,93_4,93,22,"예약 시 일반 펜션과는 많이 다르니 참고 하세요..  1. 펜션 집에 주인이랑 같이 거주 하면서 지내야 합니다.. (숙소안에서 주인이랑 같이 먹고 자고 하는건 처음..)  2. 펜션 내부(집안)에 cctv가 있습니다.. (속옷 차림 혹은 개인 활동을 전혀 못합니다..)  3. 거실에 돈벌레, 바퀴벌레 있습니다.. (네, 결국 안자고 바로 나왔습니다.^^)  주인이랑 같은 집에서 거주 하는 펜션은 처음이네요.. 주인분이 친절하셔서 방에만 조용히 계신다고 하는데.. 참^^;  이런 곳 이라면 애초에 예약을 안 했을텐데..  주인분이 환불 해줄 실 것 같지도 않고, 저는 도저히 안되겠어서 당일 저녁에 퇴실 했으니 예약 시 참고하세요~"
93_4_23,93_4,93,23,"8월 19일 월요일에 친구들과 다녀왔습니다. 이모님께서 굉장히 친절하시고, 여러가지 편의도 잘 봐주셔서 편안하게 쉬다 왔습니다. 근처에 가까운 개울물도 있는데 기대 이상으로 물이 굉장히 깨끗하더라구요. 다음에도 또 힐링하러 놀러가려고 합니다."
93_4_24,93_4,93,24,넓고 바베큐도 구워먹을 수 있어서 좋았습니다! 근처에 계곡이 있어서 걸어서 다녀오기 딱 좋았어요 주인아주머니도 친절하셔서 편하게 쉬다갑니다
93_4_25,93_4,93,25,"펜션에서 계곡이 가깝다해서 계곡에서 놀다가 펜션 들어가야지 하고 주차만 해둘 수 있을까해서 일찍 도착하게 됐는데 사장님께서 빠르게 청소하시고 준비 다 되셨을때 전화주셔서 너무 감사했어요ㅠㅠ 그리고 펜션이 생각보다 넓어서 놀랬는데 사장님이 너무 친절하게 하나하나 알려주시고, 고기 굽는것도 도와주시고, 직접 재배하신 고추도 주시고!! 너무너무 편하게 잘 쉬다 왔습니다 :) 가족 모두가 만족하는 여행되게 해주셔서 너무 감사드려요🩷 그리고 고냥이도 너무 귀여웠어요!!!👉🏻👈🏻"
93_4_26,93_4,93,26,너무 깔끔하고 편안한 분위기속에서 잘 있다 갑니다:) 앞으로 두고두고 방문하겠습니다 !🌞
93_4_27,93_4,93,27,이모도 친절하시고 동네 뷰가 죽이네옹~
93_4_28,93_4,93,28,바로 앞에 계곡이 있어서 물놀이 하기도 좋고 바베큐 할 수 있는 마당이 있어 좋았습니다~👍👍👍
93_4_29,93_4,93,29,사장님도 너무 친절하시구 1층 독채 열세명이서 빌렸는데 편하고 재밌게 잘 놀다 갔습니다 감사합니다
93_4_30,93_4,93,30,서울 근교라 더 좋고 사장님이 엄청 친절하셨어요 넘 귀여운 새끼고양이도 보여주시고요 근처에 개천(?)이 있어서 산책하기 딱이에요 카페들도 많으니 퇴실하고 들리기도 좋아요 강아지도 엄청 순하고 이뻤어요
93_5_1,93_5,93,1,부모님 병원 검진차 하루숙박했는데 편하게 잘있다가 왔네요 시설도 좋고 깨끗하고 조용하고 좋았습니다 2차 검진이 있어 또 예약했네요 두번째 방문때도 잘지내다가 갌 있길 바래봅니다
93_5_2,93_5,93,2,두번째 방문이었는데 너무 편안하게 잘쉬다가 왔습니다 지방에서 병원 검진차 두번째로 예약했는데 여전흐 만족했습니다. 잘 지내다가 옵니다 김사합니다
93_5_3,93_5,93,3,수건이 쾌적하지 않고 알수없는 냄새가 객실내 가득해요
