storeid,wide_area,basic_area,storename,category,category_top,rating,address,url,hon0_index_final,summary_bullets,summary_bullets_json
1_94_48,경기도,일산동구,면가일세,한식,한식,4.73,경기 고양시 일산동구 중앙로 1286 고양아람누리 3층,https://map.naver.com/p/entry/place/1675915186?placePath=%2Fhome,71.0,"- 남편이랑 분위기 좋다던 면가일세에 다녀왔는데 연어 라이스는 상큼하고 갈비탕은 진한 국물이 밥이 술술 들어가게 하는 맛이었다.
- 상견례 자리로 면가일세에 방문했는데 조용하고 깔끔한 분위기 덕분에 편안하게 식사할 수 있었고 음식 하나하나 정성이 느껴져 대접하는 입장에서 뿌듯했다.
- 고급스러운 면가일세에서 상견례를 잘 하고 왔는데 상견례 분위기가 너무 좋았고 음식도 깔끔하게 나와서 마음에 들었다.
- 돌잔치를 따로 하지 않는 관계로 돌상이 있는 식당으로 예약하려다 보니 제한적이긴 했으나 블로그 리뷰와 네이버 리뷰를 정독하고 음식이 맛있다는 평이 많아서 예약했다.
- 음식값 90만 원 내고 이런 푸대접을 받은 지인 아기가 곧 돌이라 갔는데 음식 양도 적고 빨리 먹고 나가라는 무언의 압박에 두 번 갈 일은 없을 듯 하다.
- 상견례 장소를 많이 고민했는데 주차도 편리하고 룸도 깔금해서 차분하게 대화할 수 있었다.","[""남편이랑 분위기 좋다던 면가일세에 다녀왔는데 연어 라이스는 상큼하고 갈비탕은 진한 국물이 밥이 술술 들어가게 하는 맛이었다."", ""상견례 자리로 면가일세에 방문했는데 조용하고 깔끔한 분위기 덕분에 편안하게 식사할 수 있었고 음식 하나하나 정성이 느껴져 대접하는 입장에서 뿌듯했다."", ""고급스러운 면가일세에서 상견례를 잘 하고 왔는데 상견례 분위기가 너무 좋았고 음식도 깔끔하게 나와서 마음에 들었다."", ""돌잔치를 따로 하지 않는 관계로 돌상이 있는 식당으로 예약하려다 보니 제한적이긴 했으나 블로그 리뷰와 네이버 리뷰를 정독하고 음식이 맛있다는 평이 많아서 예약했다."", ""음식값 90만 원 내고 이런 푸대접을 받은 지인 아기가 곧 돌이라 갔는데 음식 양도 적고 빨리 먹고 나가라는 무언의 압박에 두 번 갈 일은 없을 듯 하다."", ""상견례 장소를 많이 고민했는데 주차도 편리하고 룸도 깔금해서 차분하게 대화할 수 있었다.""]"
1_94_49,경기도,일산동구,쁘리미삐아띠,피자,양식,4.5,경기 고양시 일산동구 정발산로42번길 60 1층 쁘리미삐아띠,https://map.naver.com/p/entry/place/1104320209?placePath=%2Fhome,79.6,"- 일산호수공원에 온 지인의 추천으로 와본 쁘리미삐아띠는 피자 도우가 쫀득하고 라쟈냐가 신선해 맛의 밸런스가 너무 좋아 재방문 의사가 있다.
- 일산호수공원에 온 지인의 추천으로 와본 쁘리미삐아띠는 피자 도우가 쫀득하고 라쟈냐가 신선해서 맛의 밸런스가 너무 좋아 재방문 의사가 있다.
- 풍기피자 도우가 쫄깃하고 까르보나라도 소스가 맛있고 베이컨, 버섯이 듬뿍 들어있어 아이들이 피자를 너무 맛있게 잘 먹고 다음에 오면 다른 메뉴도 꼭 시켜보려고 한다.
- 피자 먹으러 자주 오는 일산 또간집은 생면 파스타와 리코타 깔조네 샐러드, 마르게리따 피자가 너무 맛있고 분위기도 아늑하고 세련돼서 데이트나 친구랑 오기에도 좋다.
- 전통 이탈리안 화덕을 사용해 도우의 식감이 쫄깃하면서도 담백했고 토마토소스의 산미와 치즈의 풍미 밸런스가 훌륭했으며 고르곤졸라 피자는 달콤한 꿀과 조화를 이루어 만족스러웠다.
- 일산 최고의 화덕피자 집인 쁘리미아띠는 화덕 피자 도우가 쫄깃쫄깃하고 재료가 신선한 느낌이고 안심 스테이크는 돌판에 나와서 원하는 만큼 구워먹을 수 있어 너무 만족했다.","[""일산호수공원에 온 지인의 추천으로 와본 쁘리미삐아띠는 피자 도우가 쫀득하고 라쟈냐가 신선해 맛의 밸런스가 너무 좋아 재방문 의사가 있다."", ""일산호수공원에 온 지인의 추천으로 와본 쁘리미삐아띠는 피자 도우가 쫀득하고 라쟈냐가 신선해서 맛의 밸런스가 너무 좋아 재방문 의사가 있다."", ""풍기피자 도우가 쫄깃하고 까르보나라도 소스가 맛있고 베이컨, 버섯이 듬뿍 들어있어 아이들이 피자를 너무 맛있게 잘 먹고 다음에 오면 다른 메뉴도 꼭 시켜보려고 한다."", ""피자 먹으러 자주 오는 일산 또간집은 생면 파스타와 리코타 깔조네 샐러드, 마르게리따 피자가 너무 맛있고 분위기도 아늑하고 세련돼서 데이트나 친구랑 오기에도 좋다."", ""전통 이탈리안 화덕을 사용해 도우의 식감이 쫄깃하면서도 담백했고 토마토소스의 산미와 치즈의 풍미 밸런스가 훌륭했으며 고르곤졸라 피자는 달콤한 꿀과 조화를 이루어 만족스러웠다."", ""일산 최고의 화덕피자 집인 쁘리미아띠는 화덕 피자 도우가 쫄깃쫄깃하고 재료가 신선한 느낌이고 안심 스테이크는 돌판에 나와서 원하는 만큼 구워먹을 수 있어 너무 만족했다.""]"
1_94_50,경기도,일산동구,양수면옥,소고기구이,고기,4.42,경기 고양시 일산동구 애니골길 34 양수면옥,https://map.naver.com/p/entry/place/11571575?placePath=%2Fhome,79.7,"- 한국에서 제일 맛있는 한우 양수면옥은 가족모임, 생신식사 예약이 가능하며 고기 퀄리티는 말할 것도 없고 직원들도 다 친절하다.
- 한국에서 제일 맛있는 한우 양수면옥은 가족모임, 생신식사 예약이 가능하며 직원들도 친절하다.
- 양수면옥 고기 퀄리티와 서비스 모두 만족스러워 가족 추천으로 와서 차돌박이, 안창살, 냉면, 청국장을 먹었는데 고기도 맛있고 곁들임 재료도 다양하게 제공되어 고기와의 조화가 너무 좋았다.
- 20년째 다니는 양수면옥은 떡심살 추천이요 꽃등심보다 연하고 더 맛있어요 반찬도 잘나오고 청국장도 맛있고 고기도 너무 맛있게 잘 먹었습니다 일산토박이인데 새로운곳 찾고 찾아서 오게된 곳
- 청국장이 맛있다해서 왔는데 청국장에서 탄맛이 나서 아쉬웠지만 한우탕은 국물 대박 깔끔하고 느끼하지 않아서 다음에 오면 무조건 먹을 것이다.
- 청국장 정식이 유명한데 청국장 별로 안 좋아하는 제 입맛에도 맛있었어요 일산에 올때마다 들리는 맛집 애니골 맛집은 청국장이 짜지 않고 정말 맛있답니다.","[""한국에서 제일 맛있는 한우 양수면옥은 가족모임, 생신식사 예약이 가능하며 고기 퀄리티는 말할 것도 없고 직원들도 다 친절하다."", ""한국에서 제일 맛있는 한우 양수면옥은 가족모임, 생신식사 예약이 가능하며 직원들도 친절하다."", ""양수면옥 고기 퀄리티와 서비스 모두 만족스러워 가족 추천으로 와서 차돌박이, 안창살, 냉면, 청국장을 먹었는데 고기도 맛있고 곁들임 재료도 다양하게 제공되어 고기와의 조화가 너무 좋았다."", ""20년째 다니는 양수면옥은 떡심살 추천이요 꽃등심보다 연하고 더 맛있어요 반찬도 잘나오고 청국장도 맛있고 고기도 너무 맛있게 잘 먹었습니다 일산토박이인데 새로운곳 찾고 찾아서 오게된 곳"", ""청국장이 맛있다해서 왔는데 청국장에서 탄맛이 나서 아쉬웠지만 한우탕은 국물 대박 깔끔하고 느끼하지 않아서 다음에 오면 무조건 먹을 것이다."", ""청국장 정식이 유명한데 청국장 별로 안 좋아하는 제 입맛에도 맛있었어요 일산에 올때마다 들리는 맛집 애니골 맛집은 청국장이 짜지 않고 정말 맛있답니다.""]"
1_93_1,경기도,덕양구,가나안국수,국수,기타,4.23,경기 고양시 덕양구 행주로15번길 16,https://map.naver.com/p/entry/place/35560280?placePath=%2Fhome,57.3,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""행주산성 근처 가나안국수는 장칼국수와 초계국수 모두 훌륭하며 깔끔한 분위기와 빠른 서비스로 가족 단위나 나들이 겸 방문하기 좋다."", ""행주산성 근처의 맛집 초계국수는 양도 많고 보기에도 좋으며 맛도 상당하다."", ""행주산성 근처 가나안국수는 장칼국수와 초계국수 모두 훌륭하며 빠른 서비스로 가족 단위나 나들이 겸 방문하기 좋다."", ""행주산성에 국수맛집이 있다고 해서 방문했는데 매장안도 넓고 주차공간도 널널하고 주차요원 분도 계서서 편리했다.""]"
1_93_2,경기도,덕양구,정육식당 육국 고양화정점,"육류,고기요리",고기,3.0,경기 고양시 덕양구 화신로260번길 36 1층 정육식당 육국 고양화정점,https://map.naver.com/p/entry/place/1979997606?placePath=%2Fhome,72.3,"- 화정역 고기집 원탑인 이곳은 반찬도 다양하게 잘나오고 고기질도 좋고 직원들도 친절하고 고기도 원하는 부위로 선택할 수 있다.
- 화정에서 어느정도 고기를 볼 줄 안다면 여기 진짜 맛있게 먹을 수 있다.
- 고기가 먹고 싶어서 화정역 주변 맛집을 찾다가 발견한 정육식당 육국은 고기 자체가 신선해서 소금만 살짝 찍어도 충분히 맛있었고 곁들임 반찬도 깔끔하게 나와 함께 먹기 좋았다.
- 고양 화정에서 제대로 고기 먹고 싶을 때 정육식당육국 고양화정점에서 항정살과 가브리살 그리고 다른 부위들도 추가로 먹었는데 고기가 전부 신선하고 육즙이 가득해서 너무 만족스러웠다.
- 고기를 직접 눈으로 보고 고를 수 있는 점이 좋았고 한돈이라 그런지 고기 퀄리티가 좋아서 목살, 삼겹살, 항정살 다 잡내 없이 맛있었어요.
- 정육식당이라 고기도 저렴하고 고기질도 좋아 고기외식은 무조건 여기로 정했고 고기와 찌개, 곁들임까지 완벽한 한 끼였다.","[""화정역 고기집 원탑인 이곳은 반찬도 다양하게 잘나오고 고기질도 좋고 직원들도 친절하고 고기도 원하는 부위로 선택할 수 있다."", ""화정에서 어느정도 고기를 볼 줄 안다면 여기 진짜 맛있게 먹을 수 있다."", ""고기가 먹고 싶어서 화정역 주변 맛집을 찾다가 발견한 정육식당 육국은 고기 자체가 신선해서 소금만 살짝 찍어도 충분히 맛있었고 곁들임 반찬도 깔끔하게 나와 함께 먹기 좋았다."", ""고양 화정에서 제대로 고기 먹고 싶을 때 정육식당육국 고양화정점에서 항정살과 가브리살 그리고 다른 부위들도 추가로 먹었는데 고기가 전부 신선하고 육즙이 가득해서 너무 만족스러웠다."", ""고기를 직접 눈으로 보고 고를 수 있는 점이 좋았고 한돈이라 그런지 고기 퀄리티가 좋아서 목살, 삼겹살, 항정살 다 잡내 없이 맛있었어요."", ""정육식당이라 고기도 저렴하고 고기질도 좋아 고기외식은 무조건 여기로 정했고 고기와 찌개, 곁들임까지 완벽한 한 끼였다.""]"
1_93_3,경기도,덕양구,온다스시 고양화정점,"초밥,롤",일식,3.0,"경기 고양시 덕양구 화신로272번길 38 2층 204호, 206호",https://map.naver.com/p/entry/place/2071371396?placePath=%2Fhome,75.2,"- 화정역 최밥 회전초밥 화정 온다스시 고양화정점은 가격이 싸다고 맛이 없는게 아니라 스시가 전반적으로 퀄리티가 좋았고 메뉴를 볼 수 있는 글씨가 작아 눈 나쁜 사람들은 주문해먹기 힘들
- 화정역 회전 초밥집은 가격이 싸다고 맛이 없는게 아니라 스시가 전반적으로 퀄리티가 좋았고 메뉴를 볼 수 있는 글씨가 작아 눈 나쁜 사람들은 주문해먹기 힘들 것 같다.
- 화정역 회전 초밥집은 다양한 초밥이 돌아다니는 재미도 있고 신선해서 만족도 최고였고 위치도 좋아서 부담 없이 또 갈 것 같다.
- 화정 초밥 맛집 화정역 회전 초밥은 한접시에 2000원도 안되는 가격에 퀄리티도 좋고 초밥도 퀄리티가 좋아 추천한다.
- 온다스시 오랜만에 방문했는데 퀄리티 좋고 초밥이 너무 맛있고 신선해서 가족끼리 외식하기 좋아요~ 회전초밥은 온다스시가 최고인 것 같아요.
- 화정역 회전초밥 집중에 고등어 스시를 한 접시 1,990원에 먹을 수 있는 온다스시가 있다.","[""화정역 최밥 회전초밥 화정 온다스시 고양화정점은 가격이 싸다고 맛이 없는게 아니라 스시가 전반적으로 퀄리티가 좋았고 메뉴를 볼 수 있는 글씨가 작아 눈 나쁜 사람들은 주문해먹기 힘들"", ""화정역 회전 초밥집은 가격이 싸다고 맛이 없는게 아니라 스시가 전반적으로 퀄리티가 좋았고 메뉴를 볼 수 있는 글씨가 작아 눈 나쁜 사람들은 주문해먹기 힘들 것 같다."", ""화정역 회전 초밥집은 다양한 초밥이 돌아다니는 재미도 있고 신선해서 만족도 최고였고 위치도 좋아서 부담 없이 또 갈 것 같다."", ""화정 초밥 맛집 화정역 회전 초밥은 한접시에 2000원도 안되는 가격에 퀄리티도 좋고 초밥도 퀄리티가 좋아 추천한다."", ""온다스시 오랜만에 방문했는데 퀄리티 좋고 초밥이 너무 맛있고 신선해서 가족끼리 외식하기 좋아요~ 회전초밥은 온다스시가 최고인 것 같아요."", ""화정역 회전초밥 집중에 고등어 스시를 한 접시 1,990원에 먹을 수 있는 온다스시가 있다.""]"
1_93_4,경기도,덕양구,봄담아 고양향동점,샤브샤브,일식,3.0,경기 고양시 덕양구 꽃마을로 66 2층,https://map.naver.com/p/entry/place/2022386326?placePath=%2Fhome,78.7,"- 봄담아 샤브샤브는 신선한 재료와 정갈한 구성, 깔끔한 국물 맛이 인상 깊었으며 고기 질도 부드럽고 잡내 없이 깔끔해서 만족스러웠다.
- 봄담아 샤브샤브에서 여유로운 한 끼를 즐기고 왔는데 깔끔하고 따뜻한 분위기에서 신선한 채소와 고기, 깊은 맛의 육수까지 완벽했다.
- 향동에 봄담아 샤브가 새로 오픈했다고 해서 방문해봤는데 매장도 깔끔하고 직원들도 친절해서 재방문 의사가 있다.
- 샤브샤브 무한리필 가게 중에 봄담아가 제일 맛있고 재료도 신선한 것 같아 재방문 의사 200프로이다.
- 봄담아 샤브샤브는 개인 팟으로 되어있고 다양한 소스가 있는게 특징이다.","[""봄담아 샤브샤브는 신선한 재료와 정갈한 구성, 깔끔한 국물 맛이 인상 깊었으며 고기 질도 부드럽고 잡내 없이 깔끔해서 만족스러웠다."", ""봄담아 샤브샤브에서 여유로운 한 끼를 즐기고 왔는데 깔끔하고 따뜻한 분위기에서 신선한 채소와 고기, 깊은 맛의 육수까지 완벽했다."", ""향동에 봄담아 샤브가 새로 오픈했다고 해서 방문해봤는데 매장도 깔끔하고 직원들도 친절해서 재방문 의사가 있다."", ""샤브샤브 무한리필 가게 중에 봄담아가 제일 맛있고 재료도 신선한 것 같아 재방문 의사 200프로이다."", ""봄담아 샤브샤브는 개인 팟으로 되어있고 다양한 소스가 있는게 특징이다.""]"
1_93_5,경기도,덕양구,샤브올데이 고양삼송지축점,샤브샤브,일식,3.0,경기 고양시 덕양구 삼송로 222,https://map.naver.com/p/entry/place/2053064847?placePath=%2Fhome,72.4,"- 가격대비 샤브가 정말 괜찮은 곳으로 프리미엄 소고기가 입에서 살살 녹아서 좋았고 양도 푸짐하고 맛도 좋은 곳이다.
- 심송에도 샤브올데이가 두 곳 생겼는데 고양삼송지축점은 회전율이 높아 취향대로 양껏 먹을 수 있고 음식이 빨리 소진되는데 샐러드바가 잘 채워지고 직원들도 친절했다.
- 호텔식 뷔페처럼 고급스러운 분위기에서 소고기 샤브샤브를 무제한으로 즐길 수 있는 샤브올데이 고양삼송지축점에서 푸짐하게 즐기고 왔다.
- 얼큰양지육수와 표고버섯육수를 추가해서 먹으면 2000원인 줄 알았는데 다 먹고 영수증을 확인해보니 저와 저의 부모님꺼에 2000원이 추가되어 나와 200원을 더 내야 해서 억울했다.
- 삼송에 새로 생긴 샤브올데이가 생겨서 가봤는데 가짓수 정말 많고 본식부터 디저트까지 코스로 먹을 수 있어서 너무 좋아요.
- 샤브올데이가 새로 오픈했다고 해서 궁금했는데 소문대로 먹을 것도 많고 야채와 고기 무제한인 것이 마음에 든다.
- 삼송역에서도 가깝고 매장도 넓어 가족모임 식사도 좋을 것 같다.","[""가격대비 샤브가 정말 괜찮은 곳으로 프리미엄 소고기가 입에서 살살 녹아서 좋았고 양도 푸짐하고 맛도 좋은 곳이다."", ""심송에도 샤브올데이가 두 곳 생겼는데 고양삼송지축점은 회전율이 높아 취향대로 양껏 먹을 수 있고 음식이 빨리 소진되는데 샐러드바가 잘 채워지고 직원들도 친절했다."", ""호텔식 뷔페처럼 고급스러운 분위기에서 소고기 샤브샤브를 무제한으로 즐길 수 있는 샤브올데이 고양삼송지축점에서 푸짐하게 즐기고 왔다."", ""얼큰양지육수와 표고버섯육수를 추가해서 먹으면 2000원인 줄 알았는데 다 먹고 영수증을 확인해보니 저와 저의 부모님꺼에 2000원이 추가되어 나와 200원을 더 내야 해서 억울했다."", ""삼송에 새로 생긴 샤브올데이가 생겨서 가봤는데 가짓수 정말 많고 본식부터 디저트까지 코스로 먹을 수 있어서 너무 좋아요."", ""샤브올데이가 새로 오픈했다고 해서 궁금했는데 소문대로 먹을 것도 많고 야채와 고기 무제한인 것이 마음에 든다."", ""삼송역에서도 가깝고 매장도 넓어 가족모임 식사도 좋을 것 같다.""]"
1_93_6,경기도,덕양구,봄담아 고양원당점,샤브샤브,일식,3.0,경기 고양시 덕양구 고양대로 1415 2층 C209-C211호,https://map.naver.com/p/entry/place/2099351635?placePath=%2Fhome,78.7,"- 새로 생겼다고 해서 데이트겸 왔는데 고기 질도 좋고 야채들도 다 신선해서 매우 만족하며 기본 샤브샤브를 좋아하신다면 멸치육수 추천드립니다.
- 샤브샤브 재료가 신선하고 고기와 채소 모두 질이 좋아 만족스러웠고 직원들도 친절하고 세심하게 챙겨줘서 기분 좋게 식사할 수 있었다.
- 원당역 쪽 새로 생긴 상가에 입점했는데 가성비 좋아 보여서 방문했는데 1인 1 국물 선택 가능이라 본인이 원하는 거 먹을 수 있고 샐러드바 이용에 고기는 포함이 안되어 있어서 조금 아쉬웠다.
- 샤브???만 가다가 실망하고 있다가 봄담아 추천받고 와봤는데 매장이 깔끔하고 쾌적해서 좋았고 샤브재료와 소스재료가 다양해서 너무 좋아요.
- 원당역 바로 앞에 봄담아 샤브샤브 맛집이 생겨서 가봤는데 매장 넓고 쾌적하고 재료들도 신선해서 만족스러웠다.
- 고양 원당점 봄담아에서 가족식사모임으로 샤브샤브 한 끼를 먹었는데 야채와 피시볼 종류가 다양해서 기분까지 포근해지는 식사였다.","[""새로 생겼다고 해서 데이트겸 왔는데 고기 질도 좋고 야채들도 다 신선해서 매우 만족하며 기본 샤브샤브를 좋아하신다면 멸치육수 추천드립니다."", ""샤브샤브 재료가 신선하고 고기와 채소 모두 질이 좋아 만족스러웠고 직원들도 친절하고 세심하게 챙겨줘서 기분 좋게 식사할 수 있었다."", ""원당역 쪽 새로 생긴 상가에 입점했는데 가성비 좋아 보여서 방문했는데 1인 1 국물 선택 가능이라 본인이 원하는 거 먹을 수 있고 샐러드바 이용에 고기는 포함이 안되어 있어서 조금 아쉬웠다."", ""샤브???만 가다가 실망하고 있다가 봄담아 추천받고 와봤는데 매장이 깔끔하고 쾌적해서 좋았고 샤브재료와 소스재료가 다양해서 너무 좋아요."", ""원당역 바로 앞에 봄담아 샤브샤브 맛집이 생겨서 가봤는데 매장 넓고 쾌적하고 재료들도 신선해서 만족스러웠다."", ""고양 원당점 봄담아에서 가족식사모임으로 샤브샤브 한 끼를 먹었는데 야채와 피시볼 종류가 다양해서 기분까지 포근해지는 식사였다.""]"
1_93_7,경기도,덕양구,이그조틱 고양화정점,양식,양식,4.7,경기 고양시 덕양구 백양로 138-12 1층,https://map.naver.com/p/entry/place/1086688756?placePath=%2Fhome,74.5,"- 이그조틱 고양화정점은 분위기 좋은 파스타 맛집으로 세트메뉴 다양한 구성으로 잘 되어 있어 2인,3인,4인 모두 합리적인 가격에 즐길 수 있다.
- 화정역 데이트 장소로 추천하는 페스카토레 파스타는 분위기도 고급지고 음식들도 전부 맛있어서 가족모임 하러 가고 싶은 레스토랑이다.
- 화정에 놀러와서 근처 양식 맛집 찾다가 이그조틱에 와봤는데 인테리어가 제 스타일이라 한눈에 반했고 음식도 말해뭐해 너무 맛있고 또 오고 싶을 정도로 맛이 있다.
- 화정동 스테이크 맛집, 화정파스타 맛집은 이그조틱 고양화정점 기억해두고 기념일에 또 방문하려고 한다.
- 화정에 이런 곳이 있는 줄 몰랐는데 인테리어도 예쁘고 음식들도 다 맛있고 분위기도 끝장나는 화정 파스타 맛집이다.","[""이그조틱 고양화정점은 분위기 좋은 파스타 맛집으로 세트메뉴 다양한 구성으로 잘 되어 있어 2인,3인,4인 모두 합리적인 가격에 즐길 수 있다."", ""화정역 데이트 장소로 추천하는 페스카토레 파스타는 분위기도 고급지고 음식들도 전부 맛있어서 가족모임 하러 가고 싶은 레스토랑이다."", ""화정에 놀러와서 근처 양식 맛집 찾다가 이그조틱에 와봤는데 인테리어가 제 스타일이라 한눈에 반했고 음식도 말해뭐해 너무 맛있고 또 오고 싶을 정도로 맛이 있다."", ""화정동 스테이크 맛집, 화정파스타 맛집은 이그조틱 고양화정점 기억해두고 기념일에 또 방문하려고 한다."", ""화정에 이런 곳이 있는 줄 몰랐는데 인테리어도 예쁘고 음식들도 다 맛있고 분위기도 끝장나는 화정 파스타 맛집이다.""]"
1_93_8,경기도,덕양구,퍼스트커피랩 주교점,"카페,디저트",디저트,3.0,경기 고양시 덕양구 마상로140번길 32,https://map.naver.com/p/entry/place/2062366116?placePath=%2Fhome,82.5,"- 원당에 새로 생긴 카페가 오픈했다는 소식을 듣고 점심식사하고 들렀는데 평일이라 그런지 바로 주차하고 들어왔다. 커피랩답게 커피도 신선하고 맛있었고 독립된 단체좌석이 많아서 엄마들 모임, 단체소모임에서
- 원당에 분위기 좋은 카페가 생겨서 너무 좋아요. 커피도 맛있고 베이커리 종류도 다양해서 모임할 때 자주 와야겠어요.
- 퍼스트커피랩 주교점은 커피맛이 무난하고 원두도 두 가지가 있어 고르기 좋았고 화장실도 내부에 있어서 쾌적했다.
- 퍼스트커피랩 주교점은 커피맛이 무난하고 커피 종류도 꽤 있고 원두도 두 가지가 있어 고르기 좋았고 화장실도 내부에 있어서 쾌적했다.
- 주교동에 새로 생긴 커피집은 넓고 쾌적하고 베이커리 맛집이라 그런지 많이 소진되어 다음에 또 방문할 것 같다.
- 원당쪽에 새로 생긴 카페가 있어서 방문했는데 내부에 있는 미디어아트가 시선을 사로잡았고 거울이 있어 더욱 바다에 놀러온 느낌이었다.","[""원당에 새로 생긴 카페가 오픈했다는 소식을 듣고 점심식사하고 들렀는데 평일이라 그런지 바로 주차하고 들어왔다. 커피랩답게 커피도 신선하고 맛있었고 독립된 단체좌석이 많아서 엄마들 모임, 단체소모임에서"", ""원당에 분위기 좋은 카페가 생겨서 너무 좋아요. 커피도 맛있고 베이커리 종류도 다양해서 모임할 때 자주 와야겠어요."", ""퍼스트커피랩 주교점은 커피맛이 무난하고 원두도 두 가지가 있어 고르기 좋았고 화장실도 내부에 있어서 쾌적했다."", ""퍼스트커피랩 주교점은 커피맛이 무난하고 커피 종류도 꽤 있고 원두도 두 가지가 있어 고르기 좋았고 화장실도 내부에 있어서 쾌적했다."", ""주교동에 새로 생긴 커피집은 넓고 쾌적하고 베이커리 맛집이라 그런지 많이 소진되어 다음에 또 방문할 것 같다."", ""원당쪽에 새로 생긴 카페가 있어서 방문했는데 내부에 있는 미디어아트가 시선을 사로잡았고 거울이 있어 더욱 바다에 놀러온 느낌이었다.""]"
1_93_9,경기도,덕양구,포시즌어데이,양식,양식,4.42,경기 고양시 덕양구 북한산로 451-9,https://map.naver.com/p/entry/place/1381097317?placePath=%2Fhome,66.6,"- 아이랑 나들이가기 좋은곳하면 무조건 포시즌어데이인데 시설도 좋고 음식도 맛있고 직원들도 친절해서 자주 올 것 같다.
- 포시즌어데이는 시설도 좋고 음식도 맛있고 직원들도 친절해서 자주 올 것 같다.
- 계곡카페로 유명하다고 해서 다녀왔는데 물이 얕아서 아기들도 가기 좋고 모래놀이도 아기가 엄청 좋아해요. 음식 및 음료가 가격대가 있지만 계곡이용값이라 생각하면 나쁘지 않아요.
- 에그베네딕트를 주문했는데 아무런 안내도 없이 30분이나 지난 뒤에야 해당 메뉴가 불가하다는 통보를 받았다.","[""아이랑 나들이가기 좋은곳하면 무조건 포시즌어데이인데 시설도 좋고 음식도 맛있고 직원들도 친절해서 자주 올 것 같다."", ""포시즌어데이는 시설도 좋고 음식도 맛있고 직원들도 친절해서 자주 올 것 같다."", ""계곡카페로 유명하다고 해서 다녀왔는데 물이 얕아서 아기들도 가기 좋고 모래놀이도 아기가 엄청 좋아해요. 음식 및 음료가 가격대가 있지만 계곡이용값이라 생각하면 나쁘지 않아요."", ""에그베네딕트를 주문했는데 아무런 안내도 없이 30분이나 지난 뒤에야 해당 메뉴가 불가하다는 통보를 받았다.""]"
1_93_10,경기도,덕양구,덕이원조국수 일산본점,국수,기타,4.4,경기 고양시 덕양구 호국로 1000 덕이원조국수,https://map.naver.com/p/entry/place/1372169975?placePath=%2Fhome,60.5,"- 소문듣고 첫 방문했는데 콩국수 면에 간이 되어 있는 걸 모르고 소금 넣어서 짜졌는데 콩국물을 제공해 주셔서 맛있게 먹었고 비빔국수도 자극적이지 않아서 더 좋았다.
- 일산 콩국수 맛집 덕이원조국수는 파주 장단콩만 쓰고 자가제면을 써서 콩물이 진하고 고소하고 부드럽다.
- 콩국수가 진주집과 똑같은 맛이고 콩국수에 감자전도 직접 갈아만든 찐감자전이라 콩국수 완전 추천한다.
- 콩국수의 몽글몽글하고 부드러운 국물맛이 좋고 잔치국수, 콩국수, 감자전을 주문했는데 회전율이 빨라 자리가 금방 났다.
- 국수계의 맛집중의 명인 덕이원조국수는 평범한 국수라는 메뉴에 특별함이 있는 곳이다.","[""소문듣고 첫 방문했는데 콩국수 면에 간이 되어 있는 걸 모르고 소금 넣어서 짜졌는데 콩국물을 제공해 주셔서 맛있게 먹었고 비빔국수도 자극적이지 않아서 더 좋았다."", ""일산 콩국수 맛집 덕이원조국수는 파주 장단콩만 쓰고 자가제면을 써서 콩물이 진하고 고소하고 부드럽다."", ""콩국수가 진주집과 똑같은 맛이고 콩국수에 감자전도 직접 갈아만든 찐감자전이라 콩국수 완전 추천한다."", ""콩국수의 몽글몽글하고 부드러운 국물맛이 좋고 잔치국수, 콩국수, 감자전을 주문했는데 회전율이 빨라 자리가 금방 났다."", ""국수계의 맛집중의 명인 덕이원조국수는 평범한 국수라는 메뉴에 특별함이 있는 곳이다.""]"
1_93_11,경기도,덕양구,갈비도락 서오릉점,"육류,고기요리",고기,3.0,"경기 고양시 덕양구 서오릉로 414 1, 2층",https://map.naver.com/p/entry/place/1020808981?placePath=%2Fhome,72.2,"- 갈비로 유명한 곳인 만큼 주말에는 손님이 많고 캐치테이블 예약이 가능하니 미리 예약하고 방문하는 것을 추천한다.
- 갈비도락 서오릉점 음식이 깔끔하고 고기도 맛있어서 가족모임 할 때 자주 찾는 곳이다.
- 가족들 모두의 입맛을 사로잡은 갈비맛과 질이 최고이다.
- 가족모임으로 자주 오는 갈비도락은 반찬도 너무 잘 나와서 부모님이랑 식사하러 오기 정말 좋은 곳이다.","[""갈비로 유명한 곳인 만큼 주말에는 손님이 많고 캐치테이블 예약이 가능하니 미리 예약하고 방문하는 것을 추천한다."", ""갈비도락 서오릉점 음식이 깔끔하고 고기도 맛있어서 가족모임 할 때 자주 찾는 곳이다."", ""가족들 모두의 입맛을 사로잡은 갈비맛과 질이 최고이다."", ""가족모임으로 자주 오는 갈비도락은 반찬도 너무 잘 나와서 부모님이랑 식사하러 오기 정말 좋은 곳이다.""]"
