reviewid,storeid,searchid,reviewidx,reviewtxt
95_1_22,95_1,95,22,평일이었는데도 줄서있더라구요! 5분정도 있다가 바로 입장했습니당 솥밥은 많이 먹어봤는데 메뉴도 더 다양해서 부모님 모셔와도 좋을거같아요! 양도 많고 솥밥이라 밥도 맛있어서 잘먹었습니당 양념도 딱 적당하게 간이 좋았어요!
95_1_23,95_1,95,23,새로오픈한 맛집이라구 해서 방문해서 남편이랑 저녁 먹었습니다 ~~ 솥밥좋아하는데~장어솥밥 너무 장어도 실하고 맛나네요~~전 명란구이 맛나게 먹었습니다 ^^ 자주 오게될것 같아요 ^^
95_1_24,95_1,95,24,"스타필드 마켓 킨텍스 점이 생겨서 쇼핑 후 식사할 곳을 찾다가 들렸습니다~! 저녁 피크 시간이 지나고 가서 웨이팅 없이 바로 입장할 수 있었네요! 솥밥 평소에 좋아하는데 늦은 시간이라 품절된 메뉴가 많아 아쉬웠지만, 주문한 훈제 오리 솥밥, 양념 꼬막 솥밥 둘 다 굿 초이스였습니다 👍🏻💕 건강한 한끼를 먹고 싶을 때 들리면 좋을 것 같아요~!!"
95_1_25,95_1,95,25,"특별하면서도 건강하게 배채우기 좋아요, 소스가 전체적으로 살짝 달짝지근한 맛이라 애들 입맛에도 좋습니다! 킨텍스원시티 앞에 있던 솥내음이 사라져서 아쉬웠는데 스타필드마켓에 오픈하니 너무 좋네요 ㅎㅎ 자주 올게요🤗"
95_1_26,95_1,95,26,한상 정갈하게 나와서 편하고 맛있게 먹었어요! 직원분들도 친절하고 맛도 좋고 주차도 편해서 앞으로 자주 이용할 것 같아요~
95_1_27,95_1,95,27,문어와 전복 야채는 싱싱하고 맛있었습니다 돼지 불고기도 괜찮았어요!!! 전골에서 해물맛이 좀 더 진하게 나면 더 좋을듯해요
95_1_28,95_1,95,28,스타필드 마켓에 새로생긴 솥밥집인데 왠만한 지역 맛집 솥밥집 보다 훨씬 맛있습니다 궁금해서 찾아보니 지점이 몇개 있는데 괜히 많은이유가 아니네요 아이들하고도 방문하기 좋아서 완전 강추합니다 킨텍스맛집 찾으시면 스타필드마켓 솥내음으로 오세요:)
95_1_29,95_1,95,29,평일 오후에 방문해도 사람이많아요 1인 상으로 깔끔하고 음식도 보기에도 좋고 맛도 좋네요 아이랑 먹기에도 자극적이지 않아 잘 먹어요
95_1_30,95_1,95,30,우앙!! 요즘 날씨가 너무 더워서 실내 데이트 찾다가 킨텍스 스타필드 방문했어요!! 저녁에 도착해서 배가 고픈 나머지 먼저 밥부터 먹으러 왔는데 솥밥!! 너무 맛있고 양도 많아요 ㅎㅎ!! 원래 애슐린 가려고 했는데 솥내음으로 오기 잘한 것 같아요.😋👍 #킨텍스 #스타필드 #데이트 #솥밥 #저녁 #맛집 #추천
95_2_1,95_2,95,1,"회전초밥 좋아해서 가로수길 갈때마다 한번 가보고 싶었는데 가격도 착하고 맛있었습니다. 종류가 많아서 골라 먹는 재미가 있고, 레일에 없는 건 바로 만들어줘서 신선하고 따뜻하게 즐길 수 있었어요. 접시가 2단으로 쌓이지 않아서 꺼내기도 편하고, 냉모밀이랑 같이 먹으니 더 맛있었어요. 4인 좌석도 있어서 가족끼리 와도 좋겠더라구요~ 호수공원 노래하는 분수대 앞이라 위치도 딱 좋고, 한 접시에 2180원이라 가격 부담 없이 먹을 수 있었어요. 구슬아이스크림이랑 새우튀김도 있어 후식으로 먹으면 딱일 것 같아요🙂"
95_2_2,95_2,95,2,주차하기 편합니다 엘레베이터 바로 옆이네요 2180원 접시당 단일 가격 그리고 평일점심 특선 12900원 좋습니다
95_2_3,95_2,95,3,아이입맛에 맞는 초밥이 많아서 좋아요 재료 하나하나가 모두 신선해서 맛있게 잘 먹었습니다  #킨텍스맛집#일산호수공원맛집
95_2_4,95_2,95,4,초밥집이 새로 생겼다하여 한번 와봤는데 만족합니다. 초밥 전체적으로 싱싱해서 식감이 좋고 맛도 비린향이 안나며 질기지도 않아 맛있게 먹고 갑니다. 와사비도 따로 빼주셔서 특히 아이들이랑 같이 와서 먹기에도 좋아보여요. 초밥이 생각나면 이 집으로 오려고 합니다. 굿 개인적으로 황새치뱃살이 정말 부드럽고 입에서 녹는 느낌이 들어 추천드립니다.
95_2_5,95_2,95,5,"신선한 재료와 정갈한 플레이팅이 돋보이는 스시온더레일. 회전초밥답게 선택의 재미가 쏠쏠하고, 특히 고소한 치즈연어랑 매콤한 오징어 초밥은 꼭 먹어봐야 할 별미! 시원한 메밀소바와 함께 완벽한 마무리까지였어요"
95_2_6,95_2,95,6,한접시 2180원인게 너무 마음에 들어요 ㅎㅎ 퀄리티도 좋고 맛있고 가성비 있게 즐길 수 있는게 매략인것 같네요!! 쉐프님들도 앞에서 바로 만들어 주시니까 신뢰도 가고 신선도도 높아서 추천드려용!
95_2_7,95_2,95,7,자주오는 단골 회전초밥 “스시온더레일” 가성비 끝판왕~~!  종류도 다양하고 스시도 너무 신선하고 맛나요~  가로수길 오는 이유~~~~ 바로 이곳!
95_2_8,95_2,95,8,"영수증 리뷰 작성하시면 음료 하나 또는 초밥 한 접시를 무료로 제공해 주셔서 기분 좋은 혜택이었어요 .  회전초밥 접시당 2,180원 균일가에 신선한 연어·광어·장어 등 다양한 네타를 부담 없이 맛볼 수 있었습니다 .  아이 동반 시 와사비 별도 제공, 캡슐 장난감 이벤트까지 있어 가족 외식하기 참 좋더라고요 .  넉넉한 주차공간과 호수공원과 가까운 위치 덕분에 점심 나들이 코스로 제격이었고요 . 서비스도 친절하고 분위기도 깔끔해서, ‘영수증 리뷰’ 이벤트 덕분에 만족도가 더 높았던 식사였습니다  자주 찾을 맛집으로 강력 추천합니다 👍"
95_2_9,95_2,95,9,종류도 다양하고 골라먹는 재미가 잇어요 비싼 성게알은 비쥬얼부터 고급지고 맛나요 베스트는 육회
95_2_10,95_2,95,10,회전초밥 먹고싶어서 가로수길 온김에 들렸는데 정말 괜찮네요! 회도 싱싱하구 레일 위 종류가 많아서 좋았어요~ 와사비가 안들어가 있어서 원하는 양만큼 넣어먹으면 되더라구요! 레일 위에 없는 메뉴도 따로 주문 가능했어요~
95_2_11,95_2,95,11,회전초밥 먹고 싶은데 넓은 곳이 없어서 찾다가 우연히 보고 왔는데 평일 저녁이라 그런지 주차도 널널하니 편하고 가성비도 굿이네요~ 애기가 떡갈비초밥 5접시 먹어서 깜놀했어요 ㅋㅋ 구슬아이스크림도 가격 괜찮아서 후식으로 마무리했네요~ 여러명 앉을 수 있는 좌석도 있어서 또 올 것 같아요. 따뜻한 도쿠리도 맛있어요.
95_2_12,95_2,95,12,항상 저희식구 잘 먹고 있는곳이예요 파주 살지만 일산까지 와서 먹고 있어요 계란초밥부터 다 맛있구요. 주말에는 대가타야 해여~^^ 앞으로도 쭉 잘 되었으면좋겠네요^^
95_2_13,95_2,95,13,접시 가격이 다 동일해서 좋습니다 저렴하게 먹을 수 있습니다 집 근처라서 종종 들리고 있어요
95_2_14,95_2,95,14,주말 점심으로 강추입니다! 초밥 가성비가 좋고 원하는 초밥 바로바로 만들어주셔서 맛있는 초밥 먹기가 너무 좋아요ㅎㅎ 호수공원 근처 초밥집 찾으시면 좋은 거 같아요^^
95_2_15,95_2,95,15,"일산 가로수길 방문할 일이 생겨 식사했어요! 가게 내부도 시원하고, 넓어서 쾌적해서 좋았어요. 제 최애는 소라 초밥입니다:)"
95_2_16,95_2,95,16,호수공원 산책왔다가 급 왔는데 최근 간 회전초밥 집 중에 젤 맛있네요~ 앞으로 여기만 올듯해요!! 신선하고 맛나요
95_2_17,95_2,95,17,"점심특선 너무 맛있게 잘 나오고, 주차 편하고 호수공원뷰도 좋아요! 초밥먹고싶으면 추천!"
95_2_18,95_2,95,18,초밥 가성비 좋구요~ 평일점심 특선도 있어서 좋아요~ 아이가 초밥 맛있어서 좋아해요^^~
95_2_19,95_2,95,19,일단 균일가라는점에서 부담없이 이용할수있어 좋은것같아요 아이들이 연어초밥좋아해서 왔어요 재료가 신선하고 맛있네요~
95_2_20,95_2,95,20,회가 신선하고 밥 양이 적어서 좋아요! 원하는거 바로 만들어 주시네요 :) 재방문 의사 있어요~
95_2_21,95_2,95,21,일산 놀러와서 초밥이 먹고싶어서 검색 후 방문했습니다. 주차는 지하에 넓은 공간이 있어서 편했고 좌석도 단체석이 있어 가족모임 하기에 좋았습니다. 직원분들도 친절해서 맛있는 식사할 수 있었습니다!
95_2_22,95_2,95,22,일산 가로수길 2층에서 우연히 찾은 회전초밥집인데 아이세트도 있고 좋아요 가격도 저렴하고 우동 맛있어요 잘먹었습니다
95_2_23,95_2,95,23,여행 중 들린 곳에서 아이와 함께 먹기 좋은 식당을 찾다 들렸는데 맛있고 친절해서 좋았습니다. 스시집이지만 아이가 먹을수 있는 메뉴도 있어 아이도 만족하며 맛있게 먹었어요.😀
95_2_24,95_2,95,24,오랜만에 굉장히 맛있는 초밥을 먹어 기분이 좋습니다. 정말 맛있고 메뉴도 많아서 여자친구랑 같이 먹기 참 좋았어요. 다음에 또 방문할게요
95_2_25,95_2,95,25,네이버에 검색해서 처음 방문했어요! 광어가 특히 맛있고 연어갈릭먹고 너무 맛있어서 놀랐어요ㅎㅎ 주문한 우동도 국물이 너무 맛있었습니다 다음에 또 다시 방문할게요!
95_2_26,95_2,95,26,어린 딸과 순식간에 31접시 어떻게 먹었는지 기억도 안나요 추천
95_2_27,95_2,95,27,호수공원가족나들이 후 분위기 좋게 저녁 식사하기 좋은 곳입니다. 아이가 스시온더레일 무척 좋아하고 키즈세트도 있어서 좋고 중간중간에 파인애플도 나와서 좋습니다. ^-^ 호수공원식사 고민하신다면 여기 추천드립니다!! ♥️
95_2_28,95_2,95,28,갑자기 찾아간곳인데 가성비와 친절갑이예요
95_2_29,95_2,95,29,호수공원 나들이 왔다가 잘 먹고갑니다~키즈메뉴도 있어서 아이와 함께 오기 좋네요~아귀간군함도 처음 보는데 신기하고 맛있었어요!
95_2_30,95_2,95,30,아이가 여기 초밥을 좋아해서 또 왔네요~ 와사비 안 들어있어 좋고 모두 가격이 같은 점도 좋습니다.  직원분들도 다 친절하세요😍
95_3_1,95_3,95,1,"정말 만족스러웠던 샤브뜰 일산덕이점 단골될거같아요. 일단 지상주차장이 넓어서 주차하기 편하고 매장이 넓고 쾌적하더라고요. 가성비도 좋고 샐러드바랑 1인 샐러드에 월남쌈, 샤브샤브까지 즐길 수 있어 정말 만족스러웠습니다."
95_3_2,95_3,95,2,"저처럼 월남쌈 좋아하시면 필히 방문하세요! 샐러드,채소 모두 무한리필이 되서 진짜 배터지게 먹을 수 있어요 ㅎㅎㅎ 소스도 다양해서 질리지도 않구요. 저는 평일 점심에 방문했는데 13,000원에 이런 호사를 누릴 수 있다니!!! 음식들도 하나같이 퀄리티가 높아요. 다른 뷔페가면 복불복인데, 여기는 하나같이 다 맛있더라고요! 그래서 몇 번 더 퍼담아먹었네요 ㅎㅎ 분위기도 좋고, 공간도 넓어서 가족외식이나 단체모임,회식 등 모임장소로 완전 추천드려요!"
95_3_3,95_3,95,3,샤브뜰 일산덕이점에서 소고기 샤브 월남쌈 먹고 왔어요! 신선한 고기와 다양한 채소를 합리적인 가격에 먹을 수 있어 좋아요. 샤브와 월남쌈을 동시에 즐길 수 있어 가족외식이나 단체모임 장소로 방문하기 좋네요^^ 맛있게 잘 먹고 갑니다!
95_3_4,95_3,95,4,"그간의 샤브샤브뷔페의 틀을 깨는 깔끔한 매장, 신선한채소, 다양한 샐러드바와 디저트들에 반했어요. 주차장도 넓고 넘 괜찮은 매장이었습니다~♡ 재료들의 신선함만 계속 유지된다면 자주올것같아요! 맛있게 먹고 갑니다... 반반 육수강추요. 두가지맛이 매력돋네요."
95_3_5,95_3,95,5,오픈한지 얼마안되 깔끔하고 쾌적한 일산 샤브샤브 맛집 샤브뜰에서 점심먹었어요 월남쌈소고기샤브 샤브샤브 월남쌈 샐러드바 칼국수 죽 커피 아이스크림까지 가성비좋아요 👍 맛있게 잘 먹었습니다
95_3_6,95_3,95,6,"가족모임으로 방문했는데 음식도 진짜 깔끔하고 매장도 크고 아이들이 놀 수도있는 장소도 따로있어서, 그냥 완전 외식하기 딱좋은 곳이였어요!!  고기먹으려다가 올라왔는데 완전 대만족하고갑니다. 집이랑 가까워서 정말 자주 올 것 같아요👍👍👍  잘먹었습니다🙇‍♂️"
95_3_7,95_3,95,7,소고기 누린내 안나고 부드러움 / 샤브육수 맛있음 / 야채 신선함 / 직원분들 친절함 / 샐러드바 종류 다양 바로바로 채워놓으심 / 아기 놀이방 있음 / 새로 오픈해서 깨끗함 군더더기 없습니다 아주 최고입미당 또 먹으러 올게요 🩷
95_3_8,95_3,95,8,"몇 번 왔었는데 리뷰는 처음 남겨요. 오늘도 배고파서 먹기부터 하느라 마지막에 사진 찍었네요 ㅎㅎ 이 가격대에 야채 무한리필이고 고기양도 적당하고 샤브샤브와 월남쌈을 같이 먹을 수 있어서 너무 좋아요. 샐러드랑 파스타, 떡뽁이와 튀김도 있고, 음식이 다 맛있어요^^"
95_3_9,95_3,95,9,지인들이랑 와보고 너무 괜찮아서 이번엔 가족들과 방문했어요 매장이 청결하고 샐러드바 종류도 많고 음식 리필도 빨리빨리 잘되고 관리가 잘되는 매장같아요 월남쌈부터 디저트까지 맛있고 만족스럽게 먹었어요~
95_3_10,95_3,95,10,동네에 새로 오픈했다해서 마실나오듯 나와 들렸는데 기대이상이네요~ 국물 깔끔하고 소고기질도 좋고 야채 너무 신선합니다. 개인적으로 샤브올데이보다 여기가 쾌적하고 샤브샤브에 집중한듯한 느낌이라 더 자주 올거같습니다. 전체적으로 세련되고 너무시끄럽지않아 좋았습니다. 덕이동에 맛집이 하나 늘었네요♡
95_3_11,95_3,95,11,깔끔하고 무한 리필인데 가격도 저렴하고 너무 괜찮아요. 떡볶이 샐러드 등 가지수는 많지 않지만 맛있는 뷔페음식도 너무 맘에 듭니다.
95_3_12,95_3,95,12,"친정부모님이 근처 오실일있으셔서 저녁식사하기로 하고 식당을 알아보던중 오픈한지 얼마 안되어 깔끔한듯하여 방문했습니다! 사장님과 직원분들 모두 친절하셨고 작지만 아이들을 위한 놀이방도 있어요! 성인3인에 미취학아이2명이라 고기추가 1 로 계산하였고 야채도 신선하고 사이드도 , 디저트도 모두 맛있었습니다! 부모님도 맛있다며 많이 드셨네요ㅎㅎ 먹느라바빠 음식사진을 못찍어서 매장에 있는 음식들로 사진올려요:)"
95_3_13,95_3,95,13,아이 방학식이라 일찍끝나서 함께 다녀왔어요 휠체어를 사용하기에 매장간 폭이 넓어야 함께 다닐수있거든요 여긴 테이블간 폭도 넓고 직원분들이 능숙하세 움직이고 있어서 만석임에도 붐비지않고 잘 다녀왔습니다
95_3_14,95_3,95,14,"점심타임에 친구들이랑 왔다가 너무 맛있어서 가족들이랑 저녁시간에 왔는데, 저녁시간엔 예쁘게 전시 되있는 디저트에 눈이 확- 가네요! 푸딩? 같은 것도 달달하게 맛있고~ 젤리도 너무 맛있고~ 눈이 즐거우니 맛도 좋네요! 월남쌈 너무 좋아하는데 다양한 야채랑 샐러드랑 디저트까지~ 너무 만족스럽게 먹고 갑니다~ 번창하세요~💕"
95_3_15,95_3,95,15,별 생각 없이 친구가 밥 사 준다 그래서 들어갔던 곳인데요. 진짜 너무너무 맘에 들었던 곳이에요! 야채들도 진짜 신선한데요~ 특히 마음에 들었던 건 디저트류와 샐러드가 접시별로 다 세팅이 되어 있다는 건데요. 리코타 치즈 샐러드 치킨 샐러드 참치마요 샐러드 등을 접시에 놓여져서 전체적으로 분위기가 호텔식 분위기 같은 느낌이 들어서 너무 깔끔하고 좋았습니다. 떡볶이랑 만두도 모두 다 너무 맛있었고요 . 육수도 진짜 깔끔하니 진짜 맛있어요. 맛도 분위기도 다 너무 맘에 들어서 재방문 100%입니다!!
95_3_16,95_3,95,16,매장 넓고 깔끔하고 야채랑 고기도 신선 퀄이 좋아요 샐러드바 구성도 좋습니다  매운육수-따로 담겨있는 샐러드-푸딩!! 세개는 꼭 드세요!!
95_3_17,95_3,95,17,일산 탄현역 근처에 위치한 샤브샤브 맛난 덕이동 맛집이에요 셀프바에 음식들 다양하고 샤브샤브 야채들과 토핑도 종류많아요 후식으로 먹을 디저트도 맛있고 다양해 뷔페같습니다 고기도 맛있어요~ 월남쌈과 샤브샤브 동시에 즐길 수 있어 굿~입니다 매장 깨끗하고 단체모임식사 가족외식장소로도 추천해요
95_3_18,95_3,95,18,"지인추천인데 너무 좋네요👍👍👍 평일점심가격 훌륭하고, 먹을것도 많고 가성비가 진짜 좋아요. 음식깔끔,매장깔끔 너무 좋아서 자주 오겠어요.소프트아이스크림, 샐럽드바, 스프 먹을거 다 있어요🤩🤩🤩"
95_3_19,95_3,95,19,직장 근처라 점심때 주로 왔었는데 샤브샤브좋아하는 와이프랑 꼭 와보곳싶었거든요. 방학이라 애들과함께 방문했어요. 항상 느끼는거지만 깔끔하고 맛있고 먹고나서도 기분좋게 배불러서 언제나 만족합니다.
95_3_20,95_3,95,20,"여기 이제 우리 구내식당 됐어요 ㅎㅎㅎ 지인과 동료와 가족과 벌써 6번째 방문이네요. 주말엔 스페셜 메뉴들이 있어서 애들이 신났어요. 근데, 아이스크림 맛있어서 배합 물어보니 안안랴주시네요^^ 영업기밀인가봐용~~ㅋㅋ 입에넣음 그냥 사라져요. 이시려서 평소 아이스크림 안먹는 아재(남편)도 여기선만큼은 먹네요. 번창하세요~(사실 이미 번창하시는듯..주말이라 테이블 만석인거죠??)"
95_3_21,95_3,95,21,친정 올때마다 들리는 곳이에요 ^^ 야채와 고기가 신선하고 육수도 깔끔하고 시원해서 늘 먹고나서 속이 편안해요~~!!
95_3_22,95_3,95,22,두번째방문인데 샐러드바도 항상 잘 유지되고 직원들도 친절하고 맛있어요!! 매장인테리어도 깔끔한데다 여름에 불앞에서 샤브샤브 먹으면 덥지않을까햇는데 에어컨 빵빵👍 넘 시원하게 잘먹엇습니당
95_3_23,95_3,95,23,"나오기 직전이라 음식사진이 이것밖에 없어 아쉽습니다 데이블 세팅, 직원분의 친절한 식사 안내, 다양한 먹거리, 깔끔, 깨끗, 청결, 위생,,.고객 식사 준비 과정들이 너무 완벽합니다. 전 별로 샤브 즐겨먹지 않지만 가족과 방문이라 끌려 왔는데,,,근데 아주 잘 먹었습니다. 한번 오기 어렵지 한번만 오기는 더 어려울듯,,.ㅎㅎ 가족방문 너무 추천합니다. 셀프바,,, 준비 힘드실텐데,,,,,ㅠㅠ 항상 홧팅하시고 사업 번창하시길 기원합니다. 너무 잘 먹었기에 후식처리에 조금 도움? 미소 지으시라고 조금 정리해드렸는데, 더 힘들게 한건 아닌지? ㅎㅎ 감사합니다. 직원분들도 오늘도 홧팅하세요."
95_3_24,95_3,95,24,새로 생겨서 와봤는데 매장 깔끔하고 디저트까지 알차게 있네요! 아이가 좋아합니다 ㅎㅎㅎ 푸짐하게 잘 먹고 유니클로도 구경가니까 동선이 좋네요!
95_3_25,95_3,95,25,"맛있고 깔끔해서 또 오게 되었답니다. 11시30분 오픈~ 오픈후 30분내 만석이 되네요 가족모임, 친구모임도 너무 좋고 직원분들이 완전 친절!! 식자재들이 신선하고 깔끔하네요~ 커플끼리오고~ 부모님과 다시오고~ 담번엔 아이들과 함께 올게요!! 맛있게 잘 먹었습니다!!  남편이"
95_3_26,95_3,95,26,집근처라 자주 왔는데 리뷰는 처음이네요. 자주 왔다는건 아주 맘에 든다는것!! 가성비가 진짜 좋아요. 고기는 기본만 시켜도 야채가 무한리필이고 샐러드바도 있어서 충분해요. 거기에 칼국수랑 죽까지 먹으면 배 터짐. 소스 종류도 다양해서 골라 먹을수 있고 월남쌈까지 있어요. 마지막으로 커피랑 아이스크림으로 아포카토 해먹으면 극락 ㅎㅎ 사장님 번창하시고 우리 동네에서 오래 장사해 주세요 ㅎㅎㅎ
